year, EC-Earth3-Veg, CMCC-CM2-SR5, MIROC-ES2L, ACCESS-ESM1-5, TaiESM1, CNRM-ESM2-1, CESM2-WACCM, CanESM5, MPI-ESM1-2-LR, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, GFDL-ESM4, NorESM2-LM
2.085000000000000000e+03, 1.312254108631040026e+03, 2.903379370049535737e+03, 1.241296148627455977e+03, 8.678563255418879407e+02, 5.132839917977599953e+02, 1.652990104567807975e+03, 1.900206274641919890e+03, 1.403125684502527974e+03, 7.526634236149759545e+02, 1.818659743858687989e+03, 5.830212080107519341e+02, 1.492370004639743911e+03, 3.104461081804799960e+02, 2.477721535905791825e+03
2.086000000000000000e+03, 1.312112374710271979e+03, 2.903752226897920082e+03, 1.241832482668543889e+03, 8.674150176522240372e+02, 5.128050022809600250e+02, 1.653933520977919898e+03, 1.900496050716672016e+03, 1.403248091070463943e+03, 7.528728032706559361e+02, 1.818802014650367937e+03, 5.834529864417279441e+02, 1.492726486925311974e+03, 3.098745419857920069e+02, 2.477840452812799867e+03
2.087000000000000000e+03, 1.312062579933183997e+03, 2.903773433298943928e+03, 1.242952395390975880e+03, 8.669351892746240082e+02, 5.127033659064319409e+02, 1.654514952175615917e+03, 1.900631879057408014e+03, 1.403681345896447965e+03, 7.529144107663360046e+02, 1.818904825430015990e+03, 5.838102069248000134e+02, 1.492908217729024045e+03, 3.094370257469440162e+02, 2.478021378310143973e+03
2.088000000000000000e+03, 1.311954534662143942e+03, 2.903342862827520094e+03, 1.243552348635136013e+03, 8.667752017428480258e+02, 5.130944763658239935e+02, 1.655554200043520041e+03, 1.900664628183039895e+03, 1.404258482126847866e+03, 7.529507166617599978e+02, 1.820098826338303979e+03, 5.841054188175360196e+02, 1.493280671924223952e+03, 3.095391318835199854e+02, 2.478425105235967749e+03
2.089000000000000000e+03, 1.311909169070079997e+03, 2.903112276770816152e+03, 1.244113915609088053e+03, 8.667568810229760174e+02, 5.135190741483519332e+02, 1.656670354669568042e+03, 1.900915883769856009e+03, 1.404809982771199884e+03, 7.525647735848959883e+02, 1.820741192384512033e+03, 5.843782834585599630e+02, 1.493776874864639922e+03, 3.096283195637760173e+02, 2.478849233256447860e+03
2.090000000000000000e+03, 1.311978962288639877e+03, 2.903217235034112036e+03, 1.244640049102848025e+03, 8.665701170544639353e+02, 5.134096195911679388e+02, 1.657595920121855897e+03, 1.901016010194943874e+03, 1.405119086198783862e+03, 7.523830427811840309e+02, 1.821420065652735957e+03, 5.847646962974720282e+02, 1.494184628322303979e+03, 3.095264483082240190e+02, 2.479046801752063857e+03
2.091000000000000000e+03, 1.312042581491711871e+03, 2.903469564362751953e+03, 1.245071156445183988e+03, 8.665552188866560073e+02, 5.131931935047680327e+02, 1.658520948703232079e+03, 1.901351017644032027e+03, 1.405622000025600073e+03, 7.523972027514879528e+02, 1.822389386084352054e+03, 5.852128492912639786e+02, 1.494595737223168044e+03, 3.095902688378880043e+02, 2.479326511497215961e+03
2.092000000000000000e+03, 1.311821659111423969e+03, 2.903913019736064143e+03, 1.244978680430592021e+03, 8.665863573995519573e+02, 5.131961127403519640e+02, 1.659419670609919876e+03, 1.901629653647359874e+03, 1.406075521728512058e+03, 7.525913486950399829e+02, 1.822208997457919850e+03, 5.857251583590399377e+02, 1.494810888241152043e+03, 3.095799340728319748e+02, 2.479584209534975798e+03
2.093000000000000000e+03, 1.311725022347264030e+03, 2.904057974882303824e+03, 1.245131554422783893e+03, 8.665600507248640270e+02, 5.134855197163519733e+02, 1.660330606329855982e+03, 1.901683877609471892e+03, 1.406519648190464068e+03, 7.530121212723199733e+02, 1.820869638750207969e+03, 5.860976125542399586e+02, 1.495058251513856021e+03, 3.093096531230719961e+02, 2.479721111617535826e+03
2.094000000000000000e+03, 1.311903666143231931e+03, 2.903581233512447852e+03, 1.245765733187583919e+03, 8.667947975311359414e+02, 5.131609476956159597e+02, 1.660894857658367982e+03, 1.901785883082751980e+03, 1.406862842920960020e+03, 7.533544435875840009e+02, 1.821301148745727915e+03, 5.863796711096319996e+02, 1.495432718974976069e+03, 3.096727120773119850e+02, 2.479868214247424021e+03
2.095000000000000000e+03, 1.311847428915199998e+03, 2.903375343517695910e+03, 1.246591037997055992e+03, 8.669839774187520334e+02, 5.125415328808959430e+02, 1.661573059837951860e+03, 1.901831919763455971e+03, 1.407268985765887919e+03, 7.530123897077760375e+02, 1.822168463704063925e+03, 5.866652864348160392e+02, 1.495587069362175953e+03, 3.099459122626560088e+02, 2.479863919280127902e+03
2.096000000000000000e+03, 1.311383840882687991e+03, 2.903739341996031726e+03, 1.247406410694655960e+03, 8.666835310346240249e+02, 5.129024779059200227e+02, 1.662137176948735942e+03, 1.902105589710847880e+03, 1.407527891763199932e+03, 7.530052090593279672e+02, 1.822760900755455850e+03, 5.871367933132800090e+02, 1.495712965591040074e+03, 3.100521791488000076e+02, 2.479955724206080049e+03
2.097000000000000000e+03, 1.310802678120448036e+03, 2.903544457854975917e+03, 1.247521301069823949e+03, 8.664736816168959876e+02, 5.133766020300799937e+02, 1.662787596058623876e+03, 1.902281817587711885e+03, 1.407821694369791885e+03, 7.539908369448959320e+02, 1.823394408431616057e+03, 5.875062947184640052e+02, 1.496026363985919943e+03, 3.097525045166079849e+02, 2.480189531488255852e+03
2.098000000000000000e+03, 1.310671010529280011e+03, 2.903120329834495806e+03, 1.247641962807296068e+03, 8.666311861207040010e+02, 5.129234829803519915e+02, 1.663363524329472057e+03, 1.902376172650496073e+03, 1.408248640962559875e+03, 7.543195361607679388e+02, 1.825202052792320046e+03, 5.877992249098240336e+02, 1.496282451410944077e+03, 3.095447354736639909e+02, 2.480496621649920144e+03
2.099000000000000000e+03, 1.310917434277887878e+03, 2.903146368073727899e+03, 1.248223125569536023e+03, 8.666811822243839742e+02, 5.127198075781119542e+02, 1.663841742094336041e+03, 1.902605684965375985e+03, 1.408600425627648065e+03, 7.543955033948159326e+02, 1.825487131246592071e+03, 5.879805530603520083e+02, 1.496413179478015991e+03, 3.095756055511039904e+02, 2.480712175321088125e+03
2.100000000000000000e+03, 1.311003602059264040e+03, 2.903069595533312167e+03, 1.249034874388479921e+03, 8.665027397550079513e+02, 5.126113260994559369e+02, 1.664633224036351976e+03, 1.902739231604736005e+03, 1.408638811897855931e+03, 7.540987479982079549e+02, 1.825147560394751963e+03, 5.882229502771199350e+02, 1.496530619990016021e+03, 3.090825231728640006e+02, 2.481044229980159798e+03
