year, MPI-ESM1-2-LR, MIROC-ES2L, INM-CM4-8, CNRM-ESM2-1, NorESM2-MM, CanESM5, TaiESM1, UKESM1-0-LL, GFDL-ESM4, NorESM2-LM, IPSL-CM6A-LR, EC-Earth3-Veg, INM-CM5-0, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM
2.077000000000000000e+03, 2.882731933593750000e+02, 2.897221374511718750e+02, 2.879907531738281250e+02, 2.888317565917968750e+02, 2.882730102539062500e+02, 2.896051635742187500e+02, 2.896876525878906250e+02, 2.891165466308593750e+02, 2.880736389160156250e+02, 2.891184082031250000e+02, 2.885174255371093750e+02, 2.893114013671875000e+02, 2.877996520996093750e+02, 2.898442077636718750e+02, 2.896217346191406250e+02, 2.892911376953125000e+02
2.078000000000000000e+03, 2.882665405273437500e+02, 2.898507690429687500e+02, 2.879649963378906250e+02, 2.887511291503906250e+02, 2.885867004394531250e+02, 2.896534423828125000e+02, 2.896969299316406250e+02, 2.891952209472656250e+02, 2.882202758789062500e+02, 2.889116210937500000e+02, 2.882426452636718750e+02, 2.890573120117187500e+02, 2.877696228027343750e+02, 2.900194091796875000e+02, 2.897725219726562500e+02, 2.891137084960937500e+02
2.079000000000000000e+03, 2.883053588867187500e+02, 2.900270080566406250e+02, 2.880295715332031250e+02, 2.888295288085937500e+02, 2.885559997558593750e+02, 2.896530456542968750e+02, 2.896763610839843750e+02, 2.893250427246093750e+02, 2.879800109863281250e+02, 2.888550109863281250e+02, 2.884627685546875000e+02, 2.890209350585937500e+02, 2.878720397949218750e+02, 2.900183410644531250e+02, 2.896764831542968750e+02, 2.893274841308593750e+02
2.080000000000000000e+03, 2.882237854003906250e+02, 2.899751892089843750e+02, 2.879714660644531250e+02, 2.886562194824218750e+02, 2.883768005371093750e+02, 2.896284179687500000e+02, 2.896515197753906250e+02, 2.892453308105468750e+02, 2.880814514160156250e+02, 2.889553222656250000e+02, 2.886322326660156250e+02, 2.892407226562500000e+02, 2.878549804687500000e+02, 2.898527526855468750e+02, 2.896786804199218750e+02, 2.894229125976562500e+02
2.081000000000000000e+03, 2.883390197753906250e+02, 2.896516113281250000e+02, 2.879569396972656250e+02, 2.888930969238281250e+02, 2.883680725097656250e+02, 2.895597839355468750e+02, 2.897344665527343750e+02, 2.893839721679687500e+02, 2.879654846191406250e+02, 2.891511230468750000e+02, 2.884540100097656250e+02, 2.893604736328125000e+02, 2.878803100585937500e+02, 2.897889099121093750e+02, 2.896848754882812500e+02, 2.891188659667968750e+02
2.082000000000000000e+03, 2.881952209472656250e+02, 2.896163024902343750e+02, 2.879259338378906250e+02, 2.887692871093750000e+02, 2.882513427734375000e+02, 2.896473083496093750e+02, 2.896159973144531250e+02, 2.894644470214843750e+02, 2.882103271484375000e+02, 2.891388854980468750e+02, 2.885350036621093750e+02, 2.894383850097656250e+02, 2.878692321777343750e+02, 2.896967468261718750e+02, 2.896663208007812500e+02, 2.891825256347656250e+02
2.083000000000000000e+03, 2.882264099121093750e+02, 2.897799377441406250e+02, 2.879909362792968750e+02, 2.887050170898437500e+02, 2.882986755371093750e+02, 2.895272521972656250e+02, 2.896934814453125000e+02, 2.893321533203125000e+02, 2.880491943359375000e+02, 2.889524230957031250e+02, 2.885363464355468750e+02, 2.893406677246093750e+02, 2.877776184082031250e+02, 2.898377685546875000e+02, 2.896817932128906250e+02, 2.895447692871093750e+02
2.084000000000000000e+03, 2.882057800292968750e+02, 2.901578063964843750e+02, 2.880441894531250000e+02, 2.885924377441406250e+02, 2.883716125488281250e+02, 2.895982360839843750e+02, 2.898213195800781250e+02, 2.892058410644531250e+02, 2.878295288085937500e+02, 2.889747619628906250e+02, 2.884366149902343750e+02, 2.892148132324218750e+02, 2.879031982421875000e+02, 2.898484802246093750e+02, 2.897407531738281250e+02, 2.895093078613281250e+02
2.085000000000000000e+03, 2.880642395019531250e+02, 2.898935241699218750e+02, 2.879678039550781250e+02, 2.887261962890625000e+02, 2.885403137207031250e+02, 2.898459167480468750e+02, 2.900206298828125000e+02, 2.892571716308593750e+02, 2.879189758300781250e+02, 2.887042541503906250e+02, 2.882653808593750000e+02, 2.892428283691406250e+02, 2.879074401855468750e+02, 2.899370727539062500e+02, 2.898514404296875000e+02, 2.893986206054687500e+02
2.086000000000000000e+03, 2.880080871582031250e+02, 2.896366882324218750e+02, 2.879576110839843750e+02, 2.889104919433593750e+02, 2.884475402832031250e+02, 2.898679504394531250e+02, 2.898376770019531250e+02, 2.892955017089843750e+02, 2.881155700683593750e+02, 2.886109008789062500e+02, 2.881904602050781250e+02, 2.891193847656250000e+02, 2.878941650390625000e+02, 2.900139465332031250e+02, 2.898813781738281250e+02, 2.895322265625000000e+02
2.087000000000000000e+03, 2.881561584472656250e+02, 2.898413391113281250e+02, 2.880147399902343750e+02, 2.886114501953125000e+02, 2.880917663574218750e+02, 2.895193786621093750e+02, 2.898215026855468750e+02, 2.891565246582031250e+02, 2.879879455566406250e+02, 2.885582275390625000e+02, 2.883847351074218750e+02, 2.892631835937500000e+02, 2.878398742675781250e+02, 2.901725463867187500e+02, 2.897201232910156250e+02, 2.892737731933593750e+02
2.088000000000000000e+03, 2.882271423339843750e+02, 2.900583801269531250e+02, 2.879542541503906250e+02, 2.885888366699218750e+02, 2.882386779785156250e+02, 2.893516540527343750e+02, 2.898185729980468750e+02, 2.890301208496093750e+02, 2.879981689453125000e+02, 2.887696228027343750e+02, 2.884888610839843750e+02, 2.895099792480468750e+02, 2.878069152832031250e+02, 2.900490417480468750e+02, 2.895884704589843750e+02, 2.894071960449218750e+02
2.089000000000000000e+03, 2.881734313964843750e+02, 2.896320190429687500e+02, 2.879609985351562500e+02, 2.886934509277343750e+02, 2.881772155761718750e+02, 2.894798583984375000e+02, 2.897345275878906250e+02, 2.892172241210937500e+02, 2.880335083007812500e+02, 2.890932617187500000e+02, 2.883443603515625000e+02, 2.892409667968750000e+02, 2.878853454589843750e+02, 2.899443664550781250e+02, 2.896871032714843750e+02, 2.894166259765625000e+02
2.090000000000000000e+03, 2.881699218750000000e+02, 2.896245422363281250e+02, 2.879150695800781250e+02, 2.887687072753906250e+02, 2.883522033691406250e+02, 2.895362854003906250e+02, 2.897581481933593750e+02, 2.891423034667968750e+02, 2.880358581542968750e+02, 2.890183410644531250e+02, 2.882331848144531250e+02, 2.892658386230468750e+02, 2.878910827636718750e+02, 2.898362121582031250e+02, 2.896730957031250000e+02, 2.893737487792968750e+02
2.091000000000000000e+03, 2.883045959472656250e+02, 2.899336547851562500e+02, 2.878876037597656250e+02, 2.888742065429687500e+02, 2.885386962890625000e+02, 2.895281982421875000e+02, 2.896870117187500000e+02, 2.891438598632812500e+02, 2.879640197753906250e+02, 2.890892944335937500e+02, 2.881522521972656250e+02, 2.892859191894531250e+02, 2.878073730468750000e+02, 2.899610900878906250e+02, 2.896586303710937500e+02, 2.895050048828125000e+02
2.092000000000000000e+03, 2.880703125000000000e+02, 2.899814758300781250e+02, 2.879895629882812500e+02, 2.888163757324218750e+02, 2.883536376953125000e+02, 2.893713073730468750e+02, 2.896517333984375000e+02, 2.893181457519531250e+02, 2.880011596679687500e+02, 2.889124145507812500e+02, 2.881133422851562500e+02, 2.894006042480468750e+02, 2.877287292480468750e+02, 2.901692199707031250e+02, 2.897567749023437500e+02, 2.894270324707031250e+02
2.093000000000000000e+03, 2.881784362792968750e+02, 2.895843505859375000e+02, 2.878602600097656250e+02, 2.890898132324218750e+02, 2.883646240234375000e+02, 2.895137634277343750e+02, 2.898797912597656250e+02, 2.892918701171875000e+02, 2.879674987792968750e+02, 2.889801940917968750e+02, 2.883117980957031250e+02, 2.890237121582031250e+02, 2.876975402832031250e+02, 2.901606140136718750e+02, 2.895446472167968750e+02, 2.892500305175781250e+02
2.094000000000000000e+03, 2.882624511718750000e+02, 2.895180969238281250e+02, 2.879478149414062500e+02, 2.888064880371093750e+02, 2.885535888671875000e+02, 2.894968872070312500e+02, 2.899069519042968750e+02, 2.892154846191406250e+02, 2.878686218261718750e+02, 2.891717224121093750e+02, 2.883083801269531250e+02, 2.890464172363281250e+02, 2.877803039550781250e+02, 2.901850585937500000e+02, 2.895333557128906250e+02, 2.893179016113281250e+02
2.095000000000000000e+03, 2.880687255859375000e+02, 2.897207946777343750e+02, 2.879194335937500000e+02, 2.888012695312500000e+02, 2.883691711425781250e+02, 2.893922119140625000e+02, 2.898193664550781250e+02, 2.891932067871093750e+02, 2.877333068847656250e+02, 2.889258117675781250e+02, 2.881933288574218750e+02, 2.892971191406250000e+02, 2.876720886230468750e+02, 2.901227111816406250e+02, 2.897877197265625000e+02, 2.892258605957031250e+02
2.096000000000000000e+03, 2.880251770019531250e+02, 2.898515625000000000e+02, 2.879082336425781250e+02, 2.887833557128906250e+02, 2.882469177246093750e+02, 2.895563659667968750e+02, 2.898074645996093750e+02, 2.890699462890625000e+02, 2.877908020019531250e+02, 2.886006469726562500e+02, 2.881231994628906250e+02, 2.895531616210937500e+02, 2.876567077636718750e+02, 2.900868835449218750e+02, 2.897811889648437500e+02, 2.894569702148437500e+02
2.097000000000000000e+03, 2.881498413085937500e+02, 2.899796142578125000e+02, 2.878908386230468750e+02, 2.889817810058593750e+02, 2.885609741210937500e+02, 2.895035705566406250e+02, 2.898346557617187500e+02, 2.889957580566406250e+02, 2.880580444335937500e+02, 2.887732849121093750e+02, 2.881546936035156250e+02, 2.894888610839843750e+02, 2.877078552246093750e+02, 2.900928344726562500e+02, 2.895450744628906250e+02, 2.893787231445312500e+02
2.098000000000000000e+03, 2.882410583496093750e+02, 2.895161437988281250e+02, 2.879151306152343750e+02, 2.889154357910156250e+02, 2.885965576171875000e+02, 2.893827209472656250e+02, 2.898327636718750000e+02, 2.890449829101562500e+02, 2.879180603027343750e+02, 2.889825744628906250e+02, 2.884107055664062500e+02, 2.891973571777343750e+02, 2.877210998535156250e+02, 2.901971130371093750e+02, 2.895934143066406250e+02, 2.893964843750000000e+02
2.099000000000000000e+03, 2.881982116699218750e+02, 2.894402770996093750e+02, 2.878677673339843750e+02, 2.887679443359375000e+02, 2.883125305175781250e+02, 2.895574645996093750e+02, 2.897321472167968750e+02, 2.892321472167968750e+02, 2.879381713867187500e+02, 2.888449401855468750e+02, 2.884488830566406250e+02, 2.892720947265625000e+02, 2.877207641601562500e+02, 2.901733398437500000e+02, 2.897209777832031250e+02, 2.895064392089843750e+02
2.100000000000000000e+03, 2.882898254394531250e+02, 2.896976013183593750e+02, 2.879359436035156250e+02, 2.889921264648437500e+02, 2.884140625000000000e+02, 2.896868286132812500e+02, 2.898390197753906250e+02, 2.892314453125000000e+02, 2.879370422363281250e+02, 2.888491516113281250e+02, 2.882937316894531250e+02, 2.893832092285156250e+02, 2.876698913574218750e+02, 2.901323547363281250e+02, 2.896889648437500000e+02, 2.894548034667968750e+02
