year, EC-Earth3-Veg, NorESM2-LM, CESM2-WACCM, TaiESM1, INM-CM4-8, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, CNRM-ESM2-1, UKESM1-0-LL, CanESM5, INM-CM5-0, MPI-ESM1-2-LR, ACCESS-ESM1-5, CMCC-CM2-SR5, IPSL-CM6A-LR
2.077000000000000000e+03, 2.673380934954462163e+00, 8.418147567341562887e-01, 1.332906851770754963e+00, 6.322783859529883532e-01, 1.505599348531515558e+00, 8.430219970577343958e-01, 8.103685963244349200e-01, 8.966673283035451192e-01, 1.464586191766104051e+00, 1.029301100050931561e+00, 2.276397060065407096e+00, 1.627888053508210309e+00, 1.849463235092029478e+00, 1.180215931423116205e+00, 7.928705550203929420e-01, 8.723426425895144387e-01
2.078000000000000000e+03, 1.770471665625773294e+00, 8.113497295892422301e-01, 8.936090050728395795e-01, 6.094891807650679727e-01, 1.380580470321576936e+00, 1.041444817848490967e+00, 9.023868827594575537e-01, 8.610442326374849742e-01, 1.418277831430591496e+00, 1.034573623778640927e+00, 2.328416736342723503e+00, 1.732844975432219936e+00, 1.540596182473744413e+00, 1.283297441110194947e+00, 6.984751385809929713e-01, 9.159559241382058126e-01
2.079000000000000000e+03, 1.603993871352274780e+00, 7.854435973256563841e-01, 1.013569569469802811e+00, 4.973004756356741440e-01, 1.390928139652363393e+00, 1.058630116533711307e+00, 7.426606475647844485e-01, 9.801805585589291603e-01, 1.432370353515608707e+00, 1.550268379787326900e+00, 2.422421042261877044e+00, 1.622747226121307396e+00, 1.793006803545855732e+00, 1.196493809733796487e+00, 8.484241577694418002e-01, 7.832779867250793115e-01
2.080000000000000000e+03, 1.863174498999486284e+00, 8.587817769596098882e-01, 1.235412702691641940e+00, 6.515577102388009356e-01, 1.279909180730033125e+00, 9.233939263167209033e-01, 8.100690498839181464e-01, 9.592664844163524274e-01, 1.269909299809727887e+00, 1.185751185008820485e+00, 2.297800111500603926e+00, 1.761484829265973051e+00, 1.393802605834743691e+00, 1.262496909473221463e+00, 8.305311735713084564e-01, 9.599505968720166704e-01
2.081000000000000000e+03, 2.736518281103548667e+00, 9.439957905500928614e-01, 8.360300315939460658e-01, 6.628068143915282207e-01, 1.281272232550813905e+00, 9.274044660936421325e-01, 7.354106986207004093e-01, 6.526747319725545449e-01, 1.282626972562901368e+00, 1.384749920913541210e+00, 2.327518666864977437e+00, 1.863719074642819828e+00, 1.558915284422318415e+00, 1.258506389019466543e+00, 8.083673220851508301e-01, 7.775654368958280216e-01
2.082000000000000000e+03, 2.992563691933034065e+00, 8.478975657711332881e-01, 8.932218331609637074e-01, 5.666604724349741939e-01, 1.418889250313802641e+00, 8.562992823999874270e-01, 9.294851456322639205e-01, 8.368848403291179183e-01, 1.242084087212710353e+00, 1.291775789962789744e+00, 2.311441222323559419e+00, 1.634081157471718226e+00, 1.495410435176174779e+00, 1.395580878337142616e+00, 6.998536690459812304e-01, 9.604495129370742568e-01
2.083000000000000000e+03, 2.203266866485510622e+00, 9.680327576832855607e-01, 1.088743639854986789e+00, 5.452666049673603466e-01, 1.387133326800330968e+00, 8.654886601280272762e-01, 6.840221232831984466e-01, 8.113531118281362975e-01, 1.295284446698859115e+00, 1.395313397493641805e+00, 2.342964293660357633e+00, 1.708642919633938106e+00, 1.707187942861259744e+00, 1.334343546711828310e+00, 7.301170460601338341e-01, 8.673301145511820298e-01
2.084000000000000000e+03, 2.211633652082266810e+00, 9.087432891304730864e-01, 1.254332404057625361e+00, 5.829528893772023546e-01, 1.295618847119840655e+00, 9.553354484556541015e-01, 5.683614358423708657e-01, 9.114176523996473378e-01, 1.194541648920474541e+00, 1.150799883324286954e+00, 2.247366967904180779e+00, 2.081264354731918065e+00, 1.549016308618192728e+00, 1.337944907441574571e+00, 7.981327622319295267e-01, 8.055559587548419831e-01
2.085000000000000000e+03, 2.353980052227715447e+00, 7.593755165288333941e-01, 1.249679814462337113e+00, 6.747060314094878164e-01, 1.428309295884043761e+00, 9.350465934229701404e-01, 6.951796564203996942e-01, 7.667289716759865259e-01, 1.216628671100855819e+00, 1.221172095358748155e+00, 2.305516219765216146e+00, 1.840058575837151045e+00, 1.423439455805644238e+00, 1.244031030328576204e+00, 8.313786461875130041e-01, 7.375793042240467168e-01
2.086000000000000000e+03, 2.304508988537299352e+00, 7.320692503876162771e-01, 1.121159880882332649e+00, 5.301468210786648427e-01, 1.410240143438421079e+00, 1.055269124155984839e+00, 7.525115629299944375e-01, 7.667957342391406028e-01, 1.292064265668556811e+00, 1.619987246326293651e+00, 2.452616063980223249e+00, 1.685008733052159924e+00, 1.434929826831346844e+00, 1.266605974276888702e+00, 7.577954185246654761e-01, 8.268157015672265020e-01
2.087000000000000000e+03, 2.348638188682986350e+00, 6.583882411388204403e-01, 9.986511476469587256e-01, 6.042000426311280314e-01, 1.387816947163899250e+00, 7.119304963162105260e-01, 8.006531336361687456e-01, 8.413844417429604539e-01, 1.295767494143448051e+00, 1.258527110758128620e+00, 2.259596339204779980e+00, 1.712474066785224291e+00, 1.407788031444134447e+00, 1.287582504404005457e+00, 7.707208829567510078e-01, 9.382882385302006023e-01
2.088000000000000000e+03, 2.843158311836390340e+00, 7.705586962087344061e-01, 1.189736323735350876e+00, 6.206788088697379191e-01, 1.432210729123131632e+00, 8.916106657439522021e-01, 8.248685660824269794e-01, 7.842417980344890127e-01, 1.188527633691504715e+00, 9.493997118614156960e-01, 2.293729591800819811e+00, 1.711018204779798157e+00, 1.788936876005314147e+00, 1.148737622014007753e+00, 7.819806529388284577e-01, 1.116636180219632291e+00
2.089000000000000000e+03, 2.244728326491350234e+00, 1.058078011055970657e+00, 1.255290402516644921e+00, 5.574234346952655628e-01, 1.575950377654626422e+00, 1.059899939936681745e+00, 7.625905411633643327e-01, 8.587299252876879896e-01, 1.227543546312147571e+00, 1.421821725877339349e+00, 2.230801060101062383e+00, 1.778494386573055364e+00, 1.527294462944212006e+00, 1.258203062546880746e+00, 7.641247332045661977e-01, 9.353322908735544061e-01
2.090000000000000000e+03, 1.996668882459560201e+00, 7.703692798414429888e-01, 9.532564740073209419e-01, 6.114192056024062571e-01, 1.324813352594647942e+00, 9.096071317197881312e-01, 8.488559384627513138e-01, 7.789487109972748069e-01, 1.364198026598741897e+00, 1.333175191936579962e+00, 2.414562124652431141e+00, 1.543416951297897466e+00, 1.572861659889700725e+00, 1.232418996679944367e+00, 6.269280967612550493e-01, 8.625729401468318347e-01
2.091000000000000000e+03, 2.158075242900521218e+00, 1.024786344947953287e+00, 1.039942168796782029e+00, 6.396360888295576919e-01, 1.233557050339619821e+00, 1.090692748445328597e+00, 6.555220335396576559e-01, 8.494387283637753194e-01, 1.173259203861605871e+00, 1.202461107228152137e+00, 2.269737071281646035e+00, 1.656082000638939178e+00, 1.772674827477468407e+00, 1.168785812351277098e+00, 7.636602680818549427e-01, 7.945458475049844704e-01
2.092000000000000000e+03, 2.994962181198253415e+00, 8.134220262038438509e-01, 1.207300151412525224e+00, 5.505356174267632685e-01, 1.346720377977342897e+00, 1.036921874703917501e+00, 6.698654061907657331e-01, 9.688724909015239417e-01, 1.267162216926128293e+00, 1.342369936895587257e+00, 2.251370268908768679e+00, 1.506202757619958366e+00, 1.606296718625096709e+00, 1.255313282940126562e+00, 8.584039898406884417e-01, 7.972021532030025837e-01
2.093000000000000000e+03, 1.845952240706431935e+00, 9.334591037364767807e-01, 9.855277275752803989e-01, 5.724219173988250864e-01, 1.346966217497440832e+00, 8.879758400219432968e-01, 8.622420094553838732e-01, 9.228189198395775339e-01, 1.383080412802724757e+00, 1.348976592686936371e+00, 2.319552135884427102e+00, 1.905003098605524636e+00, 1.769735126207664155e+00, 1.169916679277288596e+00, 7.351427039160703947e-01, 8.008096283528176595e-01
2.094000000000000000e+03, 1.614949877570772019e+00, 1.081847990991929409e+00, 1.254148597738054205e+00, 6.689016367898468207e-01, 1.371106186954825557e+00, 1.186536804737541972e+00, 7.240064287944155685e-01, 7.988698336080359841e-01, 1.239595033289786263e+00, 1.163881135130325539e+00, 2.251619460188500010e+00, 1.744854511924907703e+00, 1.628135755276734375e+00, 1.319304935387401345e+00, 7.430446010292030001e-01, 8.162151428224295735e-01
2.095000000000000000e+03, 2.339290177741953247e+00, 1.043677808221147085e+00, 7.259156534739100719e-01, 5.915745030682533212e-01, 1.312524021077167369e+00, 8.597117132405071027e-01, 7.352359960260157479e-01, 9.161541950411916657e-01, 1.114647657707804607e+00, 1.306170633130438796e+00, 2.200195939989777916e+00, 1.648129645975711099e+00, 1.466970205031449259e+00, 1.283242441406061696e+00, 8.500122629927492346e-01, 7.814391525178796538e-01
2.096000000000000000e+03, 2.820259558073681116e+00, 7.062163338517613020e-01, 1.050158124070094567e+00, 5.780945724096330229e-01, 1.409850430925614129e+00, 8.202288839886212601e-01, 7.454663423904667185e-01, 9.629346952383751601e-01, 1.105641903335444320e+00, 1.136045610776129422e+00, 2.228016645041208665e+00, 1.562149193669531311e+00, 1.421142692081240666e+00, 1.284154311080003774e+00, 7.918847847226525571e-01, 7.699441540699965003e-01
2.097000000000000000e+03, 2.984280873717513494e+00, 6.923705926035035318e-01, 1.143969185916934750e+00, 6.169066881239905209e-01, 1.472423172727545415e+00, 1.212954360573878620e+00, 6.642003761639380111e-01, 9.746374625954700166e-01, 1.320160783934030579e+00, 1.020870243717051151e+00, 2.242520366971366919e+00, 1.654169611104666648e+00, 1.804991408195779856e+00, 1.284572011872519903e+00, 7.817302337532540113e-01, 7.821730189492693830e-01
2.098000000000000000e+03, 1.797050140707095567e+00, 8.213249018420524239e-01, 1.145497425011450021e+00, 6.296358982283087879e-01, 1.439421403958553780e+00, 9.924416367482251644e-01, 6.666692620350039844e-01, 7.860120062576828603e-01, 1.240060813828331554e+00, 1.245283295254789424e+00, 2.249026089469233103e+00, 1.656935768506478057e+00, 1.530130091293633088e+00, 1.220414112574756071e+00, 6.991289617371259091e-01, 8.194296407765365720e-01
2.099000000000000000e+03, 1.820296871033652897e+00, 8.085003954101246393e-01, 1.213161251845054522e+00, 5.866526008286390148e-01, 1.261400639889319386e+00, 7.366027897225012611e-01, 6.703066637284642582e-01, 8.066934684542450551e-01, 1.343504731079993686e+00, 1.360397292514813339e+00, 2.246589892956989409e+00, 1.792076212321557227e+00, 1.613791851471968686e+00, 1.120487115680141033e+00, 7.304695122912581162e-01, 8.931083486306212738e-01
2.100000000000000000e+03, 2.207359627561312987e+00, 8.144417731080179079e-01, 9.229842636357518115e-01, 5.590088515547617654e-01, 1.243036020118143847e+00, 8.597907601026473223e-01, 6.515880258048409868e-01, 8.953432959540688074e-01, 1.289793973430572782e+00, 1.103027298021717506e+00, 2.303140732800305290e+00, 1.586084607835603233e+00, 1.590366519277011559e+00, 1.166655339645284339e+00, 7.561746251056012946e-01, 7.967622960055792403e-01
