year, UKESM1-0-LL, TaiESM1, CanESM5, MPI-ESM1-2-LR, CMCC-CM2-SR5, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, NorESM2-MM, MIROC-ES2L, INM-CM4-8, ACCESS-ESM1-5, CESM2-WACCM, NorESM2-LM, IPSL-CM6A-LR, INM-CM5-0
2.077000000000000000e+03, 5.897130916129496025e-01, 8.551510800864765560e-01, 6.154159495901831978e-01, 7.650117875683283275e-01, 7.735806664175541858e-01, 1.012754955284406844e+00, 6.982065049250912869e-01, 8.518197252602557334e-01, 5.360192265472961681e-01, 8.068429379951392866e-01, 7.106298217355808688e-01, 8.803328425754208819e-01, 8.669758631044597319e-01, 5.403974692469584173e-01, 8.804141864738959100e-01, 6.994820868861001406e-01
2.078000000000000000e+03, 6.898604066606631724e-01, 7.627700758216388044e-01, 6.811759216621039448e-01, 6.663681832547458939e-01, 6.731115556764282193e-01, 1.082448108319731261e+00, 4.912886081553778372e-01, 9.454196991617122015e-01, 6.327655834962169212e-01, 8.269736451616541695e-01, 6.469360791827957202e-01, 9.790371362233325492e-01, 4.815991733116438689e-01, 4.715995293973467839e-01, 7.387025809409560884e-01, 7.624242676165795540e-01
2.079000000000000000e+03, 8.128504476626128294e-01, 6.602360621305037869e-01, 7.687844214782719732e-01, 7.249850299147970745e-01, 8.914691895672028910e-01, 1.047341981209355177e+00, 4.981275361673142554e-01, 7.919703559737533149e-01, 6.177787254488287250e-01, 1.064958065228307493e+00, 6.247088339658090073e-01, 8.995153727812945643e-01, 7.331572279236191481e-01, 5.048705186597345351e-01, 9.362714087968644350e-01, 8.140721331440576858e-01
2.080000000000000000e+03, 6.430765757100125324e-01, 7.423143945020556078e-01, 8.053813860345198083e-01, 5.143452905363712357e-01, 8.520378020481323977e-01, 9.580784987500610139e-01, 6.348734022079534078e-01, 1.022557852623932506e+00, 5.614578771245138933e-01, 8.079379959820841561e-01, 5.892194928030076717e-01, 8.716052020417517365e-01, 7.055969911504818004e-01, 5.376889611000524871e-01, 1.002661835174128102e+00, 7.597367947216540074e-01
2.081000000000000000e+03, 7.494900563662536541e-01, 7.814839933240721459e-01, 6.212560548772012581e-01, 6.366918109260778502e-01, 7.274454756695907243e-01, 9.703495891431362930e-01, 7.249390417630626748e-01, 7.672333086454419249e-01, 5.647682263130974212e-01, 6.722714234076094808e-01, 6.345112474553283866e-01, 1.018528238034211997e+00, 4.410559375056244957e-01, 5.961263753542214161e-01, 8.105696758006551983e-01, 8.435607037371697370e-01
2.082000000000000000e+03, 6.556098023819503240e-01, 5.915003668764747813e-01, 7.099367508326129839e-01, 6.381219560660911228e-01, 6.118918225956851975e-01, 9.745208759836431200e-01, 8.212419056559022712e-01, 9.930810012307865753e-01, 5.841069882796391388e-01, 7.957346569345552512e-01, 7.919331538674063697e-01, 1.040735444485265226e+00, 5.513474315888369226e-01, 5.417557046017805744e-01, 9.485537718217289527e-01, 7.486811977653305972e-01
2.083000000000000000e+03, 6.799386086388502504e-01, 5.139691245248966256e-01, 6.418115620993762871e-01, 6.989577203919881132e-01, 6.179543982425683701e-01, 1.005114849596591808e+00, 6.051695138897261739e-01, 6.846001198447010383e-01, 4.645053145248571602e-01, 8.105500363647257789e-01, 6.324041692791504410e-01, 9.138807944654894211e-01, 7.728066334692895722e-01, 5.848676260370844204e-01, 8.344643292277661439e-01, 7.812492467380123262e-01
2.084000000000000000e+03, 6.186431429434697815e-01, 7.099349065797838643e-01, 7.275579257466783245e-01, 6.714791348475261934e-01, 7.246991765735715241e-01, 8.052077595591775605e-01, 7.466910990936602710e-01, 6.288344759251298655e-01, 5.954866196159552816e-01, 9.111193266411653502e-01, 6.382748748213864509e-01, 8.888825318357717054e-01, 7.375921977450642375e-01, 5.954612345479854962e-01, 9.331045332401581849e-01, 1.100362038624370431e+00
2.085000000000000000e+03, 7.571620106943880435e-01, 8.561214364275815392e-01, 9.305874779928108298e-01, 5.019136975381895960e-01, 6.889224224455949841e-01, 1.109669023519295417e+00, 5.709014640581614453e-01, 7.483719688946073312e-01, 6.174708361063296902e-01, 6.806636014357143605e-01, 6.812813966728189508e-01, 9.663159695804506288e-01, 7.446475257211288001e-01, 4.462427927174787978e-01, 9.712926743221895753e-01, 8.616224142672681552e-01
2.086000000000000000e+03, 9.835706792035251445e-01, 5.100827831964761527e-01, 8.878457691925941697e-01, 6.302845621617155780e-01, 8.238219758294761386e-01, 1.072592203848576231e+00, 6.138196994587964417e-01, 9.857053812361610268e-01, 6.371216784641449138e-01, 7.289854098614538813e-01, 7.182516398185569972e-01, 1.073826050193186665e+00, 6.063454715027856157e-01, 4.509599843240659767e-01, 9.617777559614535399e-01, 8.005500544558655784e-01
2.087000000000000000e+03, 5.374701678620565914e-01, 7.256731689337099223e-01, 5.694403177402943550e-01, 5.474123459127481217e-01, 8.608946839259261630e-01, 8.709545370057256708e-01, 7.124280407757364042e-01, 8.514026687632667567e-01, 4.459318089086981018e-01, 8.509667954672448520e-01, 6.196552883742516560e-01, 8.554987343611584194e-01, 5.914535744940747630e-01, 4.298920352873814577e-01, 1.102898931691817852e+00, 8.015223279627641251e-01
2.088000000000000000e+03, 5.326604349563601737e-01, 6.775197920814652885e-01, 6.344764217436831277e-01, 7.214799009254636575e-01, 8.359944751272182506e-01, 8.911303855451955247e-01, 7.262988301614891062e-01, 8.735882561283778713e-01, 5.199237700622723057e-01, 7.989950593229037112e-01, 6.773491733269310089e-01, 7.765744221545497483e-01, 8.033989359012295717e-01, 5.412076464274204746e-01, 1.067138884887842698e+00, 8.818195282956475811e-01
2.089000000000000000e+03, 9.323288992453389046e-01, 5.830739624714140756e-01, 8.668330276596598605e-01, 6.174079070073403841e-01, 6.522761584099320276e-01, 9.290681500236928070e-01, 5.374938711840338001e-01, 9.491459374303050645e-01, 6.045389920758627023e-01, 8.515177506119512296e-01, 7.430464440120527758e-01, 9.695883932043829478e-01, 7.149047829173633684e-01, 6.159746413965071499e-01, 8.714962462925979203e-01, 8.808354248000663800e-01
2.090000000000000000e+03, 5.952797147267333555e-01, 8.265111499008200857e-01, 7.827576747437174909e-01, 6.732692217774999266e-01, 5.779734791056043708e-01, 9.731487424245084394e-01, 4.914761816953036044e-01, 7.969220714981435361e-01, 6.028584069503950538e-01, 8.314328516726067209e-01, 6.218902473128420372e-01, 8.366209189977882321e-01, 5.508687687936634214e-01, 4.727761232878439634e-01, 9.622419728136359929e-01, 6.775826922090099069e-01
2.091000000000000000e+03, 5.638481655921016023e-01, 8.236224842576174154e-01, 6.327579764969625264e-01, 7.693870405189450201e-01, 6.302512441904285501e-01, 8.539446955265792560e-01, 8.488092723251502436e-01, 7.699358921335101025e-01, 6.731194154012081210e-01, 1.013318323648142449e+00, 6.238392278851390138e-01, 7.755957929210338664e-01, 6.920425604196152047e-01, 6.417634127976485914e-01, 8.354997223120984584e-01, 7.866492390157433512e-01
2.092000000000000000e+03, 7.298000123784784687e-01, 4.978604470658483105e-01, 6.290570583806994742e-01, 6.473503836837326553e-01, 7.314083042006841451e-01, 9.048438277882008274e-01, 6.994634428628812017e-01, 7.280282393299465360e-01, 6.413369845355018084e-01, 9.344215850828628822e-01, 6.144413286597109058e-01, 9.641006270639622677e-01, 6.478407098083605042e-01, 4.789725231954654605e-01, 8.711561580935693883e-01, 7.552186957223233632e-01
2.093000000000000000e+03, 6.703539865794486685e-01, 6.901025301304037907e-01, 7.450074589603215003e-01, 6.562457052011273495e-01, 7.278651417337919094e-01, 9.421337907585155547e-01, 4.159664452371144017e-01, 8.506389491444725781e-01, 5.639106583275541595e-01, 7.836431098983912547e-01, 6.637813848822738949e-01, 7.277117986397366733e-01, 6.219524950786854411e-01, 5.433958717622985324e-01, 1.111256956901996773e+00, 1.044265754582118788e+00
2.094000000000000000e+03, 6.834499165382809105e-01, 7.786301883242473520e-01, 6.539431826287819272e-01, 7.014711805817073209e-01, 7.171470555772430089e-01, 1.060298198403482495e+00, 4.659219746551357400e-01, 7.589739054889241832e-01, 6.907517310351971584e-01, 8.163080882903471780e-01, 6.392376419037871793e-01, 9.259672060795312021e-01, 6.472507700533092212e-01, 7.846102826632892491e-01, 8.403277748473866327e-01, 8.040613495122775900e-01
2.095000000000000000e+03, 6.152248913037030587e-01, 7.005988319273219744e-01, 6.583795978794296788e-01, 5.838978463405642971e-01, 9.313760568046418609e-01, 7.825213378959201549e-01, 6.718193655387587615e-01, 8.463141714324309284e-01, 5.323374462322780776e-01, 7.741762565165967169e-01, 6.195379721655609462e-01, 1.080816241725644389e+00, 5.039488610405608027e-01, 6.463377453621016455e-01, 8.511845450229652554e-01, 7.383563921945933695e-01
2.096000000000000000e+03, 6.167278261710412712e-01, 6.750744304679281438e-01, 8.359642208152564535e-01, 6.131850148096205100e-01, 7.370664462612962486e-01, 9.715910270927331505e-01, 7.837714423705116618e-01, 7.726127043334949374e-01, 5.626783072771318617e-01, 9.946361819947511229e-01, 6.973254460581131964e-01, 1.073722062593944315e+00, 6.078872812063607078e-01, 4.199076692146546108e-01, 9.201207021055259894e-01, 7.337772131885270666e-01
2.097000000000000000e+03, 5.768571509701725386e-01, 7.113147258485806868e-01, 6.344283618168352623e-01, 7.775237630360398722e-01, 7.280148255465076490e-01, 1.029371747142082016e+00, 7.259142147027706216e-01, 8.601303248455947070e-01, 6.850421722335675589e-01, 8.215088861707273704e-01, 7.180210592123085211e-01, 8.461489807059903168e-01, 6.340515193323033039e-01, 4.648900078974346206e-01, 8.805412160160025481e-01, 7.995398508772685320e-01
2.098000000000000000e+03, 7.955283776676334018e-01, 7.534493005890859907e-01, 6.667295577080537550e-01, 6.338753058283274067e-01, 7.255093459559748270e-01, 9.671305477693182828e-01, 5.154820941513548194e-01, 6.767905468702363203e-01, 5.694819248640046183e-01, 7.912011418335123114e-01, 7.153401631224181045e-01, 8.849706062917056526e-01, 6.653028249220375168e-01, 4.700607459069938154e-01, 1.022415141483163481e+00, 8.111852660740361820e-01
2.099000000000000000e+03, 6.643239596165406713e-01, 5.730540463922518812e-01, 7.528041052453946502e-01, 6.633073040084781491e-01, 6.754046699303261070e-01, 1.056345918602050293e+00, 5.888622168159938219e-01, 8.426119773020802617e-01, 4.306770009322318793e-01, 8.830807201898259740e-01, 5.739410635613171330e-01, 9.505040633673447203e-01, 7.359091754702022925e-01, 5.628430128778159069e-01, 9.200593465998926357e-01, 7.840748322532403725e-01
2.100000000000000000e+03, 5.221063540638429812e-01, 5.938427870659424013e-01, 8.050238491202634794e-01, 6.806160012336330833e-01, 6.570380089204577168e-01, 9.975767855753063795e-01, 6.478981263112808531e-01, 7.510698971269963442e-01, 5.175731905291302004e-01, 9.055665677859043861e-01, 5.949770203207496166e-01, 9.163044540813807259e-01, 5.186579346346367192e-01, 5.433982286522562877e-01, 8.733507156161030016e-01, 8.070567257249809945e-01
