year, NorESM2-LM, MPI-ESM1-2-LR, ACCESS-ESM1-5, CNRM-ESM2-1, INM-CM5-0, CanESM5, NorESM2-MM, IPSL-CM6A-LR, INM-CM4-8, UKESM1-0-LL, CESM2-WACCM, EC-Earth3-Veg, TaiESM1, MIROC-ES2L, CMCC-CM2-SR5, GFDL-ESM4
1.912000000000000000e+03, 2.743851989466756081e+01, 3.368687363218189290e+01, 3.080384386202043956e+01, 2.532363369660797403e+01, 3.913391826752429381e+01, 2.691441971650496967e+01, 2.566599530563215836e+01, 2.895491252468399068e+01, 3.622383167408468552e+01, 3.673921548032989648e+01, 2.529260586831459534e+01, 3.657175334079092011e+01, 3.638330340786415462e+01, 2.346826074906170945e+01, 2.228609300277687311e+01, 2.865849761989043287e+01
1.913000000000000000e+03, 2.782364714904561609e+01, 3.155174786422042388e+01, 3.117766275568768464e+01, 2.530931626414433566e+01, 3.758707291493985991e+01, 2.815354764809941557e+01, 2.602765518666921452e+01, 2.920918439813196699e+01, 3.809629733815117447e+01, 3.539993399646736094e+01, 2.557460216527568164e+01, 3.903873619349577240e+01, 3.686082868272308133e+01, 2.339720742827318034e+01, 2.240497519752296540e+01, 2.998932993761685140e+01
1.914000000000000000e+03, 2.737162627623124678e+01, 3.355094985574643829e+01, 3.218813923889861428e+01, 2.555234115923440896e+01, 3.908609505725398492e+01, 2.915790111134568718e+01, 2.580953392892896048e+01, 2.826607543089870234e+01, 3.812202323750832278e+01, 3.472461329895020299e+01, 2.467540324248162875e+01, 3.883645374711259990e+01, 3.567470004897180758e+01, 2.341661687302246264e+01, 2.154540851098683518e+01, 3.147653061368011151e+01
1.915000000000000000e+03, 2.784743058227176959e+01, 3.417725344423448064e+01, 3.176857895155352907e+01, 2.612933944687503285e+01, 3.793411573257340308e+01, 2.970283085394774147e+01, 2.529556794228001593e+01, 2.990555017159489282e+01, 3.737718888302225650e+01, 3.543191839937063037e+01, 2.520309159006105304e+01, 3.856000043868800731e+01, 3.557628491679391658e+01, 2.379874740537721323e+01, 2.153173322927839806e+01, 2.975066703715430094e+01
1.916000000000000000e+03, 2.790085337691163403e+01, 3.360406216706409310e+01, 3.212082964970871046e+01, 2.501007280971787594e+01, 3.961465813382363166e+01, 2.826132279511150003e+01, 2.554562756036688853e+01, 2.788241406371680853e+01, 3.774053696451211692e+01, 3.703777533295395585e+01, 2.515904252537468366e+01, 3.699906315711923810e+01, 3.609630708637536145e+01, 2.374502709441722104e+01, 2.237327649681438047e+01, 2.992554526156636641e+01
1.917000000000000000e+03, 2.755378403814568600e+01, 3.410571167789393598e+01, 3.144473609840168749e+01, 2.644928768320941259e+01, 3.886721631989569659e+01, 2.879392392820405888e+01, 2.627367115928960573e+01, 2.879671090293450675e+01, 3.745695258796677507e+01, 3.670146153364863295e+01, 2.557286771147693116e+01, 3.763746413518938994e+01, 3.598675458727964838e+01, 2.296430713051826800e+01, 2.125397586391671467e+01, 3.067372698104925277e+01
1.918000000000000000e+03, 2.724593830309655829e+01, 3.482263991085080335e+01, 3.099976493535392663e+01, 2.705842666133496266e+01, 3.948009403466793543e+01, 2.887516636594052599e+01, 2.613469037582694909e+01, 2.946138477361535735e+01, 3.751995956944422517e+01, 3.590427149634855652e+01, 2.478834975262553542e+01, 3.730837336837868889e+01, 3.630586630862326558e+01, 2.325577552228736877e+01, 2.176682001721840365e+01, 2.896835103669543798e+01
1.919000000000000000e+03, 2.791246289014473447e+01, 3.484717192520633944e+01, 3.255743364202493950e+01, 2.557104605438937384e+01, 3.862060148631505996e+01, 2.896666703609128390e+01, 2.601211498447348802e+01, 2.909364158654554444e+01, 3.767470766468895960e+01, 3.321547436262680719e+01, 2.623714947634460515e+01, 3.871433261150428251e+01, 3.610973487113562186e+01, 2.361949822173177793e+01, 2.155680671153430694e+01, 2.796741709604608417e+01
1.920000000000000000e+03, 2.682031130086811288e+01, 3.318532280399824685e+01, 3.250020680488987779e+01, 2.376180841741588523e+01, 3.744752733511283793e+01, 2.971532780572552213e+01, 2.466428822046190561e+01, 2.865772562372920973e+01, 3.669092367569311364e+01, 3.775944173033551721e+01, 2.612659238285165131e+01, 3.787136879999560080e+01, 3.545149629942014258e+01, 2.383288110570158480e+01, 2.275101136410007996e+01, 2.842719463319740569e+01
1.921000000000000000e+03, 2.705885491093432904e+01, 3.392278479407796965e+01, 3.125076374346644315e+01, 2.519629604555933611e+01, 3.815334700967004977e+01, 2.914769343857669170e+01, 2.516884908212914596e+01, 2.860373227864440082e+01, 3.660180175773567157e+01, 3.549253842568369777e+01, 2.527964026842882106e+01, 3.740810025143635897e+01, 3.647782068026305780e+01, 2.384129962770415645e+01, 2.143073809083832870e+01, 2.865321815452275445e+01
1.922000000000000000e+03, 2.713732862114284217e+01, 3.431804378572175551e+01, 3.274681354447470483e+01, 2.538635791930738961e+01, 3.745746942772148458e+01, 2.895315102240920524e+01, 2.602902448528723767e+01, 2.850548241793956805e+01, 3.749131892600228610e+01, 3.565038409953160681e+01, 2.599060327559145023e+01, 3.788902200356243100e+01, 3.665971112744243499e+01, 2.343725776573550235e+01, 2.092983958681949730e+01, 2.841213095361485230e+01
1.923000000000000000e+03, 2.721641198776196191e+01, 3.526305163884080685e+01, 3.270396826561091785e+01, 2.668793775985933792e+01, 3.808644647756369750e+01, 2.919292396570991599e+01, 2.523462045022819566e+01, 2.927344721593482291e+01, 3.782090359481627218e+01, 3.471812529629954014e+01, 2.585759988395680864e+01, 3.809117978893591783e+01, 3.613684972024066866e+01, 2.351657898400302926e+01, 2.256129000125428519e+01, 2.763247152898950532e+01
1.924000000000000000e+03, 2.728752399984830390e+01, 3.562282075984692398e+01, 3.233950684765385120e+01, 2.593626346251692993e+01, 3.800741730680114472e+01, 2.699840612574837451e+01, 2.593417366348301556e+01, 3.008334482423823530e+01, 3.817101922546228820e+01, 3.584400957105161467e+01, 2.556232325346979550e+01, 3.789299029336103075e+01, 3.626688750897331914e+01, 2.328601705564716084e+01, 2.216353701729408598e+01, 2.987179024748127532e+01
1.925000000000000000e+03, 2.714827516750920111e+01, 3.484161954999219546e+01, 3.148872711165206084e+01, 2.563848257601436842e+01, 3.861202904554283322e+01, 2.884366657432597236e+01, 2.542119765836066136e+01, 2.839845687610730351e+01, 3.566925641762566812e+01, 3.667815216599170469e+01, 2.582973601272955833e+01, 3.675473581345382712e+01, 3.631340075470994577e+01, 2.401912802109400147e+01, 2.287671261927796706e+01, 3.013661424016658685e+01
1.926000000000000000e+03, 2.710941606010144866e+01, 3.505534605482205990e+01, 3.043088458498557003e+01, 2.516727995619952196e+01, 3.741003212892397300e+01, 2.913665211408939015e+01, 2.556169084501533106e+01, 2.861805232668551469e+01, 3.684340950940665493e+01, 3.674883591416075035e+01, 2.633569785487700443e+01, 3.767196548279359547e+01, 3.632625136937768673e+01, 2.374736232090905830e+01, 2.267878874907962938e+01, 3.021453572318278802e+01
1.927000000000000000e+03, 2.719372649216890281e+01, 3.454628353472667612e+01, 3.073358343845224638e+01, 2.435112417288758735e+01, 3.862159511708463810e+01, 3.001871833180947746e+01, 2.596056501550816975e+01, 2.896685262677386774e+01, 3.652211589546124770e+01, 3.620543621770887910e+01, 2.629792944709790703e+01, 3.712383290438059902e+01, 3.624505048159881682e+01, 2.372229863183357779e+01, 2.263950610619326298e+01, 2.858791100971747312e+01
1.928000000000000000e+03, 2.748713436671430088e+01, 3.470001640968126821e+01, 3.167495630507530890e+01, 2.603267698262829910e+01, 3.872387975418168082e+01, 2.920007099146882368e+01, 2.697029363743980213e+01, 2.830244868886877896e+01, 3.768866399286655167e+01, 3.760421411522619195e+01, 2.635126072575286571e+01, 3.753447810445793920e+01, 3.524720756899012741e+01, 2.325291962694354098e+01, 2.158029750619934006e+01, 2.763930978450249754e+01
1.929000000000000000e+03, 2.727558418182486832e+01, 3.457315845840322055e+01, 3.269466892467570318e+01, 2.655573506791400717e+01, 3.855942476849555334e+01, 2.955578510681646520e+01, 2.616772179367301021e+01, 2.831534746707163208e+01, 3.846058243060435444e+01, 3.903012109080722780e+01, 2.553518993251231350e+01, 3.813379815750830204e+01, 3.587712869428180085e+01, 2.332693747167410336e+01, 2.236189560891688188e+01, 2.922808393688969630e+01
1.930000000000000000e+03, 2.715419317287434708e+01, 3.515050784609037748e+01, 3.227502331830064719e+01, 2.513934073206927522e+01, 3.771166293422376015e+01, 2.954122019760614748e+01, 2.586705606211882369e+01, 2.941097847794264553e+01, 3.759718272808887463e+01, 3.725798165011124041e+01, 2.553035881439056709e+01, 3.796087287458451698e+01, 3.664390174342991457e+01, 2.358824992369320483e+01, 2.191286049540098801e+01, 2.803670533275075982e+01
1.931000000000000000e+03, 2.778117973797933260e+01, 3.502644246370671510e+01, 3.240201545450580767e+01, 2.476842678859784996e+01, 3.788803726807280725e+01, 2.933074763810378727e+01, 2.531224799583110752e+01, 3.033247518674324894e+01, 3.776488996510497742e+01, 3.943522128061567855e+01, 2.523456272297749337e+01, 3.754809624073192253e+01, 3.640926485035434013e+01, 2.344654060591005162e+01, 2.253849295807623321e+01, 2.636652907896136711e+01
1.932000000000000000e+03, 2.727517925480347216e+01, 3.521582525632705085e+01, 3.247062936002087241e+01, 2.410510002760162962e+01, 3.897184875481184463e+01, 3.004160122954026946e+01, 2.514986452168683684e+01, 2.936966577145234325e+01, 3.686263140045274156e+01, 3.775195279594363029e+01, 2.574591628095440399e+01, 3.787794290317147983e+01, 3.571353789736287609e+01, 2.326060850654090473e+01, 2.181094705333305228e+01, 2.490768388606985084e+01
1.933000000000000000e+03, 2.672284807109137006e+01, 3.429266940417756615e+01, 3.280484491889268384e+01, 2.440641605750897369e+01, 3.943717516897001474e+01, 2.941538075963515553e+01, 2.574983737474507350e+01, 2.738642477342871473e+01, 3.752455186144845811e+01, 3.813686949402165993e+01, 2.642534747003274376e+01, 3.649290273733337386e+01, 3.592269173059474952e+01, 2.343116809196730088e+01, 2.222573254085018490e+01, 2.710273757753685686e+01
1.934000000000000000e+03, 2.774784632394572625e+01, 3.444124109241561627e+01, 3.265105239520698888e+01, 2.480954578469836491e+01, 3.799370619765898027e+01, 2.972590633903352852e+01, 2.531699943756559890e+01, 2.837950182241203834e+01, 3.777662313043344255e+01, 3.755234892475628783e+01, 2.581663898569029669e+01, 3.679785518617307361e+01, 3.583619916131609529e+01, 2.331853351540934938e+01, 2.215404071092616078e+01, 2.886894430832034075e+01
1.935000000000000000e+03, 2.763738483294050852e+01, 3.432229488958957830e+01, 3.241158933193280944e+01, 2.512483994029732770e+01, 3.799018931402778776e+01, 2.898302113790523649e+01, 2.601572554238277490e+01, 2.842611258458111223e+01, 3.828197332232511485e+01, 3.944553124947358214e+01, 2.476346163527896493e+01, 3.657895449244192321e+01, 3.658026398959821535e+01, 2.330664648767190528e+01, 2.183137735029761117e+01, 3.029738405589114691e+01
1.936000000000000000e+03, 2.713752736166807011e+01, 3.389124020208647181e+01, 3.274700588624000375e+01, 2.493066707194453002e+01, 3.852222001280641450e+01, 2.962356193900178170e+01, 2.595301694410743565e+01, 2.856187667491289872e+01, 3.722472933624706570e+01, 3.766432843549279852e+01, 2.500314913088156743e+01, 3.688207017250215358e+01, 3.607211227475823989e+01, 2.354649192261508261e+01, 2.216861550588276586e+01, 2.944682080435226013e+01
1.937000000000000000e+03, 2.741752315315377686e+01, 3.361074601592142841e+01, 3.290158232554055218e+01, 2.487272916345349216e+01, 3.870361329981075471e+01, 2.981373604807298960e+01, 2.589406857471767154e+01, 2.940414870980924178e+01, 3.778748167761666821e+01, 3.907825879832282823e+01, 2.635430540738085980e+01, 3.686575206046614994e+01, 3.573553166291148386e+01, 2.395140155319797870e+01, 2.258151988402511279e+01, 2.825924262242763874e+01
1.938000000000000000e+03, 2.725876186833088255e+01, 3.418495473669614171e+01, 3.255214240546704474e+01, 2.613201992027815379e+01, 3.803854164068000188e+01, 2.945201187446879132e+01, 2.590020301444733164e+01, 2.879626061317376795e+01, 3.831959859879189878e+01, 3.765934877307511641e+01, 2.605556252962242780e+01, 3.558990718776696838e+01, 3.593963478927445010e+01, 2.390515239119962843e+01, 2.298354013221313608e+01, 2.903045848112649097e+01
1.939000000000000000e+03, 2.701676549025289020e+01, 3.333381367942899232e+01, 3.174464395666679906e+01, 2.535655894035929236e+01, 3.823234418889026642e+01, 2.904817587538128976e+01, 2.626295220725998192e+01, 2.940618630572658176e+01, 3.776733270947160293e+01, 3.774159125113430235e+01, 2.569746677480888408e+01, 3.726407274059591401e+01, 3.586054361485643227e+01, 2.361130728619831842e+01, 2.213259549224115119e+01, 2.790076204901630064e+01
1.940000000000000000e+03, 2.762941778387983760e+01, 3.380133723148023961e+01, 3.251467472204536335e+01, 2.615993416354905321e+01, 3.873793817010331964e+01, 2.832885282750838130e+01, 2.609240293808457878e+01, 2.880287200680979964e+01, 3.840800238667794986e+01, 3.635311381777336237e+01, 2.612123809114831019e+01, 3.749085488850968062e+01, 3.474898163823566932e+01, 2.357612518800911516e+01, 2.342556182182583058e+01, 2.807746013074812552e+01
1.941000000000000000e+03, 2.775606032470654227e+01, 3.462837002792302599e+01, 3.281308235935637185e+01, 2.711890402815872392e+01, 3.861488014713449957e+01, 2.927733754309482705e+01, 2.596542377888361131e+01, 3.014998424133895583e+01, 3.706908897527819846e+01, 3.794169940570363053e+01, 2.619812388263097702e+01, 3.760470259213449395e+01, 3.529314392189218808e+01, 2.325383208941950031e+01, 2.232723334100141699e+01, 2.869703735054027405e+01
1.942000000000000000e+03, 2.744067095216201935e+01, 3.492404301016888013e+01, 3.217471172457042883e+01, 2.659815424630962966e+01, 3.829117581357036215e+01, 2.976719633693201672e+01, 2.597568053008448530e+01, 3.008272675413175890e+01, 3.832356306963290393e+01, 3.616157298219456351e+01, 2.603137975373510926e+01, 3.658571452778572564e+01, 3.523754414208099206e+01, 2.320940405013688235e+01, 2.205671966187674826e+01, 2.934733852989504754e+01
1.943000000000000000e+03, 2.749751068774729390e+01, 3.480999816334873742e+01, 3.319364713738267625e+01, 2.619139403313513981e+01, 3.889209294261997485e+01, 2.935137888908027648e+01, 2.568073978013994463e+01, 2.907746029417287303e+01, 3.769059051101981339e+01, 3.830276636952280001e+01, 2.611058373051769976e+01, 3.656632058473231695e+01, 3.515239433495086985e+01, 2.395890822834074640e+01, 2.344018525104217687e+01, 2.739902703977826803e+01
1.944000000000000000e+03, 2.758197325280832501e+01, 3.368252808821696931e+01, 3.282734317282355363e+01, 2.424680676709932214e+01, 3.975222700004164267e+01, 2.820601113172054752e+01, 2.617627698744738396e+01, 2.905952843828649890e+01, 3.820601134283622713e+01, 3.815452176744216217e+01, 2.585906083975767800e+01, 3.730131026287121898e+01, 3.616212076576250922e+01, 2.442604060429093593e+01, 2.295166022083378365e+01, 2.741704498542834045e+01
1.945000000000000000e+03, 2.773958740371261555e+01, 3.371083748695597393e+01, 3.240370530498439905e+01, 2.509922621198220938e+01, 3.885599356035890395e+01, 2.918560859594861157e+01, 2.588220630313974624e+01, 2.958672047696137852e+01, 3.748266259003193568e+01, 3.857620539985899200e+01, 2.698861320464740743e+01, 3.633235179736397669e+01, 3.502023632536387510e+01, 2.335066141892334457e+01, 2.229933773310207101e+01, 2.871320282277907054e+01
1.946000000000000000e+03, 2.784024682675856610e+01, 3.295996398802000016e+01, 3.228126919307688070e+01, 2.568915893403154982e+01, 4.054575128528112060e+01, 2.827836155232609983e+01, 2.650075654047092399e+01, 2.971280977915241195e+01, 3.705127219989074661e+01, 3.840282818447578705e+01, 2.598017646652791512e+01, 3.678094158096487121e+01, 3.525693499162571953e+01, 2.348495713118391848e+01, 2.186831555848057818e+01, 2.899068197560221449e+01
1.947000000000000000e+03, 2.790625681165037975e+01, 3.459702918264675731e+01, 3.229976334573361640e+01, 2.337158256012912716e+01, 3.926911855350260794e+01, 2.911905518611541055e+01, 2.733164499964329153e+01, 2.939956609883149241e+01, 3.458048645809524402e+01, 3.498301075617785472e+01, 2.560517894655369275e+01, 3.621693563948424810e+01, 3.500007277340429113e+01, 2.386999860833979525e+01, 2.274602493813169701e+01, 2.867914676555696118e+01
1.948000000000000000e+03, 2.713345426773088320e+01, 3.514600292210721477e+01, 3.191422258167395754e+01, 2.440806189410670868e+01, 3.682077519769067209e+01, 2.843573992635958092e+01, 2.702198324703801546e+01, 2.985420283260319607e+01, 3.595859199765041581e+01, 3.635522950680526577e+01, 2.700863957815773375e+01, 3.587535115588853785e+01, 3.561570770946042330e+01, 2.378904764746182110e+01, 2.196016633010547991e+01, 2.855257373855926417e+01
1.949000000000000000e+03, 2.770131036784095002e+01, 3.531761898815368284e+01, 3.103225141640051632e+01, 2.617656320372961787e+01, 3.927772671868855525e+01, 2.812118476438919501e+01, 2.698695982763501178e+01, 2.755051204672088971e+01, 3.727143139884161371e+01, 3.810086455606610656e+01, 2.670157095956712823e+01, 3.617843913464660233e+01, 3.553703220287370357e+01, 2.373435613086695639e+01, 2.213165602699307755e+01, 2.975936594676481306e+01
1.950000000000000000e+03, 2.677863251944028988e+01, 3.531717101849083917e+01, 3.309356615516506395e+01, 2.712338627919852385e+01, 3.875424835890390085e+01, 2.885995949820079431e+01, 2.606650574829563993e+01, 2.926083095557870095e+01, 3.797463774847980034e+01, 3.868299624750712695e+01, 2.695885967470694666e+01, 3.684135697150004773e+01, 3.546315046701937490e+01, 2.368929573345889850e+01, 2.219630912974306369e+01, 2.786045023556033229e+01
1.951000000000000000e+03, 2.691488371359628928e+01, 3.241087399943823755e+01, 3.240798788699603250e+01, 2.710612601671151012e+01, 4.038098710872510111e+01, 2.872491247982188511e+01, 2.638540072457862706e+01, 2.876282563455531260e+01, 3.703759470012492727e+01, 3.884329550168492773e+01, 2.629264209528583862e+01, 3.600264059758489310e+01, 3.667602273872596186e+01, 2.387521534355961350e+01, 2.256686598915290176e+01, 2.985111312147322948e+01
1.952000000000000000e+03, 2.696648809693158455e+01, 3.470795667713707644e+01, 3.157598436166596301e+01, 2.552392772494985351e+01, 3.908631467658693737e+01, 2.841124249469780239e+01, 2.653834233679805976e+01, 2.883006321228941005e+01, 3.746791613819972611e+01, 3.891488991384574092e+01, 2.588550106712107990e+01, 3.612228252000006989e+01, 3.664266178105926741e+01, 2.417671677606250924e+01, 2.236117520824481630e+01, 2.915598927757268655e+01
1.953000000000000000e+03, 2.750938261572570909e+01, 3.568563874461761287e+01, 3.311687677725836920e+01, 2.599847681523356968e+01, 3.953169088856099478e+01, 2.925480413456590867e+01, 2.716501374862495766e+01, 2.876836099894726928e+01, 3.704984155308564198e+01, 3.725895925477063031e+01, 2.659370173714265206e+01, 3.623397698685004542e+01, 3.664137347803337263e+01, 2.335102862828164660e+01, 2.183577754412425165e+01, 2.678396232615236983e+01
1.954000000000000000e+03, 2.769103648058132805e+01, 3.534012837461247614e+01, 3.232494929613883983e+01, 2.561795258989838686e+01, 3.887499542640013317e+01, 2.907287131999042629e+01, 2.635456298584683665e+01, 2.960026137084048869e+01, 3.630627456988489143e+01, 3.667953305287735333e+01, 2.692588623168638406e+01, 3.647184369548625682e+01, 3.614464694415072898e+01, 2.335625985768767165e+01, 2.237888191721981812e+01, 2.852861282718717106e+01
1.955000000000000000e+03, 2.753192289342614174e+01, 3.605940239003042080e+01, 3.140900252537656456e+01, 2.581358721409916868e+01, 3.801232856726608844e+01, 2.908069565331329542e+01, 2.614859656884206629e+01, 2.993481331930594891e+01, 3.708846881534114459e+01, 3.579973839840773309e+01, 2.658036938548653438e+01, 3.571609795301848322e+01, 3.603925880575888385e+01, 2.372002479822004517e+01, 2.359088202521160227e+01, 2.764461350088150482e+01
1.956000000000000000e+03, 2.759645602298062528e+01, 3.583334724160338425e+01, 3.228955594815788999e+01, 2.653352765707497696e+01, 3.900650353171699436e+01, 2.869097653263851555e+01, 2.631900292063664537e+01, 2.897762950357584799e+01, 3.832499654063556704e+01, 3.675987063965273904e+01, 2.690198242322851740e+01, 3.588064609986822262e+01, 3.605340633653353422e+01, 2.385226764796777488e+01, 2.170764264942592092e+01, 2.945249877383183090e+01
1.957000000000000000e+03, 2.799200246542037718e+01, 3.456971198913103649e+01, 3.290849119098250242e+01, 2.592968485073446416e+01, 3.924038554350450880e+01, 2.900010639331836515e+01, 2.700851744967956591e+01, 2.937683459678489584e+01, 3.614963866219586208e+01, 3.488410757884729207e+01, 2.664333984467218741e+01, 3.524361847678989790e+01, 3.605286521444627823e+01, 2.337723220560105375e+01, 2.230844248172363820e+01, 2.825477431290424235e+01
1.958000000000000000e+03, 2.714969478171576256e+01, 3.404305882412816686e+01, 3.392772429507233056e+01, 2.617419243941481000e+01, 3.895048411842911662e+01, 2.954002382154839879e+01, 2.696809613851053911e+01, 2.868153561798790108e+01, 3.559278640997928989e+01, 3.539411379521113332e+01, 2.526003543088083347e+01, 3.606808124940978644e+01, 3.619273626557962587e+01, 2.379343749207895087e+01, 2.327552603202507697e+01, 2.786243565483543705e+01
1.959000000000000000e+03, 2.733485125846716457e+01, 3.429536480136363252e+01, 3.311086662426317417e+01, 2.583768484660694753e+01, 4.000364321318141236e+01, 2.944262590238933441e+01, 2.673261794416185211e+01, 2.894513045553582131e+01, 3.859336381838791397e+01, 3.802636465137934607e+01, 2.563106483025611126e+01, 3.534662159170100182e+01, 3.527796514456951371e+01, 2.338850527925871248e+01, 2.325538964124598706e+01, 2.824832522335604423e+01
1.960000000000000000e+03, 2.718579638671889853e+01, 3.608680504293994318e+01, 3.413276681231042886e+01, 2.541358112376411427e+01, 3.943893077976408534e+01, 2.910479212798914617e+01, 2.595909433672439803e+01, 2.979532493421706363e+01, 3.658164622893880846e+01, 3.756531145882038913e+01, 2.683505358305606237e+01, 3.622338040196902398e+01, 3.537903642607387411e+01, 2.367396712441505713e+01, 2.254897482932141628e+01, 2.781581198627029039e+01
1.961000000000000000e+03, 2.799884885114194333e+01, 3.581732325583490706e+01, 3.393765840353781016e+01, 2.571328863154744226e+01, 3.924728335723461470e+01, 2.824929508538376055e+01, 2.614559211359711810e+01, 2.936628582937770204e+01, 3.804164699437229302e+01, 3.899954051668868971e+01, 2.700003189458516673e+01, 3.541873929077853234e+01, 3.608316329283348267e+01, 2.358316949555354824e+01, 2.308744961383246519e+01, 2.830912785449335800e+01
1.962000000000000000e+03, 2.806752068591827154e+01, 3.635740781992087989e+01, 3.224908824398460894e+01, 2.568680392059352258e+01, 3.799215645046182033e+01, 2.989322255661661387e+01, 2.637901106488376612e+01, 2.911737604449211503e+01, 3.824456332180070461e+01, 3.651948452527229705e+01, 2.665650552535959505e+01, 3.572661712085151464e+01, 3.558951963150129671e+01, 2.346938864241000644e+01, 2.255345306210650236e+01, 2.793265930670328956e+01
1.963000000000000000e+03, 2.794321553829950844e+01, 3.636739945259365214e+01, 3.219636512229692471e+01, 2.752743984996664395e+01, 3.947946049515658729e+01, 3.050340553914371711e+01, 2.712129476724390642e+01, 2.885182376181767339e+01, 3.729753806682602857e+01, 3.731139195868596659e+01, 2.583102676771398976e+01, 3.448913586472820469e+01, 3.543091411060046170e+01, 2.403923473503253305e+01, 2.250564921813424135e+01, 2.686722809689965885e+01
1.964000000000000000e+03, 2.806585515944897224e+01, 3.571711092915973751e+01, 3.284738116542734332e+01, 2.703528105328550168e+01, 3.946805998886959799e+01, 2.912805633770713953e+01, 2.776458742368972565e+01, 3.027024325181916709e+01, 3.799124429144995219e+01, 3.992674193019123408e+01, 2.602968409614211254e+01, 3.511832929109153412e+01, 3.576259419881528601e+01, 2.401507051839447371e+01, 2.293941777351475153e+01, 2.821575886965849378e+01
1.965000000000000000e+03, 2.800141184673071137e+01, 3.509902808190042833e+01, 3.249440990296221088e+01, 2.734268857647006712e+01, 3.941328455629884786e+01, 2.849116805994016843e+01, 2.730136870567729446e+01, 3.020319695818051997e+01, 3.804790676554920736e+01, 3.739986918727630183e+01, 2.636569572223283586e+01, 3.523268843135630135e+01, 3.435048475561944059e+01, 2.409911321978646370e+01, 2.174011736310605514e+01, 2.896276245109193681e+01
1.966000000000000000e+03, 2.819029441974751649e+01, 3.503821245786944161e+01, 3.256206041495812542e+01, 2.679305281321603971e+01, 3.786145453088774815e+01, 2.892504430792421388e+01, 2.678439174519529686e+01, 3.004884453804505995e+01, 3.659607083289168372e+01, 3.575341007234782609e+01, 2.636131308254384109e+01, 3.525373700274938926e+01, 3.595344982049495997e+01, 2.365109971090744878e+01, 2.322271294726756707e+01, 2.742579667477221506e+01
1.967000000000000000e+03, 2.868427463907712038e+01, 3.612328850725354101e+01, 3.366333799691794582e+01, 2.658884305092716005e+01, 3.926535574596668710e+01, 2.988274831726915437e+01, 2.728826228602413195e+01, 2.899258490211181893e+01, 3.660853606860435150e+01, 3.929877725145783529e+01, 2.539201802918075046e+01, 3.464852400258029519e+01, 3.665981781232979841e+01, 2.349202076316046828e+01, 2.290447412262633975e+01, 2.604088133018603202e+01
1.968000000000000000e+03, 2.862197675506183003e+01, 3.627517862263677273e+01, 3.437704549406031873e+01, 2.565831316261659367e+01, 3.947113269489472032e+01, 2.943655318851419622e+01, 2.742805116995575077e+01, 2.959469736010283825e+01, 3.786528080057333057e+01, 3.877835841218058022e+01, 2.595076437937672864e+01, 3.533007576489797685e+01, 3.620417821947859949e+01, 2.391745788180973165e+01, 2.299388330648407575e+01, 2.792621131496856179e+01
1.969000000000000000e+03, 2.892026187748911426e+01, 3.660430032587762383e+01, 3.240610831240996959e+01, 2.619306792656614391e+01, 3.873491015288548311e+01, 2.999547950448345190e+01, 2.691792019739784791e+01, 2.947840359877787719e+01, 3.794132565191598871e+01, 3.688976473606503959e+01, 2.634337047967321510e+01, 3.419403359690195288e+01, 3.583664817904631406e+01, 2.406323551774361746e+01, 2.308466991280000968e+01, 2.768980668496135777e+01
1.970000000000000000e+03, 2.817469117820721181e+01, 3.703261246937282181e+01, 3.334742927676428081e+01, 2.645064950947688232e+01, 4.064376712756241261e+01, 3.003156991599713521e+01, 2.716518377547227914e+01, 3.067120427720691467e+01, 3.758146176206336975e+01, 3.621000130622781654e+01, 2.719650851961156235e+01, 3.561329564883624244e+01, 3.574099134594456473e+01, 2.379998190104721090e+01, 2.249437512410023743e+01, 2.748597189766117665e+01
1.971000000000000000e+03, 2.876899470380703150e+01, 3.754858447072021477e+01, 3.402984590438952495e+01, 2.375244762773684926e+01, 4.107693776378106065e+01, 2.989229308109728578e+01, 2.749792855542579062e+01, 3.117912972034084618e+01, 3.770905437522008441e+01, 3.762048898534969510e+01, 2.746320533494630922e+01, 3.441533238290111996e+01, 3.631419741194616080e+01, 2.378888796227318991e+01, 2.208406760363245880e+01, 2.795358689053488277e+01
1.972000000000000000e+03, 2.813785497939776903e+01, 3.583136773694717192e+01, 3.353829431725758781e+01, 2.536343418547984285e+01, 3.941094518748217013e+01, 2.924275233281253961e+01, 2.738290367648994206e+01, 3.047513253425600510e+01, 3.740525994350107908e+01, 3.867045019677285467e+01, 2.690556162709056665e+01, 3.488934039008187682e+01, 3.668819028786721503e+01, 2.389595293431432310e+01, 2.294646512538195537e+01, 2.680578730302467250e+01
1.973000000000000000e+03, 2.880283497367128120e+01, 3.644044970338939038e+01, 3.142306343621606146e+01, 2.714765147804691026e+01, 3.899709941462169382e+01, 2.852079290220355645e+01, 2.754683696581581032e+01, 2.991112650793346361e+01, 3.755337721320318423e+01, 3.978538833917092177e+01, 2.671696519966961603e+01, 3.531815796020978127e+01, 3.677620115112928545e+01, 2.427174236517119965e+01, 2.364619701562029519e+01, 2.819836985282415398e+01
