year, CMCC-CM2-SR5, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, CESM2-WACCM, UKESM1-0-LL, MIROC-ES2L, ACCESS-ESM1-5, EC-Earth3-Veg, NorESM2-LM, NorESM2-MM, IPSL-CM6A-LR, CNRM-ESM2-1, TaiESM1
2.085000000000000000e+03, 9.561139018083006036e+00, 1.180921238901286685e+01, 2.165807276763188938e+01, 1.814965643049591293e+01, 1.268507961642832349e+01, 2.025098143018862018e+01, 1.540836844985510723e+01, 1.128940281308829974e+01, 1.227377265152729535e+01, 1.235355403213909753e+01, 1.210497453705407800e+01, 1.340780184394142971e+01, 9.560626985989506110e+00, 1.121501936114984233e+01
2.086000000000000000e+03, 9.666533259398319089e+00, 1.165412334608988232e+01, 2.164674089123132106e+01, 1.859050696302262651e+01, 1.312283422147214829e+01, 2.092112681764754356e+01, 1.520682568060253281e+01, 1.138848867659192798e+01, 1.226643689793488790e+01, 1.278696308673482385e+01, 1.194662248963294182e+01, 1.281202387910399132e+01, 9.850609085973417223e+00, 1.185335084993341148e+01
2.087000000000000000e+03, 9.629152038006813186e+00, 1.117294139093831618e+01, 2.209490447006261959e+01, 1.833225841842835990e+01, 1.215568430700544056e+01, 2.078257725144021961e+01, 1.458862908494798738e+01, 1.139415797089231397e+01, 1.241328535909722852e+01, 1.257551065070409813e+01, 1.239978387699325246e+01, 1.277252909401531689e+01, 9.762807542148948414e+00, 1.211722369602578553e+01
2.088000000000000000e+03, 9.706262149087347524e+00, 1.082753014296202565e+01, 2.128553530458487231e+01, 1.893151677722103088e+01, 1.244112695408494140e+01, 2.068143368332664167e+01, 1.478354031518103895e+01, 1.167762594115230890e+01, 1.275279087814522327e+01, 1.309741519780011032e+01, 1.235231245160472646e+01, 1.319526100500006649e+01, 9.735445696938398896e+00, 1.158773420795628439e+01
2.089000000000000000e+03, 9.551523206939767974e+00, 1.086759766165307894e+01, 2.234186050128844414e+01, 1.879620009437054406e+01, 1.315534713080886853e+01, 2.081893186722004074e+01, 1.569084550028140690e+01, 1.145328440573702622e+01, 1.213343360097864476e+01, 1.154284992279069044e+01, 1.260695576905226645e+01, 1.336815104659930142e+01, 9.915690373729226792e+00, 1.133540776564602837e+01
2.090000000000000000e+03, 9.560915695498808375e+00, 1.088069618126638893e+01, 2.229845353607673530e+01, 1.898318673097681497e+01, 1.294846687285711617e+01, 2.028824899696650519e+01, 1.489509405561142152e+01, 1.143940984793697169e+01, 1.214757847904898291e+01, 1.301960017472288378e+01, 1.238115769502334729e+01, 1.340758350234386853e+01, 9.463150597092994332e+00, 1.142450070252320238e+01
2.091000000000000000e+03, 9.467223616874452574e+00, 1.078693632112117484e+01, 2.163000988576971650e+01, 1.940484946871598737e+01, 1.256009682794538129e+01, 2.134095758606664006e+01, 1.469795851774773077e+01, 1.149561955463216201e+01, 1.195857069592648436e+01, 1.210069224823756251e+01, 1.255302661575490575e+01, 1.302888982023210573e+01, 9.233382609541871844e+00, 1.160281598172569950e+01
2.092000000000000000e+03, 9.839697284684177703e+00, 1.113214848666898149e+01, 2.228879694725749161e+01, 1.812915292597638128e+01, 1.300901762889798263e+01, 2.079205279646441085e+01, 1.518086035918438448e+01, 1.220233847124615600e+01, 1.274124019341217462e+01, 1.269964780192700182e+01, 1.227939796574136544e+01, 1.304227387373336100e+01, 1.014832607841146483e+01, 1.208110477524791193e+01
2.093000000000000000e+03, 9.852962721529774370e+00, 1.136640532668581827e+01, 2.262665010736105842e+01, 1.931870267079403547e+01, 1.265067866098334903e+01, 2.130384749828331792e+01, 1.565055195332925209e+01, 1.211803567482946420e+01, 1.251324181591815687e+01, 1.315045996555430996e+01, 1.218763028452218400e+01, 1.313031712130381301e+01, 9.726474648103454967e+00, 1.152140915172888747e+01
2.094000000000000000e+03, 9.850753846515345913e+00, 1.088997125799918742e+01, 2.235149515953911958e+01, 1.844934992277559616e+01, 1.296651610834292434e+01, 2.049793165984265642e+01, 1.519497818003866918e+01, 1.160012253434651264e+01, 1.197258973556670902e+01, 1.273451337058351207e+01, 1.217133177785950338e+01, 1.308402497944578613e+01, 9.541899862228049756e+00, 1.143049565744199647e+01
2.095000000000000000e+03, 9.548592354672107874e+00, 1.065254312097019884e+01, 2.254743339234162036e+01, 2.039817726211104798e+01, 1.296281680157682814e+01, 2.140201693436411290e+01, 1.500644445445300157e+01, 1.128158794729398551e+01, 1.224203868201460388e+01, 1.327897935464240931e+01, 1.218950393547008382e+01, 1.302525495171550141e+01, 9.837392710642621552e+00, 1.136614973736122280e+01
2.096000000000000000e+03, 9.898946504279084735e+00, 1.078350079043542920e+01, 2.125977242935988443e+01, 1.871411792499835514e+01, 1.268714546819857425e+01, 2.129774089242522805e+01, 1.532923670023543217e+01, 1.133706207331042215e+01, 1.227508600788265269e+01, 1.353274340694682465e+01, 1.266416812482030885e+01, 1.313435212649843997e+01, 9.639025736546420475e+00, 1.156885356053938274e+01
2.097000000000000000e+03, 9.783289994943572765e+00, 1.059279327857648489e+01, 2.304210910924472344e+01, 1.855261961597272347e+01, 1.329942627661915822e+01, 2.133231065942530691e+01, 1.605357298055046300e+01, 1.127844107932515527e+01, 1.250671526707610326e+01, 1.325745651387798141e+01, 1.257227867861359805e+01, 1.304066486334410868e+01, 9.667069541679076394e+00, 1.165320481215917603e+01
2.098000000000000000e+03, 9.485817823661566450e+00, 1.065511906389840746e+01, 2.201081371129616215e+01, 1.927162260560981721e+01, 1.283885582474022158e+01, 2.070726918535205385e+01, 1.534422945390736359e+01, 1.072147563859143204e+01, 1.224645894436573457e+01, 1.271258053025379908e+01, 1.299662397823637683e+01, 1.293470666196408558e+01, 9.145901952107287514e+00, 1.111255444235121281e+01
2.099000000000000000e+03, 9.816589127976591556e+00, 1.086787570995674734e+01, 2.325971457871481363e+01, 2.021135993903921246e+01, 1.310096038559764153e+01, 2.093661939247147075e+01, 1.497136403904462298e+01, 1.097264865450765470e+01, 1.214579252387825292e+01, 1.272832838051911430e+01, 1.221816221925890567e+01, 1.298320493706220269e+01, 9.291180361884350702e+00, 1.153785841192171091e+01
2.100000000000000000e+03, 9.476001122883857875e+00, 1.076242930153320110e+01, 2.189673979871664500e+01, 1.950478005119579450e+01, 1.309089186405251226e+01, 2.193572740984492597e+01, 1.546255288386697302e+01, 1.096315222317076454e+01, 1.258970660431221233e+01, 1.293312846233866686e+01, 1.276584399681288140e+01, 1.259921460688290473e+01, 9.634074783035929457e+00, 1.179440864161272984e+01
