year, CanESM5, CESM2-WACCM, CNRM-ESM2-1, GFDL-ESM4, IPSL-CM6A-LR, ACCESS-ESM1-5, NorESM2-MM, EC-Earth3-Veg, CMCC-CM2-SR5, MIROC-ES2L, TaiESM1, MPI-ESM1-2-LR, NorESM2-LM
2.090000000000000000e+03, 1.870437912855042839e+01, 6.922031691931109343e+00, 3.332650590203571284e+01, 2.091925297378535120e+01, 2.074346267746446060e+01, 5.809876680859761500e+00, 6.612601963427515273e+00, 6.422699949721588197e+00, 9.354709531089083541e+00, 3.940725977001125102e+01, 2.113395115407611602e+00, 6.061289698401041193e+01, 7.001156515563556226e+00
2.091000000000000000e+03, 1.820861936668903169e+01, 6.996537267878094823e+00, 3.325879277948361334e+01, 2.071876938591207207e+01, 2.079318130414813481e+01, 6.043103062951050042e+00, 6.630625000885197018e+00, 6.328973532500604904e+00, 9.431786386577808656e+00, 3.991455739776257872e+01, 1.888621863162654346e+00, 6.060614013594055649e+01, 6.990346052363472396e+00
2.092000000000000000e+03, 1.903786633050306065e+01, 6.968014890750551693e+00, 3.306312408737561270e+01, 2.131881210698652751e+01, 2.073918529149395340e+01, 6.135924493167007832e+00, 6.604671754033588194e+00, 6.240761131530033090e+00, 1.022696765615703285e+01, 4.038914243834673101e+01, 2.247426378695121851e+00, 6.078984900061382746e+01, 6.836595170235094443e+00
2.093000000000000000e+03, 1.847475463452389732e+01, 7.102352977307362814e+00, 3.303225763232033074e+01, 2.176826546057597511e+01, 2.074989215832324874e+01, 5.838607827534356254e+00, 6.587982362556115135e+00, 6.186207400370728138e+00, 9.918528533372738210e+00, 4.026487481102655863e+01, 2.230473915736587820e+00, 6.076331991202838623e+01, 6.852286005676344161e+00
2.094000000000000000e+03, 1.886671981630945538e+01, 7.169533107275337436e+00, 3.302019203671871139e+01, 2.047163863036606912e+01, 2.068045313816436703e+01, 5.642961036118240514e+00, 6.649903277757933218e+00, 6.278261266343098335e+00, 9.912107096355557090e+00, 4.039265850468197527e+01, 1.940260111764207984e+00, 6.073475150695095692e+01, 7.008136882693809078e+00
2.095000000000000000e+03, 1.823401288231558937e+01, 7.131365962981949913e+00, 3.304067218982633847e+01, 2.010537989157999661e+01, 2.056321746865585354e+01, 5.476104033547705363e+00, 6.771271756492681426e+00, 6.240791842375872811e+00, 9.532168329541779173e+00, 4.055507246224840401e+01, 1.980093433238762968e+00, 6.058051344670952432e+01, 7.025612663900458799e+00
2.096000000000000000e+03, 1.795901897547926040e+01, 7.203010624736184475e+00, 3.299602974216792717e+01, 1.991714225020767515e+01, 2.052196522765363085e+01, 5.456941638309025677e+00, 6.813542847431032889e+00, 6.290299109978119141e+00, 9.702492803397248622e+00, 4.080737542750945579e+01, 2.150724681927310478e+00, 6.091024284851670956e+01, 6.824459170643253358e+00
2.097000000000000000e+03, 1.895509545658874728e+01, 7.230995458179549473e+00, 3.259974944594999613e+01, 1.947032283905279826e+01, 2.046302846268562803e+01, 5.285325525028774507e+00, 6.802705115456786800e+00, 6.160363045439829044e+00, 9.829096099230948624e+00, 4.064616900115535714e+01, 2.119241162436521275e+00, 6.093670729746275327e+01, 6.773951204957027628e+00
2.098000000000000000e+03, 1.905211735838398113e+01, 7.264857374243631760e+00, 3.260488112232408753e+01, 1.961538217863111910e+01, 2.037723437319086983e+01, 5.219331263960113709e+00, 6.761728820599446799e+00, 6.305001362296685841e+00, 9.935650904081851920e+00, 4.021196495380947766e+01, 1.805906282770790572e+00, 6.119393338449689423e+01, 7.039045949621224096e+00
2.099000000000000000e+03, 1.829531682139698390e+01, 7.416056204096654447e+00, 3.266858929965891889e+01, 1.953970575804415333e+01, 2.029690942234253725e+01, 5.284382238473121163e+00, 6.927677085473784580e+00, 6.241124648636480643e+00, 9.768620391323242558e+00, 4.058321276242296705e+01, 1.967727570648175162e+00, 6.087357092161262528e+01, 7.129847788834576150e+00
2.100000000000000000e+03, 1.807300695159995385e+01, 7.229969907343812174e+00, 3.253733488416971653e+01, 1.959751245180673251e+01, 2.041507370411821043e+01, 5.249967784172858920e+00, 7.024989928907607428e+00, 6.154493945533292987e+00, 9.658244896170176119e+00, 4.060032258974590036e+01, 1.961721304207233674e+00, 6.103525284056500766e+01, 6.931951977576896518e+00
