year, IPSL-CM6A-LR, GFDL-ESM4, NorESM2-LM, CNRM-ESM2-1, EC-Earth3-Veg, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL, NorESM2-MM, TaiESM1, CMCC-CM2-SR5, INM-CM4-8, INM-CM5-0, CanESM5, MIROC-ES2L, CESM2-WACCM
2.077000000000000000e+03, 1.458805080647920249e+01, 1.719854687567109863e+01, 1.545866232178265776e+01, 1.055544476987772562e+01, 1.677080768872322381e+01, 1.009372290872964761e+01, 2.419424739614870035e+01, 1.871131044463250248e+01, 1.471393167891054787e+01, 1.281900341245572150e+01, 1.047901315835467173e+01, 2.293014537120784624e+01, 2.326210155001604463e+01, 1.638778675868182688e+01, 1.603690831305963016e+01, 1.519675207915334347e+01
2.078000000000000000e+03, 1.403424183404666259e+01, 1.656341842861402824e+01, 1.486613056981748748e+01, 1.037368748042666411e+01, 1.664432534163664812e+01, 8.947817018580641601e+00, 2.278691179083093132e+01, 2.061949368106656522e+01, 1.520905529036572901e+01, 1.235083451898524309e+01, 1.023178516624742684e+01, 2.285940801277413215e+01, 2.305039987988527628e+01, 1.861703723710497371e+01, 1.636132292111837927e+01, 1.490341509065831893e+01
2.079000000000000000e+03, 1.564289531055766602e+01, 1.699551737871843216e+01, 1.445114182571863282e+01, 9.584174105966107859e+00, 1.537576461661940463e+01, 1.055558830558537231e+01, 2.200774538609810804e+01, 2.061993897846978996e+01, 1.541531049635963235e+01, 1.257144716091693404e+01, 9.958155292623050769e+00, 2.287648298670397651e+01, 2.251557815785372085e+01, 1.666263517353962698e+01, 1.639247887996452135e+01, 1.472190585561417997e+01
2.080000000000000000e+03, 1.477240477639070626e+01, 1.712342598284482875e+01, 1.386843108477554054e+01, 9.977456267501770171e+00, 1.589210611626694813e+01, 1.198777416918069605e+01, 2.272635103633447784e+01, 2.159558040069325457e+01, 1.500477319580547864e+01, 1.310737217103142882e+01, 1.034919373048082036e+01, 2.291024704781882093e+01, 2.417397143206310517e+01, 1.880355225533838492e+01, 1.623780693425488053e+01, 1.448358939240993060e+01
2.081000000000000000e+03, 1.461857296946734763e+01, 1.656254080395237338e+01, 1.456146898667397593e+01, 9.906664896920515773e+00, 1.772282144352792699e+01, 1.059184416909265281e+01, 2.295323816769456826e+01, 2.047874818722886658e+01, 1.548145592009088389e+01, 1.263038755405040447e+01, 1.104983631580380354e+01, 2.385668836661682946e+01, 2.256846273879605036e+01, 1.728605218877258665e+01, 1.559431153830610128e+01, 1.392498163492238206e+01
2.082000000000000000e+03, 1.442085116016762392e+01, 1.624283025035221684e+01, 1.465054413257923471e+01, 1.093743965139208640e+01, 1.667707579733686174e+01, 1.208541315967860541e+01, 2.347017848042441912e+01, 2.227157921528996098e+01, 1.488673232498252119e+01, 1.170767329914275834e+01, 1.054138623769436833e+01, 2.219287307836327727e+01, 2.341522266991539780e+01, 1.730083403240045214e+01, 1.644429315404277148e+01, 1.500636251381395425e+01
2.083000000000000000e+03, 1.463120470539038287e+01, 1.616135244306134666e+01, 1.462505475391056819e+01, 8.568056449790507401e+00, 1.680707729981612175e+01, 1.038574764523996308e+01, 2.337307739547961205e+01, 2.137791092610117971e+01, 1.484410511214177575e+01, 1.326418671514808523e+01, 1.063205978849839717e+01, 2.267369256688677126e+01, 2.335220404157569618e+01, 2.030259457675795076e+01, 1.650758954910100584e+01, 1.476043519757231870e+01
2.084000000000000000e+03, 1.426313987745845147e+01, 1.651017742817212408e+01, 1.519069405626144764e+01, 9.586256158307991271e+00, 1.583577194114615594e+01, 9.681403905658491738e+00, 2.444221845950217187e+01, 2.132040100588349674e+01, 1.487409059091831054e+01, 1.343998924948754592e+01, 1.029491798939397640e+01, 2.325294242095446862e+01, 2.395662577994050935e+01, 1.856999389124351652e+01, 1.649196504227527527e+01, 1.486370674529774050e+01
2.085000000000000000e+03, 1.401831145889379115e+01, 1.586874141767691349e+01, 1.494606820585673290e+01, 1.029584386919804651e+01, 1.718348581076102022e+01, 1.171553556972163257e+01, 2.262864356095628082e+01, 2.023016764142804291e+01, 1.448914770107286110e+01, 1.239271149007414863e+01, 1.060774171462591653e+01, 2.155871522791050054e+01, 2.314999965717515096e+01, 1.815324137180443032e+01, 1.591522078704309351e+01, 1.500847952482373948e+01
2.086000000000000000e+03, 1.408379565204862871e+01, 1.391268903071079244e+01, 1.558382929010842588e+01, 1.035865525712290847e+01, 1.686026878644304361e+01, 1.092883868624447707e+01, 2.290789633973729522e+01, 2.357676648736639180e+01, 1.441872103722423759e+01, 1.209558265729295456e+01, 1.103869120900757927e+01, 2.207617739921557742e+01, 2.194010208171112097e+01, 1.846950971517977180e+01, 1.593575748892595811e+01, 1.612246964393543180e+01
2.087000000000000000e+03, 1.454124577917474248e+01, 1.384390321745489061e+01, 1.500801318692367481e+01, 9.833239390645109879e+00, 1.723224629116103657e+01, 1.198587346160587863e+01, 2.428538455326062362e+01, 2.275527433415731338e+01, 1.522782328582161249e+01, 1.223972393947607351e+01, 1.110814258744977678e+01, 2.246488858052559578e+01, 2.297663752072356402e+01, 1.793052478699548047e+01, 1.651727819721450174e+01, 1.454860788615214773e+01
2.088000000000000000e+03, 1.504611472146884310e+01, 1.350760607367073618e+01, 1.529325878799414085e+01, 9.774026412396093377e+00, 1.332436486834025224e+01, 1.122149024805738904e+01, 2.372878422506342488e+01, 2.225315890726180257e+01, 1.506011249072262537e+01, 1.318051432810070978e+01, 1.084821918680077246e+01, 2.263388240612398405e+01, 2.199833268210662141e+01, 2.047511530946293590e+01, 1.657827212910707004e+01, 1.490696035421976795e+01
2.089000000000000000e+03, 1.490102440700887421e+01, 1.510875860782452129e+01, 1.371305509992500227e+01, 9.711616471326797395e+00, 1.699266726519935489e+01, 1.063176097625201955e+01, 2.341441330141904231e+01, 2.101125804972585343e+01, 1.510076098111799503e+01, 1.257333792640730863e+01, 1.075580078994107325e+01, 2.360245058603686985e+01, 2.274903970561316768e+01, 1.994363133653238407e+01, 1.609379547219936057e+01, 1.595021652057865325e+01
2.090000000000000000e+03, 1.453985386391229007e+01, 1.435144735285214779e+01, 1.561087955983404640e+01, 9.565606134906870395e+00, 1.724799551189658686e+01, 1.299391444798135886e+01, 2.346022774340103823e+01, 1.947426101991710823e+01, 1.497463229501465420e+01, 1.195938506565023118e+01, 1.098873876633587088e+01, 2.258531937195940031e+01, 2.285539906785303188e+01, 1.850835639535272747e+01, 1.676039959985611816e+01, 1.550309532567083615e+01
2.091000000000000000e+03, 1.427425848340229564e+01, 1.690343358625817061e+01, 1.462761620949362928e+01, 9.761285216772760620e+00, 1.805323185818096121e+01, 1.457294696572397363e+01, 2.373227617044378235e+01, 2.191209606453782754e+01, 1.513794519280787121e+01, 1.255899340593685309e+01, 1.080973345145450537e+01, 2.279623795257608521e+01, 2.180765983019704635e+01, 1.918925414080144520e+01, 1.676389962677544077e+01, 1.484557150624566368e+01
2.092000000000000000e+03, 1.465858512483989173e+01, 1.675167027614976689e+01, 1.521184861072484473e+01, 1.083106270956820438e+01, 1.541542399863381263e+01, 1.136614560803984730e+01, 2.476939127636413218e+01, 2.182118483138401643e+01, 1.495767008681987242e+01, 1.275954945648244099e+01, 1.069459288487201398e+01, 2.240834102989211019e+01, 2.264106476007236424e+01, 1.614134331820967105e+01, 1.663759596630842452e+01, 1.593227195170057264e+01
2.093000000000000000e+03, 1.382340642635084293e+01, 1.523438370696351463e+01, 1.578908643255751265e+01, 9.528348584806211719e+00, 1.525297925866117588e+01, 9.449078675988742404e+00, 2.477949335677876519e+01, 2.290549879995598559e+01, 1.481879651379354002e+01, 1.183198448901466016e+01, 1.130493318782902179e+01, 2.287129770219729963e+01, 2.256449037650536127e+01, 2.051748124877611090e+01, 1.633079411071245346e+01, 1.522760211309587675e+01
2.094000000000000000e+03, 1.444981389800111771e+01, 1.380406247898461025e+01, 1.563050897126421646e+01, 9.374459288698382409e+00, 1.711871928507453333e+01, 9.870170558632567648e+00, 2.388306355079092214e+01, 2.039592059571560512e+01, 1.471306567013803068e+01, 1.253682752267858724e+01, 1.117078082964819252e+01, 2.336542261262779974e+01, 2.339633117457247025e+01, 1.699956489448520713e+01, 1.660774116894785735e+01, 1.551712966245267467e+01
2.095000000000000000e+03, 1.503647485906130221e+01, 1.602292894690368641e+01, 1.598154567264685078e+01, 9.856168861668122005e+00, 1.762904447267672481e+01, 9.887580840315280284e+00, 2.450851476182475608e+01, 2.257921237486317878e+01, 1.479931262435102468e+01, 1.212902441463835146e+01, 1.123463343348563370e+01, 2.270475267538624919e+01, 2.363693474035162012e+01, 2.304332811650902713e+01, 1.668933004027821099e+01, 1.555268925168458338e+01
2.096000000000000000e+03, 1.385951204863271080e+01, 1.482526269305691180e+01, 1.589352058169055404e+01, 9.368203590117481383e+00, 1.634011150381100919e+01, 1.048225969607002384e+01, 2.306700361864293569e+01, 2.279524604371052021e+01, 1.562421462072997613e+01, 1.179496396985115680e+01, 1.085568771832913271e+01, 2.177276300417998200e+01, 2.327146665116305257e+01, 2.020745179076040188e+01, 1.706967242552897090e+01, 1.526938529253072652e+01
2.097000000000000000e+03, 1.395753720588190028e+01, 1.530990238717619611e+01, 1.588379591701503735e+01, 9.621800418025797441e+00, 1.649583567296290099e+01, 8.712847360849920619e+00, 2.450156212170025327e+01, 2.076941003531051066e+01, 1.552055432296361026e+01, 1.201630235543562186e+01, 1.104010646585367716e+01, 2.253463062706191522e+01, 2.294980041973324347e+01, 1.701040575350841877e+01, 1.624143372306854261e+01, 1.615728605055059219e+01
2.098000000000000000e+03, 1.491547046346426519e+01, 1.551286245168699374e+01, 1.553761227384390331e+01, 9.646952852552892921e+00, 1.680507243965350739e+01, 9.626925208569758752e+00, 2.395530060578316167e+01, 2.083423264082978932e+01, 1.571057189970998103e+01, 1.183119215971728977e+01, 1.062415893061386285e+01, 2.261714685177515705e+01, 2.269025545809150302e+01, 1.875413885633519229e+01, 1.662375214486425534e+01, 1.529091680639265682e+01
2.099000000000000000e+03, 1.446892730106860547e+01, 1.642066130321424211e+01, 1.499682175234370796e+01, 9.040668198409846923e+00, 1.767978687440529129e+01, 1.074731814601755708e+01, 2.607331557189391802e+01, 2.172189001529120489e+01, 1.439178524810769844e+01, 1.168116591822507111e+01, 1.113162589200987718e+01, 2.344547693176981085e+01, 2.415755612942753316e+01, 2.139641740029507488e+01, 1.732683741828407520e+01, 1.567264617658454107e+01
2.100000000000000000e+03, 1.271213561272323211e+01, 1.566049670438831853e+01, 1.511585648179135255e+01, 9.931462150079131135e+00, 1.629499816564206327e+01, 1.034625550034372665e+01, 2.471599779871570135e+01, 2.222788495107499429e+01, 1.555002217370286743e+01, 1.233560881237614204e+01, 1.076306260235462453e+01, 2.129006581619148619e+01, 2.298550895081707068e+01, 2.240738793901576287e+01, 1.729865162424039227e+01, 1.588736272565727248e+01
