year, UKESM1-0-LL, EC-Earth3-Veg, TaiESM1, NorESM2-LM, MPI-ESM1-2-LR, CNRM-ESM2-1, IPSL-CM6A-LR, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, CanESM5
2.085000000000000000e+03, 1.564594368753118969e+00, 2.944164325682266270e+00, 2.207394806830332623e+00, 1.944795584572014624e+00, 2.182462899318376781e+00, 1.311153108601033068e+00, 2.515964722388042141e+00, 1.780937215995843204e+00, 2.020534814130976020e+00, 1.480104893625000750e+00, 2.209609739438103126e+00, 1.401362421404570791e+00, 1.711903923814601214e+00, 5.093384528051906557e+00
2.086000000000000000e+03, 1.654613869663063674e+00, 2.662234548118899813e+00, 2.295500799863888552e+00, 2.183358555334347972e+00, 1.936975490085659057e+00, 1.414045941035321441e+00, 2.650954518185853370e+00, 1.512080005626413204e+00, 2.165027921523813514e+00, 1.460863999865833707e+00, 2.486945476313432213e+00, 1.312251086155036273e+00, 1.871549379521577627e+00, 5.175678941204190586e+00
2.087000000000000000e+03, 1.643575359776597633e+00, 2.921394384571107672e+00, 1.735183360430040178e+00, 2.075296415786692883e+00, 1.913209931102663797e+00, 1.606332965278682634e+00, 3.106857303995416153e+00, 1.484669899313964647e+00, 1.963595641408192316e+00, 1.432486259926377459e+00, 2.248260813953619319e+00, 1.327244431248594037e+00, 1.768906269405372100e+00, 5.077300284513415640e+00
2.088000000000000000e+03, 1.606024315967417904e+00, 2.875457047448604087e+00, 1.905348199282163257e+00, 1.923493229635313106e+00, 2.179466875790828428e+00, 1.288184617975730806e+00, 3.391305466993440820e+00, 1.692634320110586454e+00, 1.864285893410095873e+00, 1.375233304794403644e+00, 2.187177680125681256e+00, 1.380607333991014762e+00, 1.704888194798445111e+00, 5.012578137918293208e+00
2.089000000000000000e+03, 1.617022954222744113e+00, 3.186917859231349848e+00, 2.233849683638161832e+00, 2.053373256017464232e+00, 2.169333320791980046e+00, 1.146871239172796653e+00, 3.016998287599578887e+00, 2.175699380006519856e+00, 1.999877977634295201e+00, 1.335370006404544618e+00, 2.145365316075984019e+00, 1.311036687262911116e+00, 1.718411878472068777e+00, 5.192631592880282199e+00
2.090000000000000000e+03, 1.522050368723663505e+00, 2.697172379330038616e+00, 1.890955679296063785e+00, 1.987270427335837475e+00, 1.617375906243369688e+00, 1.336890447263973769e+00, 2.700714965902485165e+00, 1.658233733649482566e+00, 2.061375136151749388e+00, 1.344881446707202777e+00, 1.961617764351815119e+00, 1.263162947923395896e+00, 1.754821626060830919e+00, 5.011043932949001523e+00
2.091000000000000000e+03, 1.661548038804987470e+00, 2.870851426986307242e+00, 2.161563780569188520e+00, 2.079978945441305349e+00, 2.680033203824785826e+00, 1.630821417275484242e+00, 3.061858182233017978e+00, 2.332129359075129749e+00, 1.985388469520898980e+00, 1.442705507516357732e+00, 2.256985263182166968e+00, 1.296675342850868828e+00, 1.793614179561462851e+00, 4.908611320993346183e+00
2.092000000000000000e+03, 1.937179313402640712e+00, 3.127384127871467356e+00, 1.808799151437042951e+00, 1.901633398531943131e+00, 2.491888473975805152e+00, 1.652346748430685297e+00, 3.184667783522209916e+00, 2.258396882087062796e+00, 1.953603604273131289e+00, 1.513635551554145309e+00, 2.461313854521259614e+00, 1.565063940200438042e+00, 1.703158400823010288e+00, 4.827650575814152134e+00
2.093000000000000000e+03, 1.852693035983738801e+00, 3.366381062129548241e+00, 1.641759450693092148e+00, 1.959071489850013004e+00, 2.469604222785747538e+00, 1.508318499488820574e+00, 2.926735032359346178e+00, 1.549869344963537676e+00, 2.055257653596901157e+00, 1.524333737903347474e+00, 2.042212128742682431e+00, 1.695160819411917430e+00, 1.818583928001623162e+00, 5.165158354851360656e+00
2.094000000000000000e+03, 1.788280279973121445e+00, 3.083287806141552956e+00, 2.058358590122726817e+00, 2.341184490469479851e+00, 2.121399293515855877e+00, 1.250411512147697968e+00, 2.634650178795260977e+00, 1.783487705888901598e+00, 1.904848677801448620e+00, 1.529864965006071609e+00, 2.196518807499657111e+00, 1.643853776968343672e+00, 1.782422851533262298e+00, 4.831449650018587505e+00
2.095000000000000000e+03, 1.762829456047676491e+00, 2.826381847135815750e+00, 2.595626820309804739e+00, 2.264554528626927965e+00, 2.506634288755652307e+00, 1.435542254711345889e+00, 3.062860324935764211e+00, 1.950473429421735183e+00, 2.040761012886767922e+00, 1.462292075740883712e+00, 2.157479701497712288e+00, 1.750715379816252026e+00, 1.731181802714512941e+00, 5.615377153313112935e+00
2.096000000000000000e+03, 1.865925499360671536e+00, 2.941292368338058516e+00, 1.890506001989687768e+00, 1.888078354371008016e+00, 2.623210659828326019e+00, 1.374082632843177887e+00, 3.308835285000093052e+00, 1.672148212932274891e+00, 2.067999876080214960e+00, 1.429311446366186900e+00, 2.610536840476759046e+00, 1.684321265208848617e+00, 1.701865840960954834e+00, 5.235340316818120954e+00
2.097000000000000000e+03, 1.910954886651060836e+00, 3.000302338832624205e+00, 1.922958912422381594e+00, 2.248877450631445285e+00, 2.278330138750443101e+00, 1.308515324389467827e+00, 2.877827829819379346e+00, 1.739973598449790826e+00, 1.967166773538219893e+00, 1.412545320560755213e+00, 2.534389033137853797e+00, 1.635184114196721161e+00, 1.849740761402985045e+00, 5.626360227631679756e+00
2.098000000000000000e+03, 1.793496601966316550e+00, 2.925744246079006849e+00, 2.139287533303717126e+00, 1.919313017655221332e+00, 2.410830421748888508e+00, 1.297550864217065891e+00, 2.875551355242346396e+00, 2.081878600555709724e+00, 1.994416810774386262e+00, 1.326173558088909132e+00, 2.212879112714943197e+00, 1.508627475731767253e+00, 1.847543728114728889e+00, 5.014347328062373599e+00
2.099000000000000000e+03, 1.739122522053123898e+00, 2.785597570774641429e+00, 2.204734943282232074e+00, 1.894986584666709994e+00, 3.001517655156888509e+00, 1.563389399098080279e+00, 2.886053481996106562e+00, 2.141247278018623135e+00, 1.835411329403898284e+00, 1.330676858103746030e+00, 2.247918449701068688e+00, 1.380015938510899431e+00, 1.884044628628070317e+00, 5.180799166550033696e+00
2.100000000000000000e+03, 1.864585843745573346e+00, 3.020149236070512888e+00, 1.699779839019443184e+00, 1.998399626171908139e+00, 2.521005677144211088e+00, 1.219640819774740148e+00, 2.833031486524217879e+00, 1.969005381062877147e+00, 1.814203401466739862e+00, 1.266441278358379163e+00, 2.092275361034621195e+00, 1.317278376322292832e+00, 1.853105516107411477e+00, 5.442481101133457067e+00
