year, INM-CM5-0, NorESM2-LM, INM-CM4-8, CNRM-ESM2-1, EC-Earth3-Veg, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, CanESM5, TaiESM1, IPSL-CM6A-LR, MIROC-ES2L, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-MM
2.077000000000000000e+03, 2.966116533017490724e+02, 2.977413732153601131e+02, 2.968145759431859574e+02, 2.983781460546886137e+02, 2.975209370241103102e+02, 2.976064269786024283e+02, 2.984910842043686330e+02, 2.997008322434087404e+02, 3.000208515149383857e+02, 2.995474395673477943e+02, 2.972631377282488074e+02, 2.986788421653932915e+02, 2.977654078058959612e+02, 2.970033003106514116e+02, 2.995120250904108730e+02, 2.971018186752903603e+02
2.078000000000000000e+03, 2.965330002957335296e+02, 2.974291375724311592e+02, 2.967598724861268238e+02, 2.977398328182813430e+02, 2.981949043537578632e+02, 2.982522190859854732e+02, 2.983100076726976795e+02, 2.988639187974707170e+02, 3.001699118568180893e+02, 2.997572743823619135e+02, 2.970101065887047298e+02, 2.983914898609423858e+02, 2.979676751088803144e+02, 2.977422016340615301e+02, 2.993193252575514407e+02, 2.963797971113430094e+02
2.079000000000000000e+03, 2.967767537051935847e+02, 2.981542086482105560e+02, 2.967016567639602158e+02, 2.982606900135155001e+02, 2.987498567466223562e+02, 2.984741269977773186e+02, 2.990814202965344180e+02, 2.974369035593070976e+02, 3.006473776171839063e+02, 3.000461818622285932e+02, 2.976120597979817148e+02, 2.990271818447870942e+02, 2.980418613047817189e+02, 2.964156432680263151e+02, 2.985788723368252136e+02, 2.966755024849749134e+02
2.080000000000000000e+03, 2.967002232405427549e+02, 2.986629171169969368e+02, 2.962891911658928166e+02, 2.985620655776029935e+02, 2.988901081402191267e+02, 2.987617565450230472e+02, 2.981838029682910474e+02, 2.987045969024233045e+02, 3.000600956967819002e+02, 3.002477449055472221e+02, 2.967998116474412882e+02, 2.998219852149586018e+02, 2.980682779074706445e+02, 2.978901909071253726e+02, 2.991749088082370918e+02, 2.978589947117420706e+02
2.081000000000000000e+03, 2.962497144844845138e+02, 2.984045189522847181e+02, 2.970907277921053833e+02, 2.989254227380131397e+02, 2.975275424843419501e+02, 2.990032368729285963e+02, 2.988116709697357578e+02, 2.990990581503457406e+02, 3.009036481721532823e+02, 2.998743193781364766e+02, 2.970895392701015112e+02, 3.000027042725288879e+02, 2.987439484387542166e+02, 2.985458665474545228e+02, 2.992981943703959473e+02, 2.976398157327607805e+02
2.082000000000000000e+03, 2.956970633627578877e+02, 2.978373942950489663e+02, 2.972374294149694265e+02, 2.989139844607973373e+02, 2.983502373416649789e+02, 2.982905636386186643e+02, 2.981519470825883786e+02, 2.986386390286849633e+02, 3.008854154584720391e+02, 2.995681793684406671e+02, 2.976445407616720900e+02, 2.994910432345945992e+02, 2.986934562630555092e+02, 2.981351825984299353e+02, 2.987979149362490148e+02, 2.974638438307087540e+02
2.083000000000000000e+03, 2.965014500355085829e+02, 2.984273457235842670e+02, 2.968578128374591643e+02, 2.999442662831330040e+02, 2.982616013973523081e+02, 2.974977191122317208e+02, 2.988301796275807760e+02, 2.997982707060543248e+02, 2.999177606220347343e+02, 2.990253590011488996e+02, 2.979322210082368088e+02, 2.998088421314159859e+02, 2.982340359543005661e+02, 2.976360458229702317e+02, 2.991231278716165889e+02, 2.977979314843958605e+02
2.084000000000000000e+03, 2.960519460434629764e+02, 2.985657051669458042e+02, 2.969915858116268623e+02, 2.992412644230090564e+02, 2.998439042846235907e+02, 2.982401951333998227e+02, 2.988647550220586595e+02, 2.987799702901668866e+02, 3.002518904389082763e+02, 2.989641320354752452e+02, 2.976475869420927438e+02, 2.998256711459367807e+02, 2.981389022230633259e+02, 2.977642019078738826e+02, 3.001295941634447217e+02, 2.974836728396506373e+02
2.085000000000000000e+03, 2.963410222102322678e+02, 2.980739274134001562e+02, 2.970391367295001146e+02, 2.993638263559229813e+02, 2.985982419799757395e+02, 2.992821355867838520e+02, 2.991918763756887074e+02, 2.995059865246751656e+02, 3.006256484741634267e+02, 2.996363578225673905e+02, 2.982341690847999871e+02, 3.001352479971733374e+02, 2.980348106003798989e+02, 2.979548189248714039e+02, 2.995013270229838440e+02, 2.976650515643694916e+02
2.086000000000000000e+03, 2.969798637241163988e+02, 2.976120662689065171e+02, 2.972821074686204383e+02, 2.994880527335234319e+02, 2.978924881673871710e+02, 2.998746605504787226e+02, 2.984954108711820027e+02, 2.994670599171921594e+02, 2.998638948174908592e+02, 3.003757948596035590e+02, 2.977669415709710847e+02, 2.993707423901444145e+02, 2.992162402418807119e+02, 2.981016814209995687e+02, 2.994218832560896999e+02, 2.971464924885379446e+02
2.087000000000000000e+03, 2.962698575867628961e+02, 2.976802374549070578e+02, 2.970138985796097586e+02, 2.991691787847409501e+02, 2.994748860425532939e+02, 2.979301753247113993e+02, 2.986712261525604504e+02, 3.003612389575625912e+02, 3.006168802478430848e+02, 2.996914375019384806e+02, 2.971249680957208739e+02, 2.989133798580583630e+02, 2.991478869722421905e+02, 2.981155028059783376e+02, 2.994595914896452200e+02, 2.974961958451311830e+02
2.088000000000000000e+03, 2.963398170309322381e+02, 2.989166408891824176e+02, 2.972864150869650643e+02, 2.999173337595633484e+02, 2.997383347590014182e+02, 2.973640638242572436e+02, 2.989978082429294659e+02, 3.006219674500595715e+02, 3.007227336648581399e+02, 2.994654481303893476e+02, 2.974968088816921750e+02, 3.000736573698462166e+02, 2.982431134156095140e+02, 2.984659520743776966e+02, 2.999415143501365719e+02, 2.976615627722030695e+02
2.089000000000000000e+03, 2.965290195993146654e+02, 2.986181588210024529e+02, 2.968518656675579450e+02, 3.001603408129572017e+02, 2.990243489021351593e+02, 2.982420980217184479e+02, 2.996469295318424884e+02, 2.988964647301447712e+02, 3.001217378063618639e+02, 2.999386406740995881e+02, 2.984378149319705926e+02, 3.003747610394946150e+02, 2.982593655841790223e+02, 2.984790272149024304e+02, 3.006713989338828696e+02, 2.984171117087607286e+02
2.090000000000000000e+03, 2.963915070229608659e+02, 2.982447941496481008e+02, 2.973527904189750188e+02, 2.997227377291517882e+02, 2.973224899648894279e+02, 2.999375519246964927e+02, 2.994589333876803607e+02, 2.999726707592195680e+02, 3.011889420395918933e+02, 2.997415223899532180e+02, 2.984334441153036437e+02, 2.999207278542709219e+02, 2.995331537216237052e+02, 2.987258384339459667e+02, 2.994912077452315202e+02, 2.978784492191431355e+02
2.091000000000000000e+03, 2.972615704623786428e+02, 2.982122581588566845e+02, 2.978253064040304139e+02, 2.990106522356127812e+02, 2.987392408478876291e+02, 3.001362392337121037e+02, 2.992653357959977143e+02, 2.999206328127820598e+02, 3.013633722549312779e+02, 3.012655230469243861e+02, 2.973658525938061530e+02, 2.998711680087644709e+02, 2.985740334481812965e+02, 2.983842442764042175e+02, 2.989483194870820739e+02, 2.973232944878395756e+02
2.092000000000000000e+03, 2.967013274747906166e+02, 2.989614949923039262e+02, 2.975658833363733606e+02, 2.989717345251069673e+02, 2.986234780162874358e+02, 2.993166701582355813e+02, 2.992583687841823803e+02, 2.989854816962190398e+02, 3.018404240253321404e+02, 3.004128111112174224e+02, 2.979518419505769202e+02, 2.994059673074721104e+02, 2.978908557791287990e+02, 2.977181042825098416e+02, 2.994279596440106275e+02, 2.976688902661863949e+02
2.093000000000000000e+03, 2.963883321770047132e+02, 2.987880718117114611e+02, 2.970437946838573566e+02, 2.995808523764329721e+02, 3.002581517056096345e+02, 2.979587992101898521e+02, 2.993426717068361427e+02, 2.998513348311214486e+02, 3.017172708253036717e+02, 2.992843523625890043e+02, 2.983767595493516183e+02, 2.999873754064747118e+02, 2.979878647149604944e+02, 2.985062441247460470e+02, 2.998758753735077107e+02, 2.975126187710770864e+02
2.094000000000000000e+03, 2.965648005814060753e+02, 2.983953057505161723e+02, 2.976415875924644752e+02, 3.002928380625219802e+02, 2.996382489718422448e+02, 2.981696324791831785e+02, 2.993553242944266799e+02, 2.999645974216145987e+02, 3.013757257675791266e+02, 2.997107261983315993e+02, 2.989199999352752002e+02, 2.991539993672905666e+02, 2.989275702987458772e+02, 2.987420950989964581e+02, 3.005167217952691203e+02, 2.981900277463328734e+02
2.095000000000000000e+03, 2.967476372983161355e+02, 2.978833269548290446e+02, 2.972402190550023420e+02, 2.996685434758332462e+02, 2.996235060258075009e+02, 2.989288950434731191e+02, 2.997203300056160629e+02, 3.001487176665054903e+02, 3.004538988078431316e+02, 3.005246435911271305e+02, 2.976569884725493012e+02, 2.994377884207120246e+02, 2.990263058281852295e+02, 2.980453724837244067e+02, 3.003212418447841969e+02, 2.982819768308488619e+02
2.096000000000000000e+03, 2.967699062064773443e+02, 2.995862667978255445e+02, 2.969155292187822965e+02, 3.001518635299539142e+02, 2.996328608734871182e+02, 2.997855742406093782e+02, 2.990979646823744247e+02, 3.000618434848272500e+02, 3.009058699073451066e+02, 3.009612257641456949e+02, 2.984264503683356224e+02, 2.995583942418270453e+02, 2.986321272269292990e+02, 2.984444673601467457e+02, 2.997956180519213376e+02, 2.978238079448497615e+02
2.097000000000000000e+03, 2.965800849956968364e+02, 2.991315685250243632e+02, 2.966516802088627287e+02, 3.005682260944847144e+02, 3.002684589914346134e+02, 2.994725639457622037e+02, 2.994212134010322757e+02, 2.997575747580308416e+02, 3.008124924839804635e+02, 2.998773764733816165e+02, 2.988820226679517305e+02, 3.002350211711363954e+02, 2.992772759755210359e+02, 2.986222028503340766e+02, 3.007722346224668968e+02, 2.978053064993588919e+02
2.098000000000000000e+03, 2.969306733867866797e+02, 2.988347645941144606e+02, 2.966026089249831443e+02, 3.001423853951013143e+02, 2.993511549159931633e+02, 2.993615722917121502e+02, 2.998491111752111919e+02, 3.005005373820256409e+02, 3.017525436828046850e+02, 3.011289778745434660e+02, 2.983435160596875448e+02, 2.997235798284996804e+02, 2.995834879776011235e+02, 2.991663455971218468e+02, 3.009889150354720186e+02, 2.983952025979417044e+02
2.099000000000000000e+03, 2.969012945820551863e+02, 2.987925991736215110e+02, 2.972456002749190702e+02, 2.997002371790961774e+02, 2.988694306364909039e+02, 2.997177603481612778e+02, 2.998731788168648222e+02, 2.990189988332447228e+02, 3.026726896126929773e+02, 3.020836416827323774e+02, 2.986340668762998689e+02, 2.988892548630147985e+02, 2.987473254101929001e+02, 2.989506787693408114e+02, 3.004042022779827334e+02, 2.985061712961777403e+02
2.100000000000000000e+03, 2.976496540195626039e+02, 2.993284656734832652e+02, 2.981591516436994311e+02, 3.004514982981611979e+02, 2.994210801452933879e+02, 2.997374396302946593e+02, 3.007104353019901737e+02, 3.002203785345633946e+02, 3.011477538600302637e+02, 3.010507065114493344e+02, 2.990239256242153942e+02, 2.994970839003432843e+02, 2.985690894063167775e+02, 2.991638903887242122e+02, 3.001748748284604744e+02, 2.986412295196424793e+02
