year, EC-Earth3-Veg, CMCC-CM2-SR5, CanESM5, TaiESM1, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, ACCESS-ESM1-5, NorESM2-LM
2.090000000000000000e+03, 3.714889202468118867e+01, 5.236056855829165357e+01, 6.683519945787597294e+01, 1.989567555047316105e+01, 2.551900644766056914e+01, 4.197941023250517389e+01, 2.700740408680664828e+01, 2.450771292666765433e+01, 1.629919208682994736e+01, 2.757823411740709929e+01, 4.981766418048507461e+01, 2.798071889245577282e+01, 2.708866992968649257e+01
2.091000000000000000e+03, 3.715010541562168811e+01, 5.250002498663778994e+01, 6.688938425702028212e+01, 2.002003539875740046e+01, 2.548448227399564914e+01, 4.183385510534615292e+01, 2.703921940979832428e+01, 2.440930212417947587e+01, 1.627755977086900074e+01, 2.762782860343349256e+01, 4.973005153473382478e+01, 2.793954303366386327e+01, 2.709290663849259673e+01
2.092000000000000000e+03, 3.722972224846510159e+01, 5.248757616991771613e+01, 6.694258652743903326e+01, 2.000932705431298686e+01, 2.554720402095836818e+01, 4.202277485746082419e+01, 2.693817570621660806e+01, 2.458844752425898506e+01, 1.629885707197014710e+01, 2.760859181589681910e+01, 4.967268001758769458e+01, 2.797343694766160738e+01, 2.712696800446696344e+01
2.093000000000000000e+03, 3.730127048872914486e+01, 5.242125018963695027e+01, 6.701168696879143738e+01, 1.960656392616209232e+01, 2.552958800104081050e+01, 4.225548660176691840e+01, 2.698017621597915650e+01, 2.483299592643870213e+01, 1.632508276310844408e+01, 2.760007017894779580e+01, 4.967639168550488904e+01, 2.799430323071307214e+01, 2.715998436744672517e+01
2.094000000000000000e+03, 3.730085156792389256e+01, 5.224391568889818416e+01, 6.703997606276497834e+01, 1.952702650096154713e+01, 2.547525899971400065e+01, 4.237074945062308018e+01, 2.707531051355186591e+01, 2.503070829846624079e+01, 1.640445104539685417e+01, 2.767680874087862364e+01, 4.969155446592066738e+01, 2.798339728618537592e+01, 2.713602970240833656e+01
2.095000000000000000e+03, 3.725808515296041179e+01, 5.229684072628469949e+01, 6.712500311523974972e+01, 1.991886052839136312e+01, 2.543980690928630395e+01, 4.231951238976921559e+01, 2.716257163400637609e+01, 2.509653125689056452e+01, 1.641871538921089879e+01, 2.773389743153598275e+01, 4.967267699188737851e+01, 2.792759639865041876e+01, 2.706510518828104850e+01
2.096000000000000000e+03, 3.722679494094685992e+01, 5.247771237060859306e+01, 6.723625011971924437e+01, 1.987356744508592854e+01, 2.548010568767480422e+01, 4.253340603496698691e+01, 2.719483052789908584e+01, 2.515499359611726504e+01, 1.641986773144865097e+01, 2.771931951492465629e+01, 4.967568358510565218e+01, 2.785919595513226099e+01, 2.712142427527464150e+01
2.097000000000000000e+03, 3.718408332001863670e+01, 5.255766899427137417e+01, 6.736441834117326266e+01, 1.980712900194495774e+01, 2.546867505691231059e+01, 4.258020571751730898e+01, 2.717561634603767828e+01, 2.528890057598792751e+01, 1.642673000398642102e+01, 2.763941211119719910e+01, 4.966009847632093965e+01, 2.780001029198496099e+01, 2.720449531310987723e+01
2.098000000000000000e+03, 3.716818422803026323e+01, 5.258611276363818376e+01, 6.745134778490562155e+01, 1.978379206236134280e+01, 2.539347502480380925e+01, 4.265115432601749745e+01, 2.717822823274792654e+01, 2.539816344298954576e+01, 1.646317893753872852e+01, 2.767988146873003075e+01, 4.963466916206855473e+01, 2.771591553076369507e+01, 2.721105493712357415e+01
2.099000000000000000e+03, 3.713907994364846132e+01, 5.260151216405607499e+01, 6.749405376502480181e+01, 2.003492711580489072e+01, 2.537957449897186279e+01, 4.253051436971873045e+01, 2.711790491972013228e+01, 2.544530389755999167e+01, 1.656781463930960641e+01, 2.780389976211976588e+01, 4.961568199507668453e+01, 2.762081043072879538e+01, 2.722526611495876381e+01
2.100000000000000000e+03, 3.717988208364611324e+01, 5.262536734588776710e+01, 6.764035706091225109e+01, 1.987801908903453096e+01, 2.534229289549577047e+01, 4.250328207706139949e+01, 2.713320101578847243e+01, 2.559337362777284497e+01, 1.668803253685691956e+01, 2.785805543380716287e+01, 4.956958276664447283e+01, 2.752785057344682684e+01, 2.727529371238471967e+01
