year, NorESM2-LM, ACCESS-ESM1-5, CESM2-WACCM, NorESM2-MM, TaiESM1, CanESM5, CMCC-CM2-SR5, EC-Earth3-Veg, GFDL-ESM4, UKESM1-0-LL, IPSL-CM6A-LR, INM-CM5-0, INM-CM4-8, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1
2.077000000000000000e+03, 2.712727603015835030e+02, 2.718873209026189670e+02, 2.717635715018615201e+02, 2.689489171988575436e+02, 2.721567909842721633e+02, 2.757799840311706134e+02, 2.731098555406401829e+02, 2.712993223519879393e+02, 2.703335430503162797e+02, 2.719581033463953759e+02, 2.730180262424878492e+02, 2.705235557306776286e+02, 2.693820946073407185e+02, 2.700721633787292717e+02, 2.731574117018814150e+02, 2.731370010493570248e+02
2.078000000000000000e+03, 2.712624985457146067e+02, 2.722614405357327882e+02, 2.718929845850427682e+02, 2.695551147752578345e+02, 2.710916409782480514e+02, 2.756085254984298558e+02, 2.729765103361895626e+02, 2.708393988850118603e+02, 2.702646131908888378e+02, 2.727046960105512881e+02, 2.732576938322200135e+02, 2.706736992072491716e+02, 2.695845597773851523e+02, 2.716699177233132900e+02, 2.729723705929285416e+02, 2.719264531582366544e+02
2.079000000000000000e+03, 2.721632268408134223e+02, 2.732516538900157457e+02, 2.715724668843270706e+02, 2.692538753352777690e+02, 2.707470441131412713e+02, 2.759465041403560690e+02, 2.728573559266247344e+02, 2.716723361887541728e+02, 2.708526063235374295e+02, 2.724868474384470574e+02, 2.740658492499393901e+02, 2.702208675608745807e+02, 2.701156151329716408e+02, 2.705642412860179320e+02, 2.729264496197143899e+02, 2.724340071951100413e+02
2.080000000000000000e+03, 2.725171369888580557e+02, 2.725288543868333022e+02, 2.717788143364143139e+02, 2.690220249047452512e+02, 2.709239791189525022e+02, 2.753414441379978825e+02, 2.735908294809346444e+02, 2.709297903435905255e+02, 2.704152549264481991e+02, 2.721739583593737848e+02, 2.733863190057678025e+02, 2.702722117301065055e+02, 2.702470015906068284e+02, 2.715948572623115069e+02, 2.732925539617564823e+02, 2.725546104557553235e+02
2.081000000000000000e+03, 2.712517142777621757e+02, 2.726536820082964141e+02, 2.722088036513228531e+02, 2.696922526654369676e+02, 2.715351447147947965e+02, 2.752961627843929477e+02, 2.738250434944387166e+02, 2.713786579297461117e+02, 2.708950170407905489e+02, 2.728070869473661446e+02, 2.731190860042038366e+02, 2.708406303994879067e+02, 2.696436350123090051e+02, 2.707580302091103590e+02, 2.732403216690227623e+02, 2.729620943703047260e+02
2.082000000000000000e+03, 2.720198068518784567e+02, 2.723672090466105260e+02, 2.727947601083122890e+02, 2.701134113409946735e+02, 2.713773100091075889e+02, 2.753493080972755820e+02, 2.737737207514438751e+02, 2.715786491155177487e+02, 2.715230327743302041e+02, 2.724489137991900520e+02, 2.739645947402246975e+02, 2.710195920711781810e+02, 2.701485276776732576e+02, 2.715707653120022087e+02, 2.735174624304416398e+02, 2.729643783921388831e+02
2.083000000000000000e+03, 2.719989355092108099e+02, 2.731426314336162591e+02, 2.722158504943573121e+02, 2.702677406195720664e+02, 2.706623315336121891e+02, 2.757349207303449248e+02, 2.739896774921767815e+02, 2.720077921824399141e+02, 2.716524096478638626e+02, 2.728752921510784972e+02, 2.742172681679833204e+02, 2.704405033207312954e+02, 2.706448190122551409e+02, 2.714954614742705417e+02, 2.732346256469537025e+02, 2.729007508088498639e+02
2.084000000000000000e+03, 2.720437210657984792e+02, 2.734065141915528443e+02, 2.725616221344272958e+02, 2.706479610669076692e+02, 2.717999603192128006e+02, 2.765956082442452839e+02, 2.741344275466926774e+02, 2.724805634069739426e+02, 2.709483413055313576e+02, 2.732232631858292393e+02, 2.735679456506408656e+02, 2.713083827280754008e+02, 2.698882231890500520e+02, 2.714003863609117957e+02, 2.734530943785429145e+02, 2.735346813409711331e+02
2.085000000000000000e+03, 2.730768900390357885e+02, 2.736542181483723084e+02, 2.718553317523338819e+02, 2.705544932392940041e+02, 2.719413835728653908e+02, 2.761474090128099306e+02, 2.740442044422987919e+02, 2.717172106522990589e+02, 2.711214571334652419e+02, 2.739346054695387238e+02, 2.740690851652749416e+02, 2.709063742291412495e+02, 2.697553384458631740e+02, 2.717156934452165729e+02, 2.737177975675514290e+02, 2.733844826029549608e+02
2.086000000000000000e+03, 2.720310903981181241e+02, 2.735571188065672459e+02, 2.728853777892458083e+02, 2.704842996848723260e+02, 2.719520621837710905e+02, 2.762010502632815019e+02, 2.742425280079646654e+02, 2.723463200941726541e+02, 2.711333091102948742e+02, 2.738894310729652943e+02, 2.741113596335651437e+02, 2.710894032131923268e+02, 2.704217871276605365e+02, 2.716531484509168308e+02, 2.737761860554420537e+02, 2.731660404949706731e+02
2.087000000000000000e+03, 2.725397140882399185e+02, 2.735921108528683021e+02, 2.725718548609816025e+02, 2.699189214891391089e+02, 2.716764480252945191e+02, 2.766010452398063535e+02, 2.736583057284254323e+02, 2.731859763105331922e+02, 2.710642725020142620e+02, 2.736003371581404053e+02, 2.739720427314261997e+02, 2.712067328574570411e+02, 2.699268949799904362e+02, 2.717843949494272806e+02, 2.734286167913975305e+02, 2.735364293638857589e+02
2.088000000000000000e+03, 2.732228441509008121e+02, 2.733127081321757714e+02, 2.731263339462605586e+02, 2.708207708007345786e+02, 2.720390400556968302e+02, 2.764510835143275926e+02, 2.738274322321606746e+02, 2.728442158061223495e+02, 2.714819690440742761e+02, 2.735276704898051889e+02, 2.739060199310582107e+02, 2.716202129746283163e+02, 2.698602078176852501e+02, 2.713816153469346659e+02, 2.738774836822253178e+02, 2.727653706850003914e+02
2.089000000000000000e+03, 2.729699062308812927e+02, 2.737182587534189793e+02, 2.716376938573263828e+02, 2.711237879214190230e+02, 2.721990524753111345e+02, 2.766361525523581122e+02, 2.744438126287781188e+02, 2.728167359968179539e+02, 2.713615039924035841e+02, 2.742023806756014324e+02, 2.742419939925864583e+02, 2.715861906963704087e+02, 2.705509814455754167e+02, 2.714676913324163365e+02, 2.744826248861909335e+02, 2.734734117190421898e+02
2.090000000000000000e+03, 2.724859520597809137e+02, 2.733413724561813183e+02, 2.728946517223560591e+02, 2.714333794068149928e+02, 2.729635640358954447e+02, 2.768350927425070722e+02, 2.740735036735695189e+02, 2.718373976849512133e+02, 2.711807689263893622e+02, 2.744696366311852671e+02, 2.748379922747182036e+02, 2.715505210889330101e+02, 2.703707542685046405e+02, 2.716890346094834854e+02, 2.747122820265195173e+02, 2.730458361655146859e+02
2.091000000000000000e+03, 2.720416428193395291e+02, 2.736876995284260943e+02, 2.734287389812029119e+02, 2.704757553622125101e+02, 2.726709286038710616e+02, 2.771110421816199505e+02, 2.741145355998223749e+02, 2.719226443624653484e+02, 2.711940580636533014e+02, 2.743325826252514048e+02, 2.752026689317089563e+02, 2.713106890229450414e+02, 2.704872761177809934e+02, 2.717898762530763861e+02, 2.740379959921502859e+02, 2.725709113068911620e+02
2.092000000000000000e+03, 2.726687099310241820e+02, 2.738525367405682118e+02, 2.728497269267048182e+02, 2.702228524072184541e+02, 2.721899005017566537e+02, 2.766987950561371008e+02, 2.738912927824283088e+02, 2.730949207000597312e+02, 2.713983613057668549e+02, 2.749439702363235369e+02, 2.750758007894341404e+02, 2.710784598840993453e+02, 2.706161113453039206e+02, 2.715447729761187929e+02, 2.737772982146060485e+02, 2.741329707981768138e+02
2.093000000000000000e+03, 2.715176974752221781e+02, 2.738990970434294354e+02, 2.729631841939586820e+02, 2.713336338728447572e+02, 2.733031935910331640e+02, 2.770682857956257408e+02, 2.743486669751509339e+02, 2.734436103251225063e+02, 2.718125219414133085e+02, 2.745936564016793682e+02, 2.758466763256894296e+02, 2.708865584303987930e+02, 2.708054533401071922e+02, 2.714887967162341624e+02, 2.742405926041751627e+02, 2.744971611230982376e+02
2.094000000000000000e+03, 2.724549026979994437e+02, 2.741021571439733293e+02, 2.732279989798600468e+02, 2.708862081147571530e+02, 2.738451980206707503e+02, 2.772239601369813613e+02, 2.746683210160119870e+02, 2.734340682760064283e+02, 2.717713203879637831e+02, 2.755429406099077596e+02, 2.758562143442244974e+02, 2.710614978917736266e+02, 2.705176706071438275e+02, 2.719859847870913541e+02, 2.744272351655833404e+02, 2.740889319248166771e+02
2.095000000000000000e+03, 2.721697843084202759e+02, 2.739131899909052095e+02, 2.740976386264695748e+02, 2.710469884835878815e+02, 2.729732489454567599e+02, 2.766911889993388627e+02, 2.747140465075906945e+02, 2.728930533789571200e+02, 2.718517002752255962e+02, 2.751918079570501163e+02, 2.757880285143816650e+02, 2.710327179066926533e+02, 2.702163679095123143e+02, 2.719776321159995405e+02, 2.741650926505630537e+02, 2.743362095390867239e+02
2.096000000000000000e+03, 2.720241041934652344e+02, 2.741141347358839084e+02, 2.731575901593167828e+02, 2.706991303657224535e+02, 2.724653951976485473e+02, 2.766532813545346130e+02, 2.747796834669905479e+02, 2.736062002238037394e+02, 2.719850476474259153e+02, 2.755950001452259812e+02, 2.760837028440690801e+02, 2.713725217608387084e+02, 2.710283122581002999e+02, 2.722188356932234683e+02, 2.745409541427677595e+02, 2.748623876614097981e+02
2.097000000000000000e+03, 2.726893602985390430e+02, 2.745036905168193471e+02, 2.733397347501185664e+02, 2.713421582597160864e+02, 2.731543764528124711e+02, 2.767881614288575065e+02, 2.752989472069891121e+02, 2.733967666234490821e+02, 2.716797821761317664e+02, 2.758053939400398349e+02, 2.761132313313535178e+02, 2.712177651937782343e+02, 2.705642618160366055e+02, 2.722722894673029828e+02, 2.749134379123341319e+02, 2.739593811933135044e+02
2.098000000000000000e+03, 2.729710897004684398e+02, 2.741015018837647972e+02, 2.738678647967878987e+02, 2.712799303786895280e+02, 2.737803888934981842e+02, 2.773813080706768801e+02, 2.747795003127199607e+02, 2.730928145870377080e+02, 2.709351303897096273e+02, 2.758079605649044765e+02, 2.764935321201401734e+02, 2.714033731545377464e+02, 2.713892796286933731e+02, 2.716094863259468752e+02, 2.743481212915188507e+02, 2.746257796208843729e+02
2.099000000000000000e+03, 2.730648377551791555e+02, 2.744118655800471629e+02, 2.730993176020733699e+02, 2.718504719354643839e+02, 2.732982953449979391e+02, 2.777284584286402946e+02, 2.749467381099191812e+02, 2.731492725669035053e+02, 2.715564625794639255e+02, 2.757591683474543061e+02, 2.758277091617281940e+02, 2.709712875666018590e+02, 2.707230448881621783e+02, 2.719335849697042136e+02, 2.737043517468721916e+02, 2.739759639682039847e+02
2.100000000000000000e+03, 2.726013541532017257e+02, 2.748709188079072874e+02, 2.736213251881208066e+02, 2.721136561236075977e+02, 2.738133280019591780e+02, 2.784248396160974721e+02, 2.753316463021957929e+02, 2.733752802159024782e+02, 2.718245921940681455e+02, 2.761216416416248762e+02, 2.760437927884886449e+02, 2.715940592565278848e+02, 2.703919394600149531e+02, 2.716471467253996934e+02, 2.741441835037038572e+02, 2.737979801276236458e+02
