year, CanESM5, TaiESM1, NorESM2-MM, INM-CM4-8, UKESM1-0-LL, INM-CM5-0, IPSL-CM6A-LR, ACCESS-ESM1-5, NorESM2-LM, CNRM-ESM2-1, EC-Earth3-Veg, CESM2-WACCM, GFDL-ESM4, MIROC-ES2L, CMCC-CM2-SR5, MPI-ESM1-2-LR
2.077000000000000000e+03, 1.256508952045383376e+00, 1.811602985641896368e-01, 2.906320650294874630e-01, 5.845650207427498524e-01, 5.742239019403374556e-01, 2.945960834029991426e-01, 7.084224832406003092e-01, 1.824037345036788882e-01, 2.499579779632778720e-01, 1.610383133660121979e+00, 7.089939229956160327e-01, 7.568988156893430123e-03, 9.485765979163220951e-01, 1.244959967690724811e+00, 2.325106369609841045e-02, 1.277538855166373555e-01
2.078000000000000000e+03, 1.423111962423784460e+00, 9.312638900790842778e-02, 4.552933026381104642e-01, 4.539525402905442153e-01, 4.512721435023157590e-01, 5.152588098901489388e-01, 7.631367247281625188e-01, 2.858425803143548882e-01, 1.354969156706359867e-01, 1.084078969233829071e+00, 8.784559440647617956e-01, 6.077297002809859405e-01, 3.493224691252919123e-01, 1.170235861902664265e+00, 1.119552801529556524e-01, 5.740856357375142549e-01
2.079000000000000000e+03, 1.415547480648832401e+00, 1.520103619327502487e-01, 4.768915545989140248e-01, 6.001903286396076398e-01, 4.952221888866658595e-01, 6.786737041286358130e-01, 7.751163256986111083e-01, 3.968079023118228355e-01, 1.852591331254593576e-01, 1.244586837022628512e+00, 6.726673516625440996e-01, 3.971152816855745282e-01, 7.178520072824121634e-01, 1.257710742119695135e+00, 1.146167741676522578e-01, 4.852464247533669894e-01
2.080000000000000000e+03, 1.270823643459258578e+00, 1.168822564053756119e-01, 4.636578804696562250e-01, 5.900339632170702453e-01, 6.232010378161786379e-01, 4.737921335915014631e-01, 8.070473514993189434e-01, 6.059494621712888662e-01, 3.654216408509249336e-01, 1.096502282025817010e+00, 7.306238054146828587e-01, 3.958863118750325927e-01, 6.320529562690703207e-01, 1.212732929402603244e+00, 3.352327628614975019e-01, 3.748895369023109159e-01
2.081000000000000000e+03, 1.237504693192164495e+00, 1.844811669877408633e-01, 5.399588103531032246e-01, 6.102149361351564272e-01, 3.506701656754978580e-01, 3.379091321275247140e-01, 8.339948374494321470e-01, 3.484200470723785581e-01, 1.229784342650123430e-01, 1.294407180118678724e+00, 3.166994865825968342e-01, 5.845975065719963837e-01, 8.013696258678653095e-01, 9.893768565765679313e-01, 2.815793979707574279e-01, 4.199758950065686225e-01
2.082000000000000000e+03, 1.087804783453412583e+00, 2.233422616140726680e-01, 4.971774052881174355e-01, 4.687834410263906348e-01, 5.666820677624483382e-01, 3.740550873573920132e-01, 6.115861336589408781e-01, 2.028520180602260969e-01, 1.506842683975821162e-01, 1.322114676302916125e+00, 4.347206281668890004e-01, 5.395820371721108399e-01, 6.431759183853436035e-01, 1.318446091122632113e+00, -2.823502500958438577e-01, 5.299158128619324559e-01
2.083000000000000000e+03, 1.516139395202435791e+00, 8.443122598240165866e-02, 2.956679914132812614e-01, 3.731776891926548712e-01, 1.942014189377472833e-01, 5.298526980994162638e-01, 8.723542607264934690e-01, 2.852917650191946763e-01, 1.356847277227827275e-01, 1.128470264017144009e+00, 1.135999821162097634e+00, 1.581647346073463967e-01, 7.174244565010339247e-01, 1.137584274362700043e+00, 2.747455347552610894e-01, 2.698470617397113469e-01
2.084000000000000000e+03, 1.039381528794895981e+00, 5.873793594343323932e-02, 5.836420022637816007e-01, 4.252965339171540515e-01, 5.249370359804832464e-01, 6.495262564097243896e-01, 8.204350068297462384e-01, 3.138640933031418001e-01, 4.569947986579468990e-01, 9.988977020382532324e-01, 1.023892217789959425e+00, 3.423725983028362285e-01, 7.604153120284888878e-01, 1.230671187990086235e+00, 1.710258492988662726e-01, 2.583501707257389035e-01
2.085000000000000000e+03, 1.513353388320199278e+00, 1.177118125251872954e-01, 2.681796217016653716e-01, 5.304321975011309087e-01, 6.925208022561063492e-01, 5.318901733991823200e-01, 8.189432257004592985e-01, 4.619716987323475021e-01, 7.041150972898537752e-01, 1.452112367538517024e+00, 1.124987049597581557e+00, 1.470617654892745763e-01, 7.737076799012674311e-01, 9.060084413600476561e-01, -9.237365960938916931e-01, 3.983836118789690905e-01
2.086000000000000000e+03, 1.270203684982937897e+00, 1.010782283201404341e-01, 5.531760075653937569e-01, 6.272490070262506379e-01, 5.127200719712815546e-01, 6.623576191063007546e-01, 7.196486085239468533e-01, 3.879025886445263693e-01, 4.478908914271159669e-01, 1.274079228766729077e+00, 8.075236622548058740e-01, 7.226220201155736378e-01, 7.017071052903133266e-01, 1.162456417123568952e+00, -6.908845080431076369e-01, 4.276102763256550143e-01
2.087000000000000000e+03, 1.650636843010770516e+00, 8.338651488100137787e-02, 7.732862208835478146e-01, 4.606473026156508999e-01, 3.984177793955177571e-01, 4.631259113652192588e-02, 7.970923865495629368e-01, 3.639282608009877240e-01, 2.008073419552381944e-01, 1.322690483885697654e+00, 5.668601242140782759e-01, 3.754817308649119334e-01, 8.497182105497310678e-01, 8.816999965122082061e-01, -4.898888973514326124e-03, 4.585503353718822228e-01
2.088000000000000000e+03, 1.455156100977358147e+00, 1.606105531135686160e-01, 7.249642580892684540e-01, 3.101837685044169235e-01, 3.537050989159150616e-01, 5.890713410994722343e-01, 8.267479565135715802e-01, 3.706151945537323189e-01, 9.207308286498730107e-03, 1.430909730816118497e+00, 8.805437290038176101e-01, 2.198455900018129183e-01, 6.830168097140458805e-01, 7.825204641207458289e-01, 1.948262591412311673e-01, 3.782861156069377562e-01
2.089000000000000000e+03, 1.509003868148889982e+00, 2.146270098703356721e-01, 4.365235649436818299e-01, 2.366293399804781927e-01, 2.634699548352871235e-01, 4.795256867859526984e-01, 7.447780275749805723e-01, 3.840476218220733595e-01, -2.720624113899618446e-01, 1.340639629798796806e+00, 1.051215289112921836e+00, -1.918202526947570818e-01, 5.730706477808569232e-01, 1.036316848795739487e+00, -2.901688955835419192e-01, 3.756977501321387414e-01
2.090000000000000000e+03, 1.362705940116906156e+00, 3.034978445649211959e-02, 4.788495128890426500e-01, 4.463945347607096714e-01, 4.853538834923004086e-01, 3.524082985766775478e-01, 6.737323186055276247e-01, 3.275204617367228899e-01, 7.537038678960343574e-02, 1.468627328888127082e+00, 1.383297944005512203e+00, 5.760470775440642566e-01, 9.046814782415365519e-01, 1.297068651162959885e+00, -3.796241817798437588e-03, 3.891606257913166611e-01
2.091000000000000000e+03, 1.354703732785491610e+00, 1.293223654722060745e-01, 4.677013788202299405e-01, 5.050189751116186399e-01, 7.415346526590761433e-01, 6.369088227732385699e-01, 8.169126819860319522e-01, 3.856815699273267173e-01, -1.128169106220712481e-01, 1.406366846128878301e+00, 7.950594355457870632e-01, 4.723980955642027024e-01, 8.928296219978979487e-01, 1.378094702815537698e+00, 2.101058563027418391e-01, 4.305785004840613772e-01
2.092000000000000000e+03, 1.589019958086069328e+00, 2.299357962062122673e-01, 4.542254398482399869e-01, 4.544390159572119225e-01, 6.320334001393054235e-01, 6.025176259997361283e-01, 7.133458146534557009e-01, 3.624386651536450343e-01, 1.770493360192958165e-01, 1.106622266852330227e+00, 2.097987072608160086e-01, 5.375904829305831398e-03, 8.296697049928911660e-01, 1.326050230208006386e+00, -2.058584125214927285e-01, 2.232268832053753149e-01
2.093000000000000000e+03, 1.488607960724868562e+00, 1.860428623386026770e-01, 4.747052187358767328e-01, 4.020021511547203219e-01, 3.404884427913536515e-01, 6.089700603396696055e-01, 6.609361696936815189e-01, 4.963150542012580435e-01, -1.790968143131183975e-03, 1.192698161616022157e+00, 3.634287541472828176e-01, 5.144090543521334657e-01, 8.671991315423763780e-01, 7.378537789963824922e-01, -5.642202000260214678e-01, 3.802579773541061026e-01
2.094000000000000000e+03, 1.493868107113977661e+00, -2.358447541973969844e-02, 5.666855919073462422e-01, 3.878351665374420443e-01, 3.178968122125612195e-01, 3.846873776576564263e-01, 4.796576246632342500e-01, 3.554358946023379873e-01, 2.566365524079500804e-01, 1.118311962977354579e+00, 7.659100589463225806e-01, 4.341603449938474801e-01, 8.541976201681477088e-01, 9.662825589074729438e-01, -1.786976264852004059e-01, 4.457809006281078235e-01
2.095000000000000000e+03, 1.367211450229292469e+00, 9.030385900204884742e-02, 4.416547592986242443e-01, 5.809391460997164192e-01, 4.292148565503101643e-01, 3.838502395630101205e-01, 7.655239439100047782e-01, 3.233805297083447994e-01, 2.148449096874024689e-01, 1.395280650840104775e+00, 1.050383419453744027e+00, 6.557417629202975107e-01, 7.023721164788883087e-01, 1.238208967459262011e+00, 6.750335121433423402e-02, 3.391221148685724107e-01
2.096000000000000000e+03, 1.633350945670050569e+00, 9.746394568639957234e-02, 7.644073329347486068e-01, 4.776722883682481546e-01, 5.583483713779838764e-01, 4.215240016473407181e-01, 7.941504955754231654e-01, 3.670119243897450589e-01, -8.999819766154962264e-02, 1.230519383122130828e+00, 1.038115041445794695e+00, 1.494438789555804781e-01, 6.702119194165472305e-01, 1.174196085445575077e+00, -7.064180717780944863e-02, 3.209049595526345944e-01
2.097000000000000000e+03, 1.554459956775481100e+00, 9.409301834277113141e-02, 5.110625825904958619e-01, 5.142956257331205983e-01, 4.323427353091383041e-01, 5.247921813278991765e-01, 6.879971277678293973e-01, 6.122425737746425289e-01, 1.377673503780663944e-01, 1.458806900506406823e+00, 9.773657124271772911e-01, 1.720446477904384319e-01, 8.464959052691762853e-01, 9.087027544739976204e-01, 1.668695819554188720e-01, 9.380205614442248263e-02
2.098000000000000000e+03, 1.482527382775180369e+00, 7.970388282030269056e-02, 4.698770127631653470e-01, 4.073838006380656740e-01, 6.603023735917890047e-01, 2.738521319017578337e-01, 6.489286750391037861e-01, 1.612541225817442636e-01, 1.802022120913570891e-01, 1.250613466514083782e+00, 1.235794960618574967e+00, 2.127566029673041981e-01, 9.516134208380265802e-01, 1.242499564457980821e+00, 2.206701144212620536e-01, 3.344897026554006225e-01
2.099000000000000000e+03, 1.234201392285343202e+00, 6.230422203541773757e-02, 3.661088850266202566e-01, 1.717899544046690985e-01, 5.186523531460168757e-01, 4.105740221864424555e-01, 6.533632549685829405e-01, 2.580927235972290679e-01, 3.185751638015731912e-01, 6.290857076341612730e-01, 1.077349423782521409e+00, 4.929145403458971841e-02, 8.813304014751820459e-01, 8.205224414548034639e-01, 2.631158780312725654e-01, 2.804839451296432529e-01
2.100000000000000000e+03, 2.053361562910344329e+00, 2.035052832615260876e-01, 5.653337736183789985e-01, 5.240992773464956400e-01, 4.182819356467427641e-01, 4.641155616325726152e-01, 6.870761126643738503e-01, 5.076476220805704598e-01, 2.827715128195989469e-01, 1.318884010478801772e+00, 1.092574535197884389e+00, 5.199997523948165501e-01, 9.445363338713743673e-01, 1.035533345528382387e+00, -1.005278434838420970e-01, 3.866121428027150531e-01
