year, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, MIROC-ES2L, MPI-ESM1-2-LR, CMCC-CM2-SR5, EC-Earth3-Veg, ACCESS-ESM1-5
1.956000000000000000e+03, 1.289549446091133034e-01, 8.566308879719186642e-01, 1.996225890545910431e-01, 6.619059619534363535e-04, 7.544245029149833082e-01, 9.928593961251112043e-01, 7.403318466579371648e-01, 3.509859770663731338e-02, 6.370573824510595839e-01
1.957000000000000000e+03, 1.346463282110357540e-01, 8.778237812306618482e-01, 2.084082933866780452e-01, 7.061953868671804998e-04, 7.633302678930147245e-01, 1.011804904189530063e+00, 7.574262815566095153e-01, 3.909438079137216027e-02, 6.689965799914079359e-01
1.958000000000000000e+03, 1.389117409334567899e-01, 8.983302876466757736e-01, 2.167895948403004702e-01, 7.243963599101155802e-04, 7.708438955071592602e-01, 1.030199340290218313e+00, 7.744685279440921555e-01, 4.321459873807687035e-02, 6.997670336504736577e-01
1.959000000000000000e+03, 1.416977293617896760e-01, 9.178499775966705299e-01, 2.246334337831995542e-01, 7.557387138288588092e-04, 7.790857813241824914e-01, 1.044931943471383073e+00, 7.916304088308299125e-01, 4.742149231105875773e-02, 7.294898107754330674e-01
1.960000000000000000e+03, 1.424009698980107375e-01, 9.374523227935352976e-01, 2.319955944253400959e-01, 6.998846785114958046e-04, 7.735432477398446194e-01, 1.051520761243692093e+00, 8.059612264739126619e-01, 5.159607952737063630e-02, 7.584609127346508828e-01
1.961000000000000000e+03, 1.385435391088788160e-01, 9.568872858222403632e-01, 2.387176557939770238e-01, 6.278083861128856864e-04, 7.741609899326074018e-01, 1.058751740787073459e+00, 8.180690416442473190e-01, 5.157681026516572342e-02, 7.710923125112226773e-01
1.962000000000000000e+03, 1.349579728280671798e-01, 9.818488530129675373e-01, 2.422678451158691015e-01, 5.923904141858483095e-04, 7.764660404118578496e-01, 1.072674323768386451e+00, 8.335603308297819813e-01, 5.164396139137678726e-02, 7.851055928297135944e-01
1.963000000000000000e+03, 1.316963693582598460e-01, 9.971355598250768448e-01, 2.464758342280645720e-01, 6.131554199090358129e-04, 7.790887609418239990e-01, 1.088951290394005511e+00, 8.499472020817682161e-01, 5.175194805507950940e-02, 7.994539215463783988e-01
1.964000000000000000e+03, 1.287020034668899249e-01, 1.011585844294290659e+00, 2.512915481912318394e-01, 6.201728979717607490e-04, 7.822596915364252723e-01, 1.108936855965948043e+00, 8.647184465094180927e-01, 5.176001140771098463e-02, 8.139814940095444484e-01
1.965000000000000000e+03, 1.260048751221966856e-01, 1.028386400984359073e+00, 2.556208326256726449e-01, 5.770831351712619236e-04, 7.861589772370530804e-01, 1.121481885167050274e+00, 8.796623905988747438e-01, 5.183191298076766929e-02, 8.286234301715639239e-01
1.966000000000000000e+03, 1.236486744647444791e-01, 1.042579350222957224e+00, 2.602651725996361631e-01, 5.447642242003875208e-04, 7.904954326036091050e-01, 1.139122228776240142e+00, 8.940848284201621254e-01, 5.211086568495492538e-02, 8.432555926487619313e-01
1.967000000000000000e+03, 1.217874804525492377e-01, 1.055669898692482178e+00, 2.654452230249398359e-01, 5.577276825053595691e-04, 7.951748754762680838e-01, 1.153196625451699209e+00, 9.078940523343793645e-01, 5.243555483303584397e-02, 8.575476681107460086e-01
1.968000000000000000e+03, 1.203362455790802643e-01, 1.066403073132411450e+00, 2.707691428613747120e-01, 5.746783381495656562e-04, 8.003952385202038888e-01, 1.163675336388150683e+00, 9.211384195607341674e-01, 5.282810871479644982e-02, 8.738190735338445814e-01
1.969000000000000000e+03, 1.192965125867864323e-01, 1.078274402279437272e+00, 2.763809169903138629e-01, 5.486799738994647046e-04, 8.059571409369074013e-01, 1.177497211031635516e+00, 9.333906536276609378e-01, 5.325497793497843690e-02, 8.897065965981209024e-01
1.970000000000000000e+03, 1.192041323186426999e-01, 1.091479070328483569e+00, 2.820941180225917111e-01, 5.879690901163160286e-04, 8.307426087738523091e-01, 1.192442714686972938e+00, 9.493228818885935949e-01, 5.369144265266346389e-02, 9.050432823991755305e-01
1.971000000000000000e+03, 1.280510612642263568e-01, 1.108986564204231362e+00, 2.935257592198899923e-01, 6.523655055849522872e-04, 8.482540185492558615e-01, 1.211607508937059707e+00, 9.684429831263585697e-01, 5.584949451944247467e-02, 9.515920679887268641e-01
1.972000000000000000e+03, 1.359719038547208547e-01, 1.128014608889832848e+00, 3.050357858101735986e-01, 6.900865684022097594e-04, 8.629455128103424855e-01, 1.228260392289505676e+00, 9.860330229927191104e-01, 5.808978368225736766e-02, 9.929862124517715438e-01
1.973000000000000000e+03, 1.430547301887703515e-01, 1.144449107867701709e+00, 3.153579952505042305e-01, 6.994582750886548959e-04, 8.760903988032133771e-01, 1.243972992274082534e+00, 1.002954365377264345e+00, 6.056644414787250991e-02, 1.031963909890246223e+00
1.974000000000000000e+03, 1.496321616608657368e-01, 1.164280005016085084e+00, 3.259082625188992610e-01, 7.264327786460413614e-04, 8.900354167602411160e-01, 1.260426233052319933e+00, 1.019685191621887199e+00, 6.315483430079281424e-02, 1.067688196813461499e+00
1.975000000000000000e+03, 1.553868378143961337e-01, 1.184819870826339328e+00, 3.365447990194194716e-01, 7.873114079890556911e-04, 9.027150166345206950e-01, 1.280253378997979086e+00, 1.036619134951467514e+00, 6.585093009897707850e-02, 1.101697638486114572e+00
1.976000000000000000e+03, 1.604484894586903077e-01, 1.201464336608393912e+00, 3.464508475443584534e-01, 7.374150359433884021e-04, 9.141432195339311839e-01, 1.300978969327515999e+00, 1.054797479327505894e+00, 6.876913199124755349e-02, 1.133481340346482957e+00
1.977000000000000000e+03, 1.645750378489006516e-01, 1.222974987802001090e+00, 3.555344077799650337e-01, 7.614937426761322035e-04, 9.239389425446323800e-01, 1.319803412595138559e+00, 1.074040939787479720e+00, 7.174416946317715982e-02, 1.163905935166510863e+00
1.978000000000000000e+03, 1.676623303502885742e-01, 1.241613401817295292e+00, 3.631106913615108067e-01, 1.133327190547048354e-03, 9.335131582585983745e-01, 1.338007958319457957e+00, 1.092638373511349847e+00, 7.480123344953495956e-02, 1.192213980675971507e+00
1.979000000000000000e+03, 1.699827547840651598e-01, 1.257459793677137450e+00, 3.704188063749152549e-01, 2.160657423573923621e-03, 9.439762806358630298e-01, 1.359760117124531265e+00, 1.108999718453979488e+00, 7.797940362352138999e-02, 1.218174517842550264e+00
1.980000000000000000e+03, 1.710886907916430721e-01, 1.274938965503670030e+00, 3.771354950519469895e-01, 3.617042285857331296e-03, 1.040781351662305454e+00, 1.430188706334053927e+00, 1.147166822642370576e+00, 8.118372000323223481e-02, 1.242021143959973539e+00
1.981000000000000000e+03, 2.133567416383081727e-01, 1.326337447837290684e+00, 4.042668976729288932e-01, 4.716154497564638108e-03, 1.101499939839727382e+00, 1.508918227311930149e+00, 1.203113620547357820e+00, 8.755779852383095696e-02, 1.329292769686331921e+00
1.982000000000000000e+03, 2.500373051008401570e-01, 1.374170866036013239e+00, 4.305048618004167493e-01, 5.325452188899551000e-03, 1.152935573026791172e+00, 1.568338378925233867e+00, 1.251813761772351485e+00, 9.427760268135126909e-02, 1.409182717310708322e+00
1.983000000000000000e+03, 2.811787071184064235e-01, 1.424317545941177210e+00, 4.552070969821572777e-01, 6.089907812761636077e-03, 1.197195933206229412e+00, 1.620801945682372569e+00, 1.294654729993413023e+00, 1.014523465463449542e-01, 1.489860490312947316e+00
1.984000000000000000e+03, 3.070805142953865752e-01, 1.460927364314490218e+00, 4.788241058349498869e-01, 8.574412448177208892e-03, 1.236797996518643306e+00, 1.671293994375860015e+00, 1.332332201928331461e+00, 1.089921342853374664e-01, 1.558109230730715611e+00
1.985000000000000000e+03, 3.285203527763349562e-01, 1.488073355343857429e+00, 5.003814832873921814e-01, 1.146314995751412935e-02, 1.271542461194915985e+00, 1.716049751260292355e+00, 1.366169502075340603e+00, 1.167840342566777989e-01, 1.623933602429669554e+00
1.986000000000000000e+03, 3.454314630737337355e-01, 1.523626419932347043e+00, 5.202771373733421356e-01, 1.923819099382835518e-02, 1.308458821288791318e+00, 1.759576542230466556e+00, 1.397177106758528353e+00, 1.249992328796156044e-01, 1.685874332570134637e+00
1.987000000000000000e+03, 3.577359926309353622e-01, 1.554778695880720374e+00, 5.388324947967154666e-01, 3.234556143469637796e-02, 1.346361172706102671e+00, 1.805194069313263316e+00, 1.425813593415425684e+00, 1.335722794523706569e-01, 1.748157780608429190e+00
1.988000000000000000e+03, 3.663111950120112592e-01, 1.586761514287469366e+00, 5.555205329190852082e-01, 4.508064977764035530e-02, 1.381200509431584900e+00, 1.851349363326595165e+00, 1.451976605810150422e+00, 1.423658575306428475e-01, 1.800131366660518761e+00
1.989000000000000000e+03, 3.711768462029838012e-01, 1.608388998352676014e+00, 5.703211308291734616e-01, 5.609916833220807836e-02, 1.416292079095159639e+00, 1.894230882826213325e+00, 1.472050802842927775e+00, 1.512611113749431357e-01, 1.846641803512721447e+00
1.990000000000000000e+03, 3.704514201098565440e-01, 1.624523108295211404e+00, 5.817504103899094892e-01, 5.288774295262976821e-02, 1.315195027754540780e+00, 1.863845879805055228e+00, 1.460296118545491906e+00, 1.603865332804421395e-01, 1.890512332524109773e+00
1.991000000000000000e+03, 3.285961231846772357e-01, 1.582259514780623322e+00, 5.581022312489526405e-01, 4.268174085682611280e-02, 1.265178353319203364e+00, 1.813018169862097073e+00, 1.426090947881404114e+00, 1.535944724722934918e-01, 1.824479284343789365e+00
1.992000000000000000e+03, 2.900699491045552469e-01, 1.555741073644855144e+00, 5.380722070755236119e-01, 3.741154186613632193e-02, 1.229319502685894960e+00, 1.783314996668519115e+00, 1.397811176569405900e+00, 1.471069601788392855e-01, 1.773399206815811535e+00
1.993000000000000000e+03, 2.549519655693849862e-01, 1.532132320094084621e+00, 5.203237399496605242e-01, 3.407470382422473493e-02, 1.201714318235444390e+00, 1.768337903336652639e+00, 1.374020310786329579e+00, 1.409036788192273015e-01, 1.729710708890134008e+00
1.994000000000000000e+03, 2.232697177984333536e-01, 1.501057697864516038e+00, 5.049362105670746059e-01, 3.154183741363177085e-02, 1.185071361233841492e+00, 1.758002972776896211e+00, 1.353912400415070216e+00, 1.349775638355136531e-01, 1.690678811801068493e+00
1.995000000000000000e+03, 1.951526848821101279e-01, 1.472171788639172085e+00, 4.917785663178840805e-01, 2.944040372297168640e-02, 1.176968513393703564e+00, 1.742665570737284009e+00, 1.336164481407957183e+00, 1.293202423048628869e-01, 1.654851739621772344e+00
1.996000000000000000e+03, 1.709227305063275859e-01, 1.461718575059656633e+00, 4.815540341753806741e-01, 2.761314853535640906e-02, 1.175454388140873441e+00, 1.729467566083188856e+00, 1.320560812689176133e+00, 1.239492749729898396e-01, 1.621706173054723754e+00
1.997000000000000000e+03, 1.504538513986252157e-01, 1.451630181132004926e+00, 4.733292134553890307e-01, 2.597110188009412943e-02, 1.179232993560690224e+00, 1.716683264175973056e+00, 1.307809397355919057e+00, 1.188380209425220074e-01, 1.590924724991118033e+00
1.998000000000000000e+03, 1.337968217274491944e-01, 1.437834083220986159e+00, 4.679088924611473077e-01, 2.448321420211220512e-02, 1.181210104333384026e+00, 1.709979951020055955e+00, 1.297171706150419324e+00, 1.139780167415714029e-01, 1.562149347497544749e+00
1.999000000000000000e+03, 1.210110178775461731e-01, 1.419760437029354616e+00, 4.640397263729888477e-01, 2.313870643968456153e-02, 1.177078988191519571e+00, 1.705413429909582890e+00, 1.288061738192551431e+00, 1.093369661437024881e-01, 1.535185927138922768e+00
2.000000000000000000e+03, 1.164828064781422423e-01, 1.407677520934567550e+00, 4.631346522192491544e-01, 2.318661952065322746e-02, 1.252584121157672259e+00, 1.745324549822277360e+00, 1.287114216272564393e+00, 1.049102410444134742e-01, 1.509679685583483755e+00
2.001000000000000000e+03, 1.371877914151633515e-01, 1.426500336937170488e+00, 4.789186096166705986e-01, 2.567553852576148071e-02, 1.221404295957871255e+00, 1.746092989334763201e+00, 1.283733935175839891e+00, 1.071749611594014634e-01, 1.557817792864047313e+00
2.002000000000000000e+03, 1.317920781891034898e-01, 1.418804942679475323e+00, 4.776512075908913024e-01, 2.313076913724470066e-02, 1.210391537099495540e+00, 1.722182348475906233e+00, 1.272039853970200030e+00, 1.025548533294929621e-01, 1.526149052116577920e+00
2.003000000000000000e+03, 1.269596753005493850e-01, 1.409157711186052264e+00, 4.726546572097099497e-01, 2.191555736817413572e-02, 1.406772341463979892e+00, 1.814876371746625194e+00, 1.298495469881485009e+00, 9.618848744409143336e-02, 1.503281546379487965e+00
2.004000000000000000e+03, 1.852985462170817499e-01, 1.440107254600553999e+00, 5.133211962274364382e-01, 2.183800442077041964e-02, 1.332802222178304019e+00, 1.837774971174142236e+00, 1.308053272103519182e+00, 1.028841105727067995e-01, 1.615560940881526797e+00
2.005000000000000000e+03, 1.783389304117769802e-01, 1.414867063169774841e+00, 5.074550758721068089e-01, 2.028476559402286536e-02, 1.296299343343305654e+00, 1.792554909753954151e+00, 1.277960217116007158e+00, 9.715156267413098401e-02, 1.597682715625072580e+00
2.006000000000000000e+03, 1.656953534493418312e-01, 1.395431960885040512e+00, 5.036585001817391882e-01, 2.013357207189169981e-02, 1.269925902296519693e+00, 1.765291380646230257e+00, 1.258426958040424370e+00, 9.382475259047802496e-02, 1.571675188842089232e+00
2.007000000000000000e+03, 1.626050316529898121e-01, 1.378742136686735620e+00, 4.979539696961253759e-01, 1.928818559706752672e-02, 1.252409379450553972e+00, 1.751084680503024460e+00, 1.245579022882699727e+00, 8.658142178313665838e-02, 1.540948837919811076e+00
2.008000000000000000e+03, 1.490423063574937979e-01, 1.363175586048532839e+00, 4.950721613090151019e-01, 1.754588403853632808e-02, 1.298706441919602161e+00, 1.774092556477478322e+00, 1.248928135019850671e+00, 8.322613953102105111e-02, 1.518395604258166331e+00
2.009000000000000000e+03, 1.571008742859168195e-01, 1.373865549600925995e+00, 5.056100105196598138e-01, 1.671861527017740046e-02, 1.267018481215904213e+00, 1.775273099578330127e+00, 1.248652953503941898e+00, 8.205292840714380198e-02, 1.529658701745819860e+00
2.010000000000000000e+03, 1.532396195929519034e-01, 1.407624735169529462e+00, 4.999474050725440377e-01, 1.591126380918954711e-02, 1.254584030271363115e+00, 1.762305513304119442e+00, 1.244039442645559879e+00, 1.244801714847772467e-01, 1.754856255572294188e+00
2.011000000000000000e+03, 1.821045925537276011e-01, 1.407853109510258660e+00, 4.959566782675957630e-01, 1.511763555447992631e-02, 1.249163377412770171e+00, 1.754504363498623043e+00, 1.248666646757327081e+00, 1.009350622730708774e-01, 1.697610303429100576e+00
2.012000000000000000e+03, 1.639425933016337156e-01, 1.403418722894044901e+00, 4.919653016255683409e-01, 1.454528234359885389e-02, 1.245321786785667628e+00, 1.748489311350153841e+00, 1.253386499177058466e+00, 9.678495474583305447e-02, 1.658661668003299061e+00
2.013000000000000000e+03, 1.402219054522668151e-01, 1.399093577596812965e+00, 4.904886081201640380e-01, 1.413495653910513961e-02, 1.239538515872516067e+00, 1.749546483783923856e+00, 1.256768498916978061e+00, 9.282632833705135866e-02, 1.628671835415130165e+00
2.014000000000000000e+03, 1.281342127792414465e-01, 1.393324872667387915e+00, 4.865219889538307529e-01, 1.366504083951816835e-02, 1.238583619206507391e+00, 1.747325088337724264e+00, 1.259936671714914969e+00, 8.889577246416244249e-02, 1.600082413181439511e+00
