year, MPI-ESM1-2-LR, TaiESM1, CMCC-CM2-SR5, IPSL-CM6A-LR, EC-Earth3-Veg, CESM2-WACCM, UKESM1-0-LL, MIROC-ES2L, NorESM2-LM, CanESM5, CNRM-ESM2-1, NorESM2-MM, ACCESS-ESM1-5
2.090000000000000000e+03, 2.369227860929940022e+01, 2.886577295118460640e+01, 7.970184237364335900e+01, 2.326227773759423911e+01, 4.719552241139561488e+01, 3.933512234350537540e+01, 6.590908769055911876e+01, 2.758716246651811232e+01, 3.538850241343729408e+01, 5.276436544061010636e+01, 4.190004000418548458e+01, 4.265483907079805448e+01, 1.502860845944873347e+01
2.091000000000000000e+03, 2.357485063223220578e+01, 2.896751992225797068e+01, 7.994701086860418116e+01, 2.324133245410512316e+01, 4.725293785407696134e+01, 3.939934184173544196e+01, 6.574138469904271176e+01, 2.770277096275018991e+01, 3.542433118243876322e+01, 5.290172611222462962e+01, 4.182343881834486865e+01, 4.268826381740338860e+01, 1.503554721425724416e+01
2.092000000000000000e+03, 2.345291467732639035e+01, 2.866233428994176435e+01, 7.989343219863570766e+01, 2.323742564312044578e+01, 4.728686462809377389e+01, 3.938903035374886485e+01, 6.539113970381431784e+01, 2.774450771318929654e+01, 3.548583919397878361e+01, 5.301279269077792833e+01, 4.178616313807169291e+01, 4.272464470767680211e+01, 1.508198566387489947e+01
2.093000000000000000e+03, 2.330422933501987970e+01, 2.849101533596550695e+01, 7.966288966799471893e+01, 2.322510323623788508e+01, 4.723743772958978582e+01, 3.942930321906608526e+01, 6.543238742377840822e+01, 2.779099498939357460e+01, 3.555255072307397768e+01, 5.320798386839865657e+01, 4.174984416107956520e+01, 4.278840573666938241e+01, 1.510693256527840767e+01
2.094000000000000000e+03, 2.335953025407985351e+01, 2.860000997944473156e+01, 7.968355208162387271e+01, 2.319877667794736453e+01, 4.721933106372823374e+01, 3.949029932688922884e+01, 6.546255904031211514e+01, 2.785683699637778687e+01, 3.555853170940956431e+01, 5.334473717513922253e+01, 4.165188792012703800e+01, 4.285495428998650880e+01, 1.510315305834079425e+01
2.095000000000000000e+03, 2.345549605351218148e+01, 2.873957882332315350e+01, 7.990392465394518240e+01, 2.317788513662348393e+01, 4.721427014475337103e+01, 3.953822835014940296e+01, 6.517552030220677750e+01, 2.792059821565073108e+01, 3.557954965103368750e+01, 5.349909929992998769e+01, 4.159779881755262210e+01, 4.291165326184270157e+01, 1.507437939960356132e+01
2.096000000000000000e+03, 2.341136236416502570e+01, 2.871376999526515306e+01, 8.021274705237244973e+01, 2.316243876673465607e+01, 4.722942066400140249e+01, 3.958256279427087065e+01, 6.496152164192302791e+01, 2.799485528580805749e+01, 3.565116409453354152e+01, 5.363304559080866341e+01, 4.151781084883466377e+01, 4.293510049291183606e+01, 1.504836682727924924e+01
2.097000000000000000e+03, 2.344085444926756878e+01, 2.853471615411610784e+01, 8.023501542325679736e+01, 2.314238681967256284e+01, 4.721042294943010376e+01, 3.960123988335460155e+01, 6.516524760615750722e+01, 2.805985787102341433e+01, 3.572784562901933469e+01, 5.373730248439340329e+01, 4.148494858063710922e+01, 4.297685958155134500e+01, 1.501813794397858537e+01
2.098000000000000000e+03, 2.343916924439520244e+01, 2.854676699351506741e+01, 8.007817062890792670e+01, 2.311600471112669908e+01, 4.723812796851369455e+01, 3.967316751329241242e+01, 6.516029711386464385e+01, 2.808626242968799147e+01, 3.575660311782512935e+01, 5.387966237074412845e+01, 4.140823692669876976e+01, 4.303874356173027138e+01, 1.495950626503086767e+01
2.099000000000000000e+03, 2.330530222604288682e+01, 2.870260607936462094e+01, 8.018049379160510171e+01, 2.309947502865541225e+01, 4.730087444179375211e+01, 3.969423193206538514e+01, 6.515873312490990088e+01, 2.809415835940670902e+01, 3.579207501456561147e+01, 5.404847337662474871e+01, 4.136053045598443845e+01, 4.311154146891169603e+01, 1.490727964708623432e+01
2.100000000000000000e+03, 2.313274547096082756e+01, 2.861526886981991069e+01, 8.036981838437642978e+01, 2.306970908533310549e+01, 4.732567574424012946e+01, 3.972765324008864241e+01, 6.518020890391699140e+01, 2.814195934696643420e+01, 3.587111594363335598e+01, 5.422866030435815077e+01, 4.128371940196232259e+01, 4.314098660894532600e+01, 1.487153609762054352e+01
