year, CMCC-CM2-SR5, IPSL-CM6A-LR, TaiESM1, MIROC-ES2L, CNRM-ESM2-1, INM-CM5-0, EC-Earth3-Veg, NorESM2-MM, MPI-ESM1-2-LR, ACCESS-ESM1-5, INM-CM4-8, CanESM5, NorESM2-LM, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4
2.077000000000000000e+03, 4.857485647166978282e+00, 3.990670470375726531e+00, 4.527431006236172450e+00, 4.155713894923293239e+00, 2.925017099093211836e+00, 7.053972780857497682e+00, 5.181781949425086964e+00, 5.695461198185892471e+00, 5.564537074278968376e+00, 2.544001948829217596e+00, 7.306488311946864656e+00, 6.972688026860574873e+00, 4.807530780503723733e+00, 6.669931089832816795e+00, 4.737022399015336838e+00, 5.730867776859489560e+00
2.078000000000000000e+03, 4.185491801436694637e+00, 3.702015665859897275e+00, 4.470262084548997095e+00, 4.261702545406270026e+00, 2.770883190081462111e+00, 6.880744310805890329e+00, 4.978424363315579804e+00, 5.854333240144907968e+00, 5.570045326703109367e+00, 2.443583242053642746e+00, 7.306961912533503245e+00, 7.203120493839591632e+00, 4.820560257525714931e+00, 5.995019091177481663e+00, 4.882845827824224827e+00, 5.554776836874163237e+00
2.079000000000000000e+03, 4.885689547049723025e+00, 3.644655681168005756e+00, 4.384479352282929732e+00, 4.283746692420555391e+00, 3.121514114277406993e+00, 7.304026574932549920e+00, 4.478162367734782379e+00, 5.300087163146586455e+00, 5.559602609388968553e+00, 2.689609527826569035e+00, 7.354905429540163020e+00, 7.091802546425989284e+00, 4.437087152500339471e+00, 6.806720038893713465e+00, 5.321837569156981473e+00, 5.894525225770976817e+00
2.080000000000000000e+03, 4.336091858266467369e+00, 4.193101952855017522e+00, 4.559664309690770523e+00, 4.239872642611412168e+00, 2.867342601779433231e+00, 7.068708160289704168e+00, 4.644332736636593850e+00, 5.275817654581514304e+00, 5.621651902878459062e+00, 2.764963235376494133e+00, 7.473100596895852377e+00, 7.052465655296735747e+00, 4.459871196596090215e+00, 6.268105398594088662e+00, 5.000978902425618600e+00, 5.619590365229706563e+00
2.081000000000000000e+03, 5.055559803935254948e+00, 3.801149877801926369e+00, 4.597228352458703426e+00, 4.421670830432591792e+00, 3.041975735531339708e+00, 6.916898896864166701e+00, 5.230665953991335826e+00, 5.522166414538384416e+00, 5.630056708747688710e+00, 2.659446140122929236e+00, 7.201536273528001963e+00, 7.268618539943878964e+00, 4.700588377194069523e+00, 6.002926057236747326e+00, 4.869707609533561410e+00, 5.615768290052304046e+00
2.082000000000000000e+03, 5.505023713088456283e+00, 3.557699775738102144e+00, 4.367251169283540513e+00, 4.311479353102151357e+00, 3.069956421630148480e+00, 7.159218793647702306e+00, 5.043010490075420904e+00, 5.349330249142320248e+00, 5.371915147624696907e+00, 2.977999841528389258e+00, 7.303621670520796805e+00, 7.188338276788620362e+00, 4.615261430190996883e+00, 7.019158473737951098e+00, 5.190904747493424232e+00, 5.683704138778409742e+00
2.083000000000000000e+03, 4.532748660353972170e+00, 3.621692894457958278e+00, 4.839398694685793423e+00, 4.399762669301703788e+00, 2.740349878906758185e+00, 7.064534854048994283e+00, 4.776746775457570315e+00, 5.408995146366318174e+00, 5.672753844681809099e+00, 2.755426866508331685e+00, 7.379859758767840283e+00, 7.396568450495942137e+00, 4.498766699268450076e+00, 6.625813582100818167e+00, 4.853814044208152545e+00, 5.788647241530261667e+00
2.084000000000000000e+03, 4.339691476816475380e+00, 3.708461415803656180e+00, 4.867728962889658284e+00, 4.407689270829717287e+00, 2.836069604172615222e+00, 7.204500580392571685e+00, 4.637347311764910884e+00, 5.784015252997980028e+00, 5.672934338551812949e+00, 2.424880868321100280e+00, 7.309417860018700530e+00, 7.464953224633029016e+00, 4.606948691777798643e+00, 6.071266162274488565e+00, 4.862264275827958393e+00, 5.925194811917748439e+00
2.085000000000000000e+03, 4.401854307746276618e+00, 3.609744628160597379e+00, 4.032435199322856434e+00, 4.314442302904009097e+00, 2.962743963592123553e+00, 6.940271633290815423e+00, 5.113262363157401680e+00, 5.670288916328977358e+00, 5.401960567139421521e+00, 2.613119149638541305e+00, 7.162884592866697986e+00, 7.445926880905405554e+00, 4.804973723298905597e+00, 6.438754776285334991e+00, 4.915631667037360764e+00, 5.959387609272788211e+00
2.086000000000000000e+03, 5.420172164763120470e+00, 3.803851514396134892e+00, 4.558323556284864075e+00, 4.336656921574525647e+00, 2.853327027884440703e+00, 6.972151519624750549e+00, 5.029242763331915000e+00, 5.677123741275668323e+00, 5.413202964545895668e+00, 2.473020662908431699e+00, 7.328041738347081058e+00, 7.439622325831288130e+00, 5.070113168189683606e+00, 6.890648944323581659e+00, 5.164367842553608590e+00, 5.517629950917317672e+00
2.087000000000000000e+03, 5.407884761019507103e+00, 4.228867580126826731e+00, 4.949419094980617828e+00, 4.432994024006643663e+00, 2.995664375463786833e+00, 7.373035040019780162e+00, 4.750611512611884635e+00, 5.774290024607640959e+00, 5.732921460392718771e+00, 2.736412141972539125e+00, 7.299895041696809805e+00, 7.334187222693656416e+00, 4.737999226709203704e+00, 7.454417450934656131e+00, 4.985986676184508859e+00, 5.897720466947903084e+00
2.088000000000000000e+03, 4.548655898110092188e+00, 3.709703579478102586e+00, 4.606858340873953850e+00, 4.392518606997303898e+00, 2.838505192605065730e+00, 6.988452683021029621e+00, 4.387151135457995288e+00, 5.300069334628847884e+00, 5.679861918220379557e+00, 2.452399478842662184e+00, 7.235858374409311011e+00, 7.532125153276949092e+00, 4.377927961752249963e+00, 6.741474673787124949e+00, 5.052883841993321745e+00, 5.917577005835289228e+00
2.089000000000000000e+03, 4.471105595028935120e+00, 3.701030055580396105e+00, 4.370040479249475140e+00, 4.173675791527088563e+00, 2.988124910647810051e+00, 7.289022567564294341e+00, 5.093180914017641392e+00, 5.597330692582247025e+00, 5.552295350142754771e+00, 2.496190767637984642e+00, 7.405130204408746586e+00, 7.676994049316943070e+00, 4.708758476895228640e+00, 5.985256857142003284e+00, 5.204964143631687357e+00, 5.772596070051900341e+00
2.090000000000000000e+03, 4.488144079044176671e+00, 3.698705644608511811e+00, 4.190388880850768771e+00, 4.350581060522285881e+00, 3.017231628920186370e+00, 7.199220694739381976e+00, 5.437055595495671412e+00, 5.571390254392947661e+00, 5.706167515368908205e+00, 2.820570719038845819e+00, 7.452007138489344484e+00, 7.480977195223717402e+00, 4.923315368505939205e+00, 6.089782978970067262e+00, 5.100406838342634863e+00, 5.618991781883474701e+00
2.091000000000000000e+03, 4.997531790146201303e+00, 4.091424334667837392e+00, 4.896495450727562648e+00, 4.527768418210914803e+00, 3.132902341093779519e+00, 7.093182531066980268e+00, 5.253191924661527956e+00, 5.827305946066796416e+00, 5.650329646153499752e+00, 3.198927643792799369e+00, 7.376466579227649589e+00, 7.724383711434829713e+00, 4.785073177930208033e+00, 6.791938574378174387e+00, 5.203021367784263163e+00, 5.942909798526269327e+00
2.092000000000000000e+03, 5.692760569994608666e+00, 3.659094803860499567e+00, 4.957868654014978560e+00, 4.510150715188307124e+00, 2.733237291887442133e+00, 6.892887077857016820e+00, 4.805932160268257647e+00, 5.828127776772998203e+00, 5.614503047084032694e+00, 2.991207977462076339e+00, 7.292211016681807045e+00, 7.422407525833671471e+00, 4.559542249648521839e+00, 7.318383377395155875e+00, 5.578951742534442815e+00, 6.135355254881757148e+00
2.093000000000000000e+03, 4.951665895441196952e+00, 3.514262910469054813e+00, 4.224525449200806193e+00, 4.345894847777239889e+00, 2.963892124635989944e+00, 7.066421095242620076e+00, 4.646603984065137638e+00, 5.665317610835590045e+00, 5.605078889719799839e+00, 2.745227048916708767e+00, 7.479742602530471629e+00, 7.619560317917153824e+00, 4.870936837316698131e+00, 6.270400715679216752e+00, 5.142832546895430568e+00, 5.664374919379970841e+00
2.094000000000000000e+03, 4.393709932394362028e+00, 3.687969222395428126e+00, 4.320156946830657319e+00, 4.446814988397904678e+00, 2.826542523941860452e+00, 7.372212377356079038e+00, 4.839164348067140686e+00, 5.520561638651488856e+00, 5.691592439301215833e+00, 2.514756370630782278e+00, 7.258110146591728373e+00, 7.697383875810034581e+00, 5.100035434091948261e+00, 6.262087023503674743e+00, 5.244724691772898240e+00, 5.829212978899389164e+00
2.095000000000000000e+03, 4.564026977695205822e+00, 3.878460881575223063e+00, 4.827333254257280437e+00, 4.457391033513997236e+00, 3.134191888621114863e+00, 7.242997990041685874e+00, 5.317023497363092766e+00, 5.706415950986792218e+00, 5.600596797386184100e+00, 2.530609915342531657e+00, 7.612767529494405494e+00, 7.702888082496310851e+00, 5.067359755419253986e+00, 7.350328910777999880e+00, 5.178414704513563116e+00, 6.202802645813336291e+00
2.096000000000000000e+03, 4.891209579710577238e+00, 3.746751744081693314e+00, 4.758254288883493111e+00, 4.585487744359889817e+00, 2.867914142135608024e+00, 7.303965955256756182e+00, 5.033903747937942263e+00, 5.880212153086602278e+00, 5.768896212871887919e+00, 2.600024282266454101e+00, 7.360152669330264352e+00, 8.107294598688717713e+00, 4.636498608534087573e+00, 7.098678513964784997e+00, 5.359121063571524957e+00, 5.995435775425723257e+00
2.097000000000000000e+03, 5.758685780984762914e+00, 3.682938616184693092e+00, 4.832660766759859783e+00, 4.313570839561971404e+00, 2.786029270659006407e+00, 6.771739980826766647e+00, 5.123160931358028414e+00, 5.953351477255320212e+00, 5.697806965178108030e+00, 2.419119321727635885e+00, 7.191115519764309738e+00, 7.920410124238618010e+00, 4.812020346104650237e+00, 6.488721430491486863e+00, 5.245127422814543472e+00, 5.999942561823955245e+00
2.098000000000000000e+03, 4.864462910700144249e+00, 3.891930804308054714e+00, 4.285197519987776538e+00, 4.569404362362691430e+00, 3.089976237543274884e+00, 7.294593529898905970e+00, 5.438841377502622088e+00, 5.652769699078789678e+00, 5.689217658053503435e+00, 2.417451237797796804e+00, 7.315560504376789730e+00, 7.777446033526064006e+00, 5.006573821686746584e+00, 6.866029106353502165e+00, 5.212284626779660535e+00, 6.082071847560895250e+00
2.099000000000000000e+03, 4.605598560050779611e+00, 3.519168671054052844e+00, 4.745355824211690887e+00, 4.577598663741754059e+00, 2.818135037854214708e+00, 7.091808561720228887e+00, 5.222746144058184825e+00, 5.605677523421554120e+00, 5.692638099473562363e+00, 2.704407895694694641e+00, 7.530095966803300733e+00, 7.699384938716072213e+00, 4.758691529186155122e+00, 6.620490665724291901e+00, 5.575824602240095906e+00, 5.917136205068731059e+00
2.100000000000000000e+03, 5.017151940144302991e+00, 3.993657924282273175e+00, 4.592375960211589891e+00, 4.629003925015202192e+00, 2.958849001712207549e+00, 6.747905875150120636e+00, 4.656799261061276951e+00, 5.751952421118095238e+00, 5.641007861489337749e+00, 2.588980148643960089e+00, 7.174700717831235863e+00, 7.916303243861591454e+00, 4.690270744469280828e+00, 6.303445950557103217e+00, 5.145019050525083237e+00, 6.047953688948025430e+00
