year, GFDL-ESM4, INM-CM4-8, NorESM2-MM, NorESM2-LM, MIROC-ES2L, INM-CM5-0, EC-Earth3-Veg, TaiESM1, UKESM1-0-LL, MPI-ESM1-2-LR, CNRM-ESM2-1, ACCESS-ESM1-5, IPSL-CM6A-LR, CanESM5, CMCC-CM2-SR5, CESM2-WACCM
2.077000000000000000e+03, 2.993534613314472494e+02, 2.996499809132350833e+02, 3.001489072650639969e+02, 3.004452078086693518e+02, 2.996566880004372706e+02, 2.993903926131296771e+02, 2.991585680384235388e+02, 3.005771773189156306e+02, 3.029560592794219929e+02, 2.990876124288571418e+02, 2.999341233038067571e+02, 3.028980182511400585e+02, 3.000880083240429599e+02, 3.026441689124394543e+02, 3.002745883992436120e+02, 3.014933711125535183e+02
2.078000000000000000e+03, 2.994980669151984216e+02, 2.998785433230119679e+02, 2.996889455603984516e+02, 3.000654487925891090e+02, 2.995485760466542047e+02, 2.996404721297855644e+02, 2.992116467083106386e+02, 3.006527493193083842e+02, 3.029826863051509349e+02, 2.988268018912355615e+02, 2.999600730927585346e+02, 3.032008959209117620e+02, 3.002589674092981227e+02, 3.023392318524392977e+02, 3.005952999597365647e+02, 3.015590857378275587e+02
2.079000000000000000e+03, 2.989076600242772201e+02, 2.996768021985314476e+02, 3.002562043505390648e+02, 3.006169373664215527e+02, 2.997712012281394323e+02, 2.994970203760618688e+02, 3.001554104505409555e+02, 3.007434753384206374e+02, 3.027484066278599926e+02, 2.996276758026776861e+02, 3.001946882762049995e+02, 3.028002839549774876e+02, 3.003535579933327995e+02, 3.026443452102798801e+02, 3.006864162513157339e+02, 3.009536027669480518e+02
2.080000000000000000e+03, 2.994473530305970144e+02, 2.997211121401820719e+02, 3.009421150424572033e+02, 3.011456221772497770e+02, 3.003189322535610586e+02, 2.994566975483660372e+02, 3.005844849100773786e+02, 3.008572404870500918e+02, 3.027568568473639061e+02, 2.996677338945993938e+02, 3.000816711210139260e+02, 3.028408845010242771e+02, 3.002844718779178379e+02, 3.026286803488300734e+02, 3.010110827731073186e+02, 3.012942643920217165e+02
2.081000000000000000e+03, 2.997503829205757597e+02, 2.998129750258904664e+02, 3.004463568811048617e+02, 3.011577380055150570e+02, 3.004901448354129343e+02, 2.996186031504288962e+02, 2.994071836601883660e+02, 3.005127080894969254e+02, 3.034340047532740527e+02, 2.997941776082336105e+02, 3.003811675398260377e+02, 3.029271896425418618e+02, 3.004803879502054542e+02, 3.027071310367547881e+02, 3.014933154792672099e+02, 3.015690498126914463e+02
2.082000000000000000e+03, 2.997155616290988291e+02, 2.998167563744860331e+02, 3.005743445425773643e+02, 3.008198165539873798e+02, 2.998940300925982001e+02, 2.996877568938493255e+02, 2.997030227080183522e+02, 3.006379398728837486e+02, 3.028734917736674674e+02, 3.000212701313994899e+02, 2.998442082573679954e+02, 3.026441404240650854e+02, 3.006140889507090037e+02, 3.029551843849495754e+02, 3.011516319932540000e+02, 3.012017878427389519e+02
2.083000000000000000e+03, 2.993155527470187849e+02, 2.998574825228752729e+02, 3.008194773912851474e+02, 3.009174196219232726e+02, 2.998792364887904114e+02, 2.997164363461080256e+02, 2.997432885141581664e+02, 3.008469610248415052e+02, 3.030166463744264433e+02, 2.996232539823066645e+02, 3.003451087907202464e+02, 3.028318939837793096e+02, 3.005113002448804878e+02, 3.026933519775631112e+02, 3.007353799918683990e+02, 3.015944179495406274e+02
2.084000000000000000e+03, 2.992017741486544082e+02, 2.997572696384901292e+02, 3.003385622666865515e+02, 3.016457134438310277e+02, 3.001211792435384496e+02, 2.995381847625549199e+02, 3.007871453144791190e+02, 3.005824035321451220e+02, 3.033513993290218878e+02, 2.996267670131684895e+02, 3.005631152943343523e+02, 3.033385100411705935e+02, 3.008035740763899639e+02, 3.025286852374172781e+02, 3.006880282626638063e+02, 3.016625448887383527e+02
2.085000000000000000e+03, 2.992372759332318992e+02, 2.999096631165941744e+02, 3.004634268394938772e+02, 3.012102058541981364e+02, 3.006741173581577868e+02, 2.995615021973374041e+02, 2.998840395563864831e+02, 3.006337958782385158e+02, 3.033917543234446725e+02, 3.000052884768628587e+02, 3.002168306510239404e+02, 3.030370207653048737e+02, 3.010279965866337193e+02, 3.028022721598884459e+02, 3.012845516200735574e+02, 3.018651600726131505e+02
2.086000000000000000e+03, 2.997186824960731428e+02, 2.999767570473640035e+02, 3.005312694206846231e+02, 3.008651960272622432e+02, 3.003830273698985138e+02, 2.999497664057017801e+02, 2.999808534790568046e+02, 3.011042074236067378e+02, 3.032633170523157560e+02, 3.004181710260842237e+02, 3.005771324411232968e+02, 3.032639267443859694e+02, 3.007735564772796693e+02, 3.028066678857784382e+02, 3.015808802121493386e+02, 3.014288755979382586e+02
2.087000000000000000e+03, 2.995580310632705618e+02, 2.999012041011794736e+02, 3.004266465189998030e+02, 3.007753293512469668e+02, 2.998450347891542833e+02, 2.996834730336626080e+02, 3.005793207870336232e+02, 3.010025962156064452e+02, 3.029134031332296217e+02, 3.000125685031238731e+02, 3.003952019361611860e+02, 3.029169124321248319e+02, 3.002420861571791875e+02, 3.031843777223724032e+02, 3.011383594376271731e+02, 3.018102363873284162e+02
2.088000000000000000e+03, 2.995401911670985555e+02, 3.000577112300786666e+02, 3.009286266230921569e+02, 3.016990953831433444e+02, 3.002551532707966544e+02, 2.999403180001323790e+02, 3.010207962615504016e+02, 3.008264938691407338e+02, 3.031261290572171561e+02, 2.995994350291446722e+02, 3.007111885815660344e+02, 3.033104364381464961e+02, 3.005869644557797074e+02, 3.031403729456306451e+02, 3.008194543418533158e+02, 3.019467990655761014e+02
2.089000000000000000e+03, 2.995703320492913804e+02, 3.000825989210925968e+02, 3.013243520570462124e+02, 3.016559244820212484e+02, 3.007535547073530893e+02, 2.997547270009222302e+02, 3.009773578639062634e+02, 3.011800008923734708e+02, 3.036364400299831914e+02, 3.000970809396355889e+02, 3.003809912647933515e+02, 3.033379895284441545e+02, 3.008252250940595900e+02, 3.030522148311227966e+02, 3.009464032230201838e+02, 3.016702115953725638e+02
2.090000000000000000e+03, 2.997340369413200847e+02, 3.000545244607266682e+02, 3.009841724860941667e+02, 3.011037121532984315e+02, 3.001718111926509209e+02, 2.997293532147615451e+02, 2.998845708164813573e+02, 3.009870488775836748e+02, 3.037151190913440928e+02, 3.003618706972478662e+02, 3.006716811397270703e+02, 3.032022232154369590e+02, 3.010691956871054344e+02, 3.033889189278801268e+02, 3.015028722817267521e+02, 3.019517434433086009e+02
2.091000000000000000e+03, 2.998300777870612706e+02, 3.000677877997670180e+02, 3.007078166537245352e+02, 3.012225627833123554e+02, 2.998762527959773934e+02, 2.999146483219843162e+02, 2.997850353977939903e+02, 3.016227186788190124e+02, 3.038999572529162947e+02, 2.999111702544791456e+02, 3.003016343062169540e+02, 3.026060028940218558e+02, 3.009094763997262589e+02, 3.033517004687560643e+02, 3.016377831677326640e+02, 3.022074909949030825e+02
2.092000000000000000e+03, 2.994718288813936624e+02, 3.001115385132224560e+02, 3.006268416247508526e+02, 3.015403285075187796e+02, 3.004546859955257219e+02, 2.998522918288699088e+02, 3.005657178558525402e+02, 3.016388442893181718e+02, 3.036413962487618505e+02, 2.996517282830484987e+02, 3.007456554695705790e+02, 3.028700526073147898e+02, 3.007036852819866795e+02, 3.035567997701264744e+02, 3.011515254750489134e+02, 3.015731507053067730e+02
2.093000000000000000e+03, 2.999306674085220834e+02, 3.001873654428921441e+02, 3.007080713503821698e+02, 3.017425007704474638e+02, 3.009700882891737024e+02, 3.000751572622948515e+02, 3.014268808230396530e+02, 3.012448239872174440e+02, 3.038101016335097597e+02, 2.994521674910303659e+02, 3.009763266092448930e+02, 3.030550228197329830e+02, 3.009771560791906495e+02, 3.033166344844566993e+02, 3.011155045241751509e+02, 3.019818964017975418e+02
2.094000000000000000e+03, 3.000875297927294696e+02, 3.001851268406103941e+02, 3.013000016408732904e+02, 3.012662708802150746e+02, 3.003160915023172493e+02, 2.998878075576064930e+02, 3.007300402662580723e+02, 3.012871370042881836e+02, 3.042410982376281936e+02, 2.996932751425158585e+02, 3.008542265307312960e+02, 3.033667695594154452e+02, 3.011231146002033938e+02, 3.034041684904698286e+02, 3.010652685741665664e+02, 3.020688154366592357e+02
2.095000000000000000e+03, 2.993236450171048091e+02, 3.001265040763336174e+02, 3.013338729979666937e+02, 3.008761081087671982e+02, 3.000861020913268931e+02, 2.999150631161710976e+02, 3.005561213788201371e+02, 3.013764591742158814e+02, 3.039731073104242682e+02, 3.001740844567465842e+02, 3.004173754399197378e+02, 3.034973386816600396e+02, 3.010634546121914354e+02, 3.036732733075476176e+02, 3.011366497848212589e+02, 3.022179685396277478e+02
2.096000000000000000e+03, 2.998236115105464705e+02, 3.002482838019974452e+02, 3.008312268080645708e+02, 3.015504315372145356e+02, 3.004559782592817214e+02, 2.997458220583027924e+02, 3.005430009004192584e+02, 3.013448059025216708e+02, 3.036015929647469420e+02, 2.997475155855649973e+02, 3.008848590811530812e+02, 3.034378240686232857e+02, 3.009039325688285089e+02, 3.035960292691323161e+02, 3.013892621502862426e+02, 3.022813858005673069e+02
2.097000000000000000e+03, 3.000540326505729922e+02, 3.003401884697515811e+02, 3.006135049553982981e+02, 3.017860153142569288e+02, 3.010260576067786928e+02, 3.001287667073991656e+02, 3.010074152683894226e+02, 3.012478049663209845e+02, 3.040045587335053483e+02, 3.000800710668111151e+02, 3.013506233614443772e+02, 3.037009011135826881e+02, 3.015618180244680957e+02, 3.034361794861357566e+02, 3.014529262580928730e+02, 3.021733290265491405e+02
2.098000000000000000e+03, 3.000147038503119461e+02, 3.001143061044571709e+02, 3.012003080580266214e+02, 3.016913322661857251e+02, 3.006601636411805885e+02, 2.998838806902659258e+02, 3.003598074686560153e+02, 3.015291343090257783e+02, 3.039956520895557901e+02, 3.001913770424963559e+02, 3.007782609558256013e+02, 3.039072210462055068e+02, 3.013056017717488544e+02, 3.035234450939404383e+02, 3.015186496215850411e+02, 3.023972121535346673e+02
2.099000000000000000e+03, 3.002343027940277125e+02, 3.001454121036047695e+02, 3.017741134143530530e+02, 3.015997484329272424e+02, 3.001777754427050695e+02, 3.001502512538446013e+02, 3.006145813132376361e+02, 3.018384666305148585e+02, 3.041111553684746127e+02, 2.998697846828822549e+02, 3.011552308226667947e+02, 3.035713470191895453e+02, 3.013592394112486659e+02, 3.037530460087189681e+02, 3.015741635333863542e+02, 3.022482040001713699e+02
2.100000000000000000e+03, 2.999708391972874892e+02, 3.006233943207529364e+02, 3.014051001486022301e+02, 3.022103886922666334e+02, 3.007352093865889628e+02, 3.002158342121177839e+02, 3.012518966342576618e+02, 3.016549944382061881e+02, 3.045044352636763278e+02, 2.997769962385838198e+02, 3.011610096641069845e+02, 3.038853054735309343e+02, 3.014655969553135719e+02, 3.034819529169654970e+02, 3.016297317088944965e+02, 3.022516652296591815e+02
