year, TaiESM1, CMCC-ESM2, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-MM, CNRM-ESM2-1, NorESM2-LM, EC-Earth3-Veg, CESM2-WACCM, IPSL-CM6A-LR
1.947000000000000000e+03, 1.685791793050266496e-10, 1.162582477873675280e-10, 2.194059870413049265e-13, 3.996496112730143985e-10, 4.598266591732030582e-10, 3.301038483653413532e-10, 4.398415269160226202e-10, 2.427846983028410313e-10, 2.092467096855365646e-10, 5.010560399911497245e-11
1.948000000000000000e+03, 1.723520186132706396e-10, 1.263586593795213978e-10, 1.875749882636624956e-13, 4.013896768180745850e-10, 4.698703776689786560e-10, 3.292000927903300129e-10, 4.073623076941122709e-10, 2.305341817490893675e-10, 2.169588244665509967e-10, 5.019979862098657887e-11
1.949000000000000000e+03, 1.772133079590827593e-10, 1.324129323398952063e-10, 1.742139009231711275e-13, 4.070816691435190985e-10, 5.149966076723894173e-10, 3.388759375184832678e-10, 4.470037650683005905e-10, 2.387835900557439014e-10, 2.178965324842208094e-10, 4.992666674648084318e-11
1.950000000000000000e+03, 2.085317473622471117e-10, 1.276066730102036586e-10, 2.379112867271390409e-13, 4.046000331635563969e-10, 5.042490248523411162e-10, 3.460667184378213271e-10, 4.544652393019637109e-10, 2.378212750271089884e-10, 2.228567130475764069e-10, 4.987088622202257793e-11
1.951000000000000000e+03, 2.171885392693265873e-10, 1.330780665140851275e-10, 3.662463936100445318e-13, 4.000757264400845437e-10, 5.413574227335039108e-10, 3.780213482714940992e-10, 4.436121505677968774e-10, 2.663504415108833472e-10, 2.445723627799010061e-10, 6.968276324371558183e-11
1.952000000000000000e+03, 2.252832710766471801e-10, 1.348755877518044472e-10, 4.046034838778799561e-13, 3.974128496713428975e-10, 5.195817606149475341e-10, 3.811077168730947097e-10, 5.393404645799227615e-10, 2.810724117019312709e-10, 2.487988305862388940e-10, 6.982900108869591904e-11
1.953000000000000000e+03, 2.345260072921183605e-10, 1.349301161681096304e-10, 3.971519038435617280e-13, 4.040587222669904538e-10, 5.459562473974733699e-10, 3.865628399527744417e-10, 4.934801288086832073e-10, 2.798183484197113127e-10, 2.576611581046033231e-10, 7.037534638403008492e-11
1.954000000000000000e+03, 2.429588693890756134e-10, 1.401687534427763562e-10, 3.784117538051277031e-13, 4.046333232848156703e-10, 5.767134160527354773e-10, 3.948728510133028997e-10, 5.045914494281874742e-10, 2.760570464739284163e-10, 2.660925987776739783e-10, 7.060589197515570392e-11
1.955000000000000000e+03, 2.485759720691105369e-10, 1.468171797134449812e-10, 3.124708873669022145e-13, 4.023834158869341992e-10, 6.014295017678661280e-10, 4.019492042628262721e-10, 4.718511377062690971e-10, 2.863487165482650881e-10, 2.729879734825176045e-10, 7.133375185492537598e-11
1.956000000000000000e+03, 2.523358244114956242e-10, 1.501822743268731623e-10, 3.692854749051105573e-13, 4.030673036968508473e-10, 5.865951400642351060e-10, 4.087628335819262327e-10, 4.758367293791258781e-10, 2.829288100936589695e-10, 2.800472077808848922e-10, 7.130887598445928718e-11
1.957000000000000000e+03, 2.583556808401958480e-10, 1.522534695860956663e-10, 3.621940541136257418e-13, 4.031741827610645437e-10, 6.686844395120176599e-10, 4.096621903085349512e-10, 4.882379094198858877e-10, 2.952862045958085550e-10, 2.852322899959644674e-10, 7.138473110271881093e-11
1.958000000000000000e+03, 2.641542125324138080e-10, 1.543541950301135751e-10, 2.987970811249727717e-13, 4.023982223344801958e-10, 6.751494575986794448e-10, 4.171454480557633578e-10, 5.536131018111514178e-10, 2.969596035508325316e-10, 2.902168074341413815e-10, 7.187022457838294020e-11
1.959000000000000000e+03, 2.713037247164209093e-10, 1.635661415136857251e-10, 2.455696693554874169e-13, 4.034243423257462846e-10, 7.412119378200501013e-10, 4.182942646353852844e-10, 5.326954493984669464e-10, 2.968881361434352945e-10, 2.969299054145816492e-10, 7.180102502997700338e-11
1.960000000000000000e+03, 2.392632285731580333e-10, 1.618745925072384934e-10, 2.112208958678094274e-13, 3.779784612372836669e-10, 6.938382846099687964e-10, 4.235127443710380682e-10, 5.383182284132560672e-10, 3.161818016979484145e-10, 3.044145551473457969e-10, 7.209405406094509803e-11
1.961000000000000000e+03, 2.430010961986398247e-10, 1.600660757105680878e-10, 1.393346896394017336e-13, 3.588827929374515060e-10, 6.213579249562739642e-10, 2.577551491279296417e-10, 5.064894391006975748e-10, 2.476358274413448384e-10, 2.710190759063800291e-10, 3.447277516888772506e-11
1.962000000000000000e+03, 2.473209104882798048e-10, 1.645737614947837184e-10, 1.089670553397453606e-13, 3.486702294680204895e-10, 6.226086519635082614e-10, 2.493807855532148814e-10, 5.041614830947013786e-10, 2.423164583407190100e-10, 2.732029647469037964e-10, 3.354775927389735169e-11
1.963000000000000000e+03, 2.547079673292157265e-10, 1.704977033478682779e-10, 9.942817383677920035e-14, 3.465838269371537374e-10, 6.207092230935856557e-10, 2.420191040831925605e-10, 5.561982319572304872e-10, 2.311040630616115737e-10, 2.753912013182922047e-10, 3.255340985450000696e-11
1.964000000000000000e+03, 2.607475251816533511e-10, 1.783716751876665929e-10, 1.003996394299207892e-13, 3.417264897402707115e-10, 6.837198859905080419e-10, 2.333706068894156578e-10, 5.476138614955376507e-10, 2.454821430863114029e-10, 2.797981692123155260e-10, 3.166566448337558291e-11
1.965000000000000000e+03, 2.682397824723014530e-10, 1.788544458666976237e-10, 9.703399529383339331e-14, 3.406177330935885189e-10, 6.803352404494031347e-10, 2.249125711491610529e-10, 5.509586395233539934e-10, 2.466702302720950945e-10, 2.875002702256301622e-10, 3.053524135038612515e-11
1.966000000000000000e+03, 2.772857506679696142e-10, 1.798569845781623388e-10, 1.011834652599670590e-13, 3.327373740515879224e-10, 6.700163311120632873e-10, 2.169317383360630901e-10, 5.196371507937738873e-10, 2.467933157654317502e-10, 2.931849364576394013e-10, 2.944958002512570381e-11
1.967000000000000000e+03, 2.872602838175925427e-10, 1.818541577027952793e-10, 9.724346587849139344e-14, 3.248550016478146712e-10, 7.537541844488474257e-10, 2.069891049359794981e-10, 5.575269627613465777e-10, 2.439030885470257882e-10, 3.001086153874018650e-10, 2.852482564791340545e-11
1.968000000000000000e+03, 2.971451689178251888e-10, 1.852913657196924924e-10, 9.452316765008532952e-14, 3.217267517297725235e-10, 7.966139956702579509e-10, 2.013392011921158997e-10, 5.867345308813735738e-10, 2.342674260885229139e-10, 3.070415392878821662e-10, 2.767209437072386840e-11
1.969000000000000000e+03, 3.114074107803875786e-10, 1.977007078758793726e-10, 9.134935231346339756e-14, 3.207519372239711749e-10, 8.476112916403359538e-10, 1.922712379877641661e-10, 6.052070750096757591e-10, 2.481793455138376619e-10, 3.155239926346460955e-10, 2.668191220018710822e-11
1.970000000000000000e+03, 3.212387007966515665e-10, 1.952599715603286272e-10, 8.608192043414444234e-14, 3.180533853248598686e-10, 7.508552560253778306e-10, 1.863135956646403864e-10, 6.482003388020272613e-10, 2.399170167873318263e-10, 3.212395505082386181e-10, 2.544411092123977471e-11
1.971000000000000000e+03, 3.296950017773424241e-10, 1.934514534439275625e-10, 8.083472522762982405e-14, 3.165057975628451714e-10, 7.593686489386294793e-10, 1.378801001264561402e-10, 6.304208800371672638e-10, 2.289912735108442384e-10, 3.163471900776929309e-10, 1.961443853833706249e-11
1.972000000000000000e+03, 3.371259445262408168e-10, 1.947514098346503430e-10, 7.721191148449507747e-14, 3.137815819148436913e-10, 7.116192493401857753e-10, 1.349510251956322218e-10, 6.396618199482961274e-10, 2.386238718428315589e-10, 3.208696753556045826e-10, 1.962695569404622027e-11
1.973000000000000000e+03, 3.408377829004972056e-10, 1.968833353556999828e-10, 7.543188498721986803e-14, 3.100942805432298268e-10, 7.304540165917144877e-10, 1.331376630832190162e-10, 6.185983483230620230e-10, 2.458457405883203516e-10, 3.248468773170544982e-10, 1.930760876215582951e-11
1.974000000000000000e+03, 3.433865216882357676e-10, 1.977077855530414182e-10, 8.885297812131057721e-14, 3.038709672744868605e-10, 7.409550364770189778e-10, 1.292146458742616894e-10, 6.963824013767136769e-10, 2.320165067707275809e-10, 3.315970195115602230e-10, 1.921152450979410147e-11
1.975000000000000000e+03, 3.445959510962849863e-10, 2.055928474900365095e-10, 8.220549244848957722e-14, 3.019971635011703167e-10, 8.008566722983749092e-10, 1.271044191310520896e-10, 7.715407301257705894e-10, 2.344002265129560503e-10, 3.382227538982397463e-10, 1.908888190298794402e-11
1.976000000000000000e+03, 3.449465619305567411e-10, 2.084995980394017318e-10, 9.855963225759398538e-14, 3.017859937923597785e-10, 8.228753804952068229e-10, 1.240081080180105266e-10, 7.487405665469462138e-10, 2.463518676803111336e-10, 3.422722997958845574e-10, 1.910366573249003591e-11
1.977000000000000000e+03, 3.477754767818638967e-10, 2.071672086184434568e-10, 9.967909401189858154e-14, 3.045362906287514412e-10, 8.757502992921064756e-10, 1.220854099844384984e-10, 6.813423735716886027e-10, 2.393748883664817505e-10, 3.472988261318842419e-10, 1.884745034394295525e-11
1.978000000000000000e+03, 3.501204850598450348e-10, 2.124389855873645072e-10, 1.107579210537250643e-13, 3.001790507094624702e-10, 7.848857673804323668e-10, 1.190709408804704395e-10, 6.777371436800856585e-10, 2.545905951256029404e-10, 3.510823444114493045e-10, 1.864775105989478354e-11
1.979000000000000000e+03, 3.508795040436150161e-10, 2.145287938790815197e-10, 9.994643222550693826e-14, 3.032822129131943899e-10, 8.107452275941201318e-10, 1.168296148151033577e-10, 8.300824114795965471e-10, 2.553673654620880253e-10, 3.565626087233337872e-10, 1.859237825140550768e-11
1.980000000000000000e+03, 3.453878928605737714e-10, 2.073175051279816061e-10, 1.117700928642858991e-13, 2.905156710989017312e-10, 8.628466575504291930e-10, 1.172371275101870651e-10, 8.733901976140699859e-10, 2.573646372006975251e-10, 3.620456196134752352e-10, 1.847594024372223015e-11
1.981000000000000000e+03, 3.506905492741264980e-10, 2.107803344829980430e-10, 8.652438172857183213e-14, 2.756495403056685611e-10, 9.374075320800899217e-10, 9.290833441938858396e-11, 8.874116682959163632e-10, 2.210372419326296200e-10, 3.546207084803528620e-10, 1.329863226990513445e-11
1.982000000000000000e+03, 3.549199580918243786e-10, 2.108176627805171147e-10, 7.338001739848956688e-14, 2.687599645638283450e-10, 9.762393107977348014e-10, 9.007924094129267392e-11, 8.915210168739176156e-10, 2.622833976517684471e-10, 3.507611501246796320e-10, 1.306538338422361610e-11
1.983000000000000000e+03, 3.544954331451292625e-10, 2.067413185828713968e-10, 8.496980114904785367e-14, 2.678947574893236202e-10, 9.896799109019338044e-10, 8.789263031788093333e-11, 8.681955697078667682e-10, 2.219137857394352771e-10, 3.495129477164241708e-10, 1.290129174877816987e-11
1.984000000000000000e+03, 3.530396214944902350e-10, 2.005069759098261205e-10, 8.975794487295826623e-14, 2.674721571288938997e-10, 9.936963027712844402e-10, 8.650674730380576751e-11, 8.628088808268489298e-10, 1.828662192441178583e-10, 3.463036997286708771e-10, 1.267527041133779489e-11
1.985000000000000000e+03, 3.588508863135072049e-10, 1.992548105156998669e-10, 8.930244010472975246e-14, 2.596596426724888408e-10, 1.036459773670093222e-09, 8.364459136360105687e-11, 9.005817248888875560e-10, 1.633633098073590475e-10, 3.445201086041379785e-10, 1.245225879449012874e-11
1.986000000000000000e+03, 3.713772060746976315e-10, 2.028627810143993087e-10, 8.886260339051259488e-14, 2.613509755654776061e-10, 1.104132343010844034e-09, 8.226027656407811175e-11, 9.161213843782309811e-10, 1.408454190751348657e-10, 3.444502381325109013e-10, 1.213989340661837005e-11
1.987000000000000000e+03, 3.839596085110029900e-10, 2.060862463560478492e-10, 9.276972231438784615e-14, 2.593651232119456069e-10, 1.056357992043478773e-09, 8.074343283627905741e-11, 9.631287582573713865e-10, 1.261902144043856085e-10, 3.486793132496934528e-10, 1.190565662611122189e-11
1.988000000000000000e+03, 3.965852913820998244e-10, 2.087659699660987846e-10, 2.790658053972841178e-13, 2.526505530987042610e-10, 1.112515531280138246e-09, 7.882599077788528745e-11, 1.054220058995386420e-09, 1.460289010921907180e-10, 3.516074957529720131e-10, 1.154441178793572294e-11
1.989000000000000000e+03, 4.061192054512792033e-10, 2.091762378854063607e-10, 1.490082326015126890e-12, 2.528420471869830160e-10, 1.162236361504308416e-09, 7.720684099797459939e-11, 1.002319717980480206e-09, 1.315973808005384203e-10, 3.516359359317273750e-10, 1.132533200985332508e-11
1.990000000000000000e+03, 4.155616992051583074e-10, 2.142967134549718341e-10, 1.371581489534333938e-12, 2.611376016268067532e-10, 1.223795375891278866e-09, 7.575456718416402460e-11, 8.727422533633978696e-10, 1.259834667135019159e-10, 3.504560849524693030e-10, 1.108277914983820427e-11
1.991000000000000000e+03, 4.156872470493714205e-10, 2.180269378363059186e-10, 7.106099800655559486e-13, 2.641532911862032480e-10, 1.117388410776269460e-09, 8.258230969906854249e-11, 9.952091887496187205e-10, 1.496896956601308034e-10, 3.493208412568288296e-10, 1.303906255045957419e-11
1.992000000000000000e+03, 4.149266120330750409e-10, 2.124114208941623758e-10, 4.897450440576220022e-13, 2.684602867174988865e-10, 1.116177981683710900e-09, 8.370292728854604209e-11, 1.038900077263476373e-09, 1.476945413939565672e-10, 3.479522196404644344e-10, 1.309786124206901653e-11
1.993000000000000000e+03, 4.122730407094388053e-10, 2.105172701866396839e-10, 4.083665501080922540e-13, 2.690683234572986098e-10, 1.130627389749986943e-09, 8.297946308995939505e-11, 1.136144938287506435e-09, 1.539615402583870682e-10, 3.383603170344846983e-10, 1.298175803531004649e-11
1.994000000000000000e+03, 4.252702103093379165e-10, 2.187504074759966662e-10, 3.583049336977819909e-13, 2.633431239670061555e-10, 1.175526569481525255e-09, 8.287330421564559934e-11, 1.078810218304121823e-09, 1.383489797308827315e-10, 3.530073823137837326e-10, 1.312751389352153952e-11
1.995000000000000000e+03, 4.567498632771431205e-10, 2.318303081996620508e-10, 3.395830199188006810e-13, 2.626805433864825906e-10, 1.149859421041256505e-09, 8.354592218078878517e-11, 1.052908205809783974e-09, 1.494840365001759415e-10, 3.691518666481033423e-10, 1.298509831490513013e-11
1.996000000000000000e+03, 4.835088868823485537e-10, 2.415205831576709036e-10, 3.407239998834584841e-13, 2.662959811851568585e-10, 1.189575957188554066e-09, 8.277960239303535954e-11, 1.096050964907988577e-09, 1.523584677574097420e-10, 3.822317121050414825e-10, 1.311772182958488908e-11
1.997000000000000000e+03, 5.072291682486138382e-10, 2.454288018241506744e-10, 3.255015259149242587e-13, 2.677092690179694747e-10, 1.137078615646203317e-09, 8.258982094927024345e-11, 1.193104486716302337e-09, 1.477374128063170275e-10, 3.901750653761439221e-10, 1.311313458607208685e-11
1.998000000000000000e+03, 5.263769320262777270e-10, 2.525676972183601157e-10, 3.073194235807670535e-13, 2.619958742823066194e-10, 1.283989977155731339e-09, 8.213452454919591045e-11, 1.176057460396715643e-09, 1.450535930709170687e-10, 3.974893146070581777e-10, 1.308054123445078227e-11
1.999000000000000000e+03, 5.437543769420721761e-10, 2.571190643397472361e-10, 2.717642594262979008e-13, 2.635298986451469554e-10, 1.401731347551017329e-09, 8.106402492703272382e-11, 1.153971873806368321e-09, 1.408257721144757565e-10, 4.052739818462541865e-10, 1.318322988389745930e-11
2.000000000000000000e+03, 5.912600432864922356e-10, 3.173747932285950130e-10, 3.281471078611111153e-13, 3.414262543982727306e-10, 1.433486666363017368e-09, 8.133482240945339197e-11, 1.265685529075265575e-09, 1.504032352124449053e-10, 4.101452987084958982e-10, 1.320219335891052348e-11
2.001000000000000000e+03, 5.862297655650497014e-10, 2.650218238403558470e-10, 3.709249519143443629e-13, 3.048155127968620984e-10, 1.603500994429416068e-09, 4.188901502011861285e-10, 1.309210740895509101e-09, 2.957401514100915855e-10, 5.327957291503442327e-10, 6.266053563596827416e-11
2.002000000000000000e+03, 6.100730574214563741e-10, 2.765292518763113551e-10, 2.447643720868325119e-13, 2.652848382582205598e-10, 1.456484200505359186e-09, 7.077034177339209594e-11, 1.240546299972764749e-09, 1.130926135849457042e-10, 4.222171388021428951e-10, 7.652391984979023909e-12
2.003000000000000000e+03, 6.310919220125568083e-10, 2.790033658330669493e-10, 1.756135428896035944e-13, 2.522030117497944851e-10, 1.451307599558146882e-09, 1.058481483650637091e-10, 1.333983028399935978e-09, 1.383108859609706132e-10, 4.544429222772111808e-10, 1.720540269510208923e-11
2.004000000000000000e+03, 6.710387522392136994e-10, 2.992197782763596367e-10, 1.920626694534234243e-13, 2.437477185770881889e-10, 1.420917998589882745e-09, 5.485859520210113749e-11, 1.379854880556050423e-09, 1.063922874883968009e-10, 4.190656354066312106e-10, 8.202090396821049253e-12
2.005000000000000000e+03, 6.851685547003118408e-10, 2.883456164652225007e-10, 1.968573504451420074e-13, 2.479124828617029419e-10, 1.409465698592039509e-09, 1.078575670952963255e-10, 1.394283897311157467e-09, 1.315346702447203807e-10, 4.543512628936029621e-10, 2.081292240415942673e-11
2.006000000000000000e+03, 7.182312824404290224e-10, 2.947554920988275399e-10, 1.744495963371541535e-13, 2.469555603202606183e-10, 1.444432806320211411e-09, 9.407755787325377612e-11, 1.367804055204081527e-09, 1.157973060551704516e-10, 4.618091758943135326e-10, 1.244261873349666659e-11
2.007000000000000000e+03, 7.761705909823867450e-10, 3.326436098537549888e-10, 4.151710513554414942e-13, 2.428269605780015321e-10, 1.548662790728430887e-09, 5.394223481931406065e-11, 1.312751874292648720e-09, 1.245254215862919908e-10, 4.348280594716375345e-10, 8.806791447598617848e-12
2.008000000000000000e+03, 7.954484320436187877e-10, 3.123453487545870762e-10, 4.932018019365865136e-13, 2.608472827620889987e-10, 1.604806388822723682e-09, 1.362798567136831229e-10, 1.466540203641695368e-09, 1.312344500810225402e-10, 4.562638297258981789e-10, 2.605215536079191372e-11
2.009000000000000000e+03, 8.478821042972712348e-10, 3.299342548502196136e-10, 7.647817886214643736e-13, 2.507891895520339593e-10, 1.658243165684411089e-09, 1.871667959483667886e-10, 1.467573659715300665e-09, 1.961955021853041023e-10, 4.961943296177458542e-10, 2.183595995866511249e-11
2.010000000000000000e+03, 8.824395606461550401e-10, 3.197266113658124372e-10, 8.090449521925373149e-13, 2.505393092310708136e-10, 1.572319568015133335e-09, 1.023023853417752208e-10, 1.485258408625112547e-09, 1.606681238980016015e-10, 4.717310466577529610e-10, 1.013360431342470798e-11
2.011000000000000000e+03, 9.175064085476762974e-10, 3.052206855452946319e-10, 4.598012779376433392e-13, 2.450761224140778961e-10, 1.669450000028321278e-09, 2.074634017784717127e-10, 1.522487291861782044e-09, 1.340624220388451925e-10, 4.913862861026777587e-10, 1.851648010890427126e-11
2.012000000000000000e+03, 9.743898232538154494e-10, 3.091444707768758176e-10, 4.035620990227001412e-13, 2.391366991060210850e-10, 1.747439186992870937e-09, 4.687548430163456520e-11, 1.590150965758189191e-09, 1.263566395508510501e-10, 4.430907839642421245e-10, 6.873958346744189019e-12
2.013000000000000000e+03, 1.034644944833817824e-09, 3.068921312784680609e-10, 5.631629309670732024e-13, 2.355593926365247580e-10, 1.814430163213783208e-09, 1.311363902836084332e-10, 1.603821878889534480e-09, 1.241776545944293145e-10, 4.734117568186426893e-10, 1.912445416298569693e-11
2.014000000000000000e+03, 1.116214439278279688e-09, 2.985902978526907172e-10, 4.391281729321315952e-13, 2.359836008891049101e-10, 1.748766338818444648e-09, 1.107583731093865565e-10, 1.656695235596073844e-09, 1.231805596471041438e-10, 4.673981104418036961e-10, 9.417320558192206974e-12
