year, EC-Earth3-Veg, CMCC-CM2-SR5, CNRM-ESM2-1, UKESM1-0-LL, MPI-ESM1-2-LR, IPSL-CM6A-LR, MIROC-ES2L, CESM2-WACCM, ACCESS-ESM1-5
1.956000000000000000e+03, 5.651062182521678079e-02, 6.920960897948997825e-01, 4.112751723551819061e-02, 1.590750241904950388e-02, 1.270014179058766901e+00, 1.351593050475397573e-01, 7.347138874634205896e-01, 9.776548971970080437e-01, 1.392158799278389703e+00
1.957000000000000000e+03, 5.664599861055060609e-02, 6.953279741914248913e-01, 4.029916679716522704e-02, 1.536344244365756527e-02, 1.284273773211307645e+00, 1.364128339795706857e-01, 7.505938828000190410e-01, 9.827890291878208506e-01, 1.397050256711777516e+00
1.958000000000000000e+03, 5.694326948754684092e-02, 6.989625646282335847e-01, 3.891771896367200723e-02, 1.498677286459583480e-02, 1.298189457249555367e+00, 1.377263652338565347e-01, 7.667652168934318002e-01, 9.900766779196434886e-01, 1.405031247457663834e+00
1.959000000000000000e+03, 5.744612733541473032e-02, 7.028119372334049597e-01, 3.701777068403135085e-02, 1.617510805900390647e-02, 1.307322721917288710e+00, 1.393341606331818805e-01, 7.806644748475163320e-01, 9.956406689190034909e-01, 1.412365606815351393e+00
1.960000000000000000e+03, 5.808738759058534873e-02, 7.057607804459488099e-01, 3.449225313214950017e-02, 1.625049704990478086e-02, 1.309850014402165641e+00, 1.409847773572581175e-01, 7.698391371809618633e-01, 1.001013092274721794e+00, 1.420509432016882512e+00
1.961000000000000000e+03, 5.563056653904323995e-02, 7.080777307763963524e-01, 3.149632538176889984e-02, 1.508664649088887512e-02, 1.302388794868927002e+00, 1.407959859980582873e-01, 7.644225509806652497e-01, 1.007937557251993521e+00, 1.403135436480972054e+00
1.962000000000000000e+03, 5.327867726364515777e-02, 7.096503684226084241e-01, 2.865955752117656241e-02, 1.435683154206277880e-02, 1.301856645509775756e+00, 1.411397278710588843e-01, 7.629022190845561324e-01, 1.009815107884649343e+00, 1.389773736271195270e+00
1.963000000000000000e+03, 5.102751101414429447e-02, 7.103957236835546363e-01, 2.599527127861387538e-02, 1.380703978755442284e-02, 1.305411167077482393e+00, 1.423967461010818836e-01, 7.647935011345176060e-01, 1.012732297986500329e+00, 1.378129832349648920e+00
1.964000000000000000e+03, 4.887919715702576662e-02, 7.124876329492333404e-01, 2.350134658326642062e-02, 1.334062347913067027e-02, 1.302286867877352483e+00, 1.445587698335943361e-01, 7.678084250013779144e-01, 1.021811879937081669e+00, 1.368437203574276451e+00
1.965000000000000000e+03, 4.682882793826359524e-02, 7.165884548610732541e-01, 2.116250513790899485e-02, 1.292588455394964517e-02, 1.299708350881373597e+00, 1.448984541187144370e-01, 7.683771977379389995e-01, 1.030741737842853389e+00, 1.360025302054384433e+00
1.966000000000000000e+03, 4.488109303085430907e-02, 7.207009985916760231e-01, 1.901993238046171056e-02, 1.255148761141724502e-02, 1.302155285145934593e+00, 1.456136798152847245e-01, 7.693279807530057912e-01, 1.033160501167198930e+00, 1.351953376976368082e+00
1.967000000000000000e+03, 4.302177772768173147e-02, 7.234299173830412988e-01, 1.707562763147972909e-02, 1.220403872663447693e-02, 1.302551520416697750e+00, 1.475034972476616524e-01, 7.747453877719283621e-01, 1.038472792966451896e+00, 1.344046653629433763e+00
1.968000000000000000e+03, 4.123972793312186830e-02, 7.261847354766147733e-01, 1.533645487725411594e-02, 1.188109313423019349e-02, 1.307416994693555878e+00, 1.484257025258803320e-01, 7.795103212395069203e-01, 1.050890828395940613e+00, 1.337344651589797540e+00
1.969000000000000000e+03, 3.954077252394311986e-02, 7.291029846007602844e-01, 1.379742974007311732e-02, 1.158240476830184329e-02, 1.307001100177519692e+00, 1.489922895509926959e-01, 7.823768864881600615e-01, 1.056589144143379677e+00, 1.333696069378633497e+00
1.970000000000000000e+03, 3.791800511871901147e-02, 7.312140945912617429e-01, 1.256898353590781524e-02, 1.130064029080028731e-02, 1.308363508708835665e+00, 1.500589323345016268e-01, 7.874356680518436180e-01, 1.056298868796493373e+00, 1.326769205243441663e+00
1.971000000000000000e+03, 3.644859154336418244e-02, 7.335267564525743689e-01, 1.146822869912146950e-02, 1.103707829066136008e-02, 1.321264631885294971e+00, 1.510036338956308177e-01, 7.896426255999307031e-01, 1.057953661618684871e+00, 1.321661814790173306e+00
1.972000000000000000e+03, 3.504335470220414778e-02, 7.356841692733230298e-01, 1.045844852595421981e-02, 1.079258383422441493e-02, 1.324066992694251876e+00, 1.518974137183695672e-01, 7.896883746622611611e-01, 1.066786132575139323e+00, 1.317373901026182015e+00
1.973000000000000000e+03, 3.369444239957409409e-02, 7.368735067336774636e-01, 9.539959284156022262e-03, 1.056402238970170250e-02, 1.336125690930468624e+00, 1.523183267414349451e-01, 7.922317257647080169e-01, 1.068780262784451596e+00, 1.313393213635490220e+00
1.974000000000000000e+03, 3.240785655282146099e-02, 7.381023740384076159e-01, 8.718148432477881848e-03, 1.034896917993244521e-02, 1.333986617800934971e+00, 1.535151466154223709e-01, 7.949635973351175666e-01, 1.078264864700108294e+00, 1.309636137454648352e+00
1.975000000000000000e+03, 3.117254069672037095e-02, 7.396536551967867190e-01, 7.994805127648193024e-03, 1.014710422091557630e-02, 1.335918514410882052e+00, 1.543108935368061596e-01, 7.999639564347048593e-01, 1.079884723118738954e+00, 1.306182871351210251e+00
1.976000000000000000e+03, 2.999849696391594656e-02, 7.416138932815230511e-01, 7.366434206714596658e-03, 9.956930349988703938e-03, 1.344587898873716769e+00, 1.546475225614839799e-01, 8.025893313895204884e-01, 1.085292410201623925e+00, 1.303209506048997879e+00
1.977000000000000000e+03, 2.887500993701207566e-02, 7.431337829247661730e-01, 6.830864636889782959e-03, 9.776366805847364408e-03, 1.350207135817608872e+00, 1.548352016150665311e-01, 8.030979414688226292e-01, 1.090132953564538987e+00, 1.299808364943940919e+00
1.978000000000000000e+03, 2.779959403493171763e-02, 7.435267504118959758e-01, 6.396166737037694769e-03, 9.605285381801279693e-03, 1.350665071421275121e+00, 1.541159967485174198e-01, 8.039908974250096207e-01, 1.092283992142767612e+00, 1.296315301711122636e+00
1.979000000000000000e+03, 2.677081662044699176e-02, 7.424374379700183768e-01, 6.066274722420546099e-03, 9.443594560736049207e-03, 1.349827119349060967e+00, 1.538115811661064369e-01, 8.045349065926580279e-01, 1.091905972428523830e+00, 1.292274073599856132e+00
1.980000000000000000e+03, 2.579256006908174984e-02, 7.402050919127562967e-01, 5.948054587739507598e-03, 9.289593795756346736e-03, 1.349254428553470664e+00, 1.539763568307189467e-01, 8.049068187206441793e-01, 1.091183087789743933e+00, 1.288061391665236144e+00
1.981000000000000000e+03, 2.482580874910365540e-02, 7.381107387736189906e-01, 5.650130168083188596e-03, 9.142442122968722634e-03, 1.361417430854747757e+00, 1.540407710537687602e-01, 8.069436259663353983e-01, 1.097603042316486421e+00, 1.283469501445510641e+00
1.982000000000000000e+03, 2.390168186648683468e-02, 7.365338726032224503e-01, 5.366274252416284793e-03, 9.002965402755047988e-03, 1.353367440669634103e+00, 1.541281930269426115e-01, 8.085360727901426126e-01, 1.088652894032548168e+00, 1.279305842183009911e+00
1.983000000000000000e+03, 2.301811492114124238e-02, 7.350345162076946659e-01, 5.093214155519920280e-03, 8.869566108143931912e-03, 1.347428086301674321e+00, 1.538530399658445680e-01, 8.088092441815613043e-01, 1.087889867732066307e+00, 1.275256041055765621e+00
1.984000000000000000e+03, 2.217291319419727180e-02, 7.336283951158398819e-01, 4.832156801431640447e-03, 8.741356866198935968e-03, 1.353526392851245985e+00, 1.543373372852893388e-01, 8.143396257805073368e-01, 1.092721770211538823e+00, 1.271208064540559679e+00
1.985000000000000000e+03, 2.136919354828883261e-02, 7.333580427649428746e-01, 4.597070883554611395e-03, 8.617325463735590191e-03, 1.357343340680832400e+00, 1.545434556541749882e-01, 8.210018362904575318e-01, 1.099910482384347299e+00, 1.267579997740855946e+00
1.986000000000000000e+03, 2.060144712288740354e-02, 7.339147125261329396e-01, 4.375615256286295371e-03, 8.498000532328818524e-03, 1.354785707943978457e+00, 1.552095386569073976e-01, 8.307083679425566469e-01, 1.102844566158790673e+00, 1.264014564884070824e+00
1.987000000000000000e+03, 1.986864901810902334e-02, 7.347530417816858783e-01, 4.166018008245998133e-03, 8.382967394508200262e-03, 1.353776926279822268e+00, 1.560170299250670245e-01, 8.444751451269552067e-01, 1.094965249501301585e+00, 1.266896971226886048e+00
1.988000000000000000e+03, 1.917066544454212873e-02, 7.366511320464463886e-01, 3.965546773066691739e-03, 8.272341716381803600e-03, 1.364841404921331991e+00, 1.567322764463248974e-01, 8.557505479251673597e-01, 1.099073473112164523e+00, 1.263589924031047973e+00
1.989000000000000000e+03, 1.850780476953655176e-02, 7.391189344727743249e-01, 3.775171638915812526e-03, 8.166393517443547301e-03, 1.367324044537727712e+00, 1.572013998608808305e-01, 8.649628046452375596e-01, 1.100115884122589094e+00, 1.260759615763622943e+00
1.990000000000000000e+03, 1.787206222911975895e-02, 7.413651834092125359e-01, 3.594236167497854347e-03, 8.072143946904442383e-03, 1.377540143462925748e+00, 1.574963143984431935e-01, 8.725679309254267269e-01, 1.101569422046632551e+00, 1.279353226895752815e+00
1.991000000000000000e+03, 1.729046024199027559e-02, 7.433171933427779043e-01, 4.114136679337553233e-03, 7.979916662173047390e-03, 1.373891624935698497e+00, 1.561626042353583266e-01, 8.735664173034122237e-01, 1.102286848087991933e+00, 1.275965772082896077e+00
1.992000000000000000e+03, 1.676261327293242925e-02, 7.430608595520159509e-01, 4.571267299224252532e-03, 7.880521798113333809e-03, 1.366982524074590311e+00, 1.504195128598276032e-01, 8.581734886834425646e-01, 1.095228215104893987e+00, 1.272659898760674313e+00
1.993000000000000000e+03, 1.628577770085392479e-02, 7.352046310911714011e-01, 4.979986723272698292e-03, 7.785138358395564569e-03, 1.351394495427547637e+00, 1.446208446034237816e-01, 8.360693805175314353e-01, 1.073833778975009867e+00, 1.265231945393451740e+00
1.994000000000000000e+03, 1.584169065675839275e-02, 7.193583008300158399e-01, 5.338054609163514833e-03, 7.693642576329616511e-03, 1.327866750146669439e+00, 1.369013538306754207e-01, 8.068202434156076519e-01, 1.046564402149820161e+00, 1.256344549236730668e+00
1.995000000000000000e+03, 1.547542738354708985e-02, 6.982419638480954482e-01, 5.658365618668860335e-03, 7.609448792595498341e-03, 1.293885684304876493e+00, 1.343601145928665364e-01, 7.892031794119008792e-01, 1.009322766208110789e+00, 1.245742787050136746e+00
1.996000000000000000e+03, 1.512738298722215297e-02, 6.772419320508802354e-01, 5.924301713833356881e-03, 7.532735601067138374e-03, 1.277940131059471573e+00, 1.293343071074499750e-01, 7.719378454834350256e-01, 9.826387895403416728e-01, 1.236553733118276766e+00
1.997000000000000000e+03, 1.479084728740655101e-02, 6.594638639766636778e-01, 6.148296381095924058e-03, 7.446238494079180335e-03, 1.269853551212811738e+00, 1.289266664680126240e-01, 7.633135448392825984e-01, 9.559641895138862866e-01, 1.227585398060859534e+00
1.998000000000000000e+03, 1.447421655387323008e-02, 6.462661381368682845e-01, 6.343729929896908815e-03, 7.360335095518105546e-03, 1.250041949333292601e+00, 1.244065151900752564e-01, 7.527001762513675365e-01, 9.408935400706739394e-01, 1.220717114521296054e+00
1.999000000000000000e+03, 1.422295946065920726e-02, 6.363645446067146549e-01, 6.500284822123024442e-03, 7.287568348224384568e-03, 1.246831621474793872e+00, 1.226635290957798219e-01, 7.487136482983526298e-01, 9.260337289391676885e-01, 1.213235101535300453e+00
2.000000000000000000e+03, 1.400333382910919945e-02, 6.284662639022394748e-01, 6.601762971657091326e-03, 7.212349391228120056e-03, 1.248648888477567942e+00, 1.210961826014844978e-01, 7.509201994874327157e-01, 9.181912691775077073e-01, 1.207448101073726576e+00
2.001000000000000000e+03, 1.340663054096539325e-02, 6.238010157756044283e-01, 6.206855211324221848e-03, 7.119007956954441149e-03, 1.240708872019255615e+00, 1.197659249827543737e-01, 7.497028166158173912e-01, 9.144505791955627183e-01, 1.202848390088010699e+00
2.002000000000000000e+03, 1.297887582669665293e-02, 6.206077430633125669e-01, 5.637585755677263465e-03, 7.036937473391097209e-03, 1.230885010875642394e+00, 1.176311292734419089e-01, 7.478215121469864446e-01, 9.112803177380840447e-01, 1.194164073855170871e+00
2.003000000000000000e+03, 1.260340019791402096e-02, 6.181003118746883906e-01, 5.423693590899759942e-03, 6.976039808655603268e-03, 1.223224165966588117e+00, 1.162119622981706013e-01, 7.449240499079599065e-01, 9.095125575234290771e-01, 1.187974067312699722e+00
2.004000000000000000e+03, 1.213800974735972614e-02, 6.260134006065292134e-01, 4.905780702299651803e-03, 7.801941702323230560e-03, 1.283425190720584030e+00, 1.149410296412453625e-01, 9.441991775957160327e-01, 9.122528464996463304e-01, 1.181764847447425160e+00
2.005000000000000000e+03, 2.825504715670340908e-02, 6.328922986879012003e-01, 2.824033355032485107e-02, 8.316057136437475863e-03, 1.288254577277349044e+00, 1.428809938069942886e-01, 8.502180543528236045e-01, 9.602273260260474341e-01, 1.424304052874023618e+00
2.006000000000000000e+03, 2.712186185045768749e-02, 6.296549080049016478e-01, 2.583082500021120081e-02, 7.304868557539609918e-03, 1.259536558352433389e+00, 1.389457548480105276e-01, 8.167003766694839184e-01, 9.468699442805935673e-01, 1.381911491866606445e+00
2.007000000000000000e+03, 2.610475210921142999e-02, 6.270377712978232321e-01, 2.354214011655945613e-02, 6.888423634867712510e-03, 1.252184921067128975e+00, 1.368345763741301568e-01, 7.969053540651733769e-01, 9.420201167878576864e-01, 1.357255325398628143e+00
2.008000000000000000e+03, 2.513103991743666915e-02, 6.263160267649480195e-01, 2.139725365105238017e-02, 6.691380487310560204e-03, 1.245308524985230036e+00, 1.298984354206645653e-01, 7.734127952832131614e-01, 9.370560611549526575e-01, 1.340756122125476457e+00
2.009000000000000000e+03, 2.423213606782163507e-02, 6.261609214903072207e-01, 1.933791029762289490e-02, 6.661686219516756331e-03, 1.239291332394651057e+00, 1.254018601962857138e-01, 7.541017124734069599e-01, 9.306343803693191141e-01, 1.325090970994178941e+00
2.010000000000000000e+03, 2.973974323169430514e-02, 6.235888705492929063e-01, 1.894343305943267664e-02, 6.583546802723195222e-03, 1.246520570050027032e+00, 1.224956984577771635e-01, 7.815191499500855343e-01, 9.322499979264063930e-01, 1.386706606471675984e+00
2.011000000000000000e+03, 2.689272912114822056e-02, 6.196771500406874633e-01, 2.066968021970660985e-02, 6.462905409311514929e-03, 1.246588783480890417e+00, 1.260876021164101524e-01, 7.639384227046225329e-01, 9.267019179582572930e-01, 1.388985367985519748e+00
2.012000000000000000e+03, 2.574825365633462426e-02, 6.181182879747694203e-01, 1.808823165752267842e-02, 6.373928399776340563e-03, 1.238272714013958220e+00, 1.216580180505307945e-01, 7.635022910263521423e-01, 9.215555324441790930e-01, 1.368451815392567106e+00
2.013000000000000000e+03, 2.487641575321968349e-02, 6.183821973262082494e-01, 1.619473773039476275e-02, 6.295171785900599386e-03, 1.232885886606638559e+00, 1.188789696962544024e-01, 7.620520103804987455e-01, 9.225175544290520335e-01, 1.372055068327196370e+00
2.014000000000000000e+03, 2.392930227684600050e-02, 6.190371709272620704e-01, 1.206217440322289100e-02, 6.217408778308547608e-03, 1.233133830714106427e+00, 1.170700996519136311e-01, 7.652724129091059702e-01, 9.198347488793453541e-01, 1.356818607068666749e+00
