year, ACCESS-ESM1-5, EC-Earth3-Veg, CESM2-WACCM, MPI-ESM1-2-LR, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, CanESM5, NorESM2-MM, MIROC-ES2L, TaiESM1, CNRM-ESM2-1, CMCC-CM2-SR5
2.090000000000000000e+03, 5.054724424119345194e+00, 7.420706260474535298e+00, 4.398817528434988411e+00, 3.262198610919310227e+01, 3.301048126979765573e+00, 8.470644760779983073e+00, 2.431289100434732475e+01, 2.905733491119741885e+01, 3.654984167595637157e+00, 3.849125375631452073e+01, 2.512372680388541113e+00, 2.294657497641128074e+01, 6.758766520655269616e+00
2.091000000000000000e+03, 5.164817641116033364e+00, 7.152361349399945389e+00, 4.161541922959807849e+00, 3.255208371831780312e+01, 3.236552939131445150e+00, 8.245685409133059807e+00, 2.425278484289988512e+01, 2.925561887986711440e+01, 3.457195395180572284e+00, 3.863710877549551981e+01, 1.782687216429016175e+00, 2.290200780171044315e+01, 5.903041603668423676e+00
2.092000000000000000e+03, 5.176426356325139366e+00, 6.605929475909325888e+00, 4.359311988982870645e+00, 3.255414676723247425e+01, 3.417247032336434120e+00, 8.138875532853566241e+00, 2.440885089790913298e+01, 2.897618422185312781e+01, 3.458064101405935897e+00, 3.869727487762580864e+01, 2.272288680285313944e+00, 2.290550910115336336e+01, 6.924021270531494743e+00
2.093000000000000000e+03, 5.173728171754436111e+00, 6.389619703283416108e+00, 4.194693618974463689e+00, 3.266553419858793461e+01, 3.179693195696268404e+00, 8.143708291763925189e+00, 2.426910507696243613e+01, 2.879025063214564284e+01, 3.683351256409631347e+00, 3.867594872274957396e+01, 3.091134643460288434e+00, 2.280111881291496445e+01, 7.475622094956135832e+00
2.094000000000000000e+03, 5.116130590950411339e+00, 6.671594439831489254e+00, 4.288704161452704611e+00, 3.273903537121721286e+01, 3.277129502192927646e+00, 8.071226672936148816e+00, 2.407828593152303753e+01, 2.901937164530591673e+01, 3.661268251944629348e+00, 3.869194830885884784e+01, 2.202750509139067780e+00, 2.262632329768526773e+01, 6.915550110399812489e+00
2.095000000000000000e+03, 5.178479769628271612e+00, 7.333324559637763862e+00, 4.371134603845308497e+00, 3.275537103011761531e+01, 3.244401858242559555e+00, 7.909835489215960358e+00, 2.418667940786603410e+01, 2.900315648469945629e+01, 3.466137833425278814e+00, 3.879587867926009181e+01, 2.146012668269565271e+00, 2.265193337943259166e+01, 7.130029075220075896e+00
2.096000000000000000e+03, 5.094380449086536089e+00, 7.127382263895226444e+00, 4.176106941053085997e+00, 3.276055607535217007e+01, 3.340826260561514882e+00, 7.975903556179683385e+00, 2.404395772657214536e+01, 2.974335629921404589e+01, 3.725786820806173072e+00, 3.877107741021439580e+01, 2.345773747681830557e+00, 2.246688656732882450e+01, 6.258851135076523242e+00
2.097000000000000000e+03, 4.936362619142540709e+00, 6.743506778451863859e+00, 4.350027850979596877e+00, 3.288911313073837306e+01, 3.347730336163019516e+00, 7.873843097376730604e+00, 2.385041146932216094e+01, 2.954782840604875460e+01, 3.743453075181330636e+00, 3.877675550835159157e+01, 2.100228210252528704e+00, 2.226821849500120010e+01, 6.967659517439146022e+00
2.098000000000000000e+03, 4.750308615687830027e+00, 6.653454020317897566e+00, 4.322846387552234937e+00, 3.269460149742894117e+01, 3.297452431694655406e+00, 7.632009744588745370e+00, 2.391613715159296305e+01, 2.963771473708773385e+01, 3.723252236957734329e+00, 3.888950566779570295e+01, 2.444227181057448295e+00, 2.216138202437600668e+01, 7.253988904511875724e+00
2.099000000000000000e+03, 4.724873485115809402e+00, 6.917782104015866018e+00, 4.376445382480781632e+00, 3.275720688391076152e+01, 3.316834281253053796e+00, 7.593428267218373939e+00, 2.381806327881841057e+01, 2.913010938523293447e+01, 3.472930090204138232e+00, 3.934300560641091948e+01, 1.675031597654853988e+00, 2.245925774840959832e+01, 7.101730224970782324e+00
2.100000000000000000e+03, 4.615814951510374797e+00, 7.653304635626209773e+00, 4.462850444418371865e+00, 3.280207586113412077e+01, 3.322103023383917719e+00, 7.449444469940172731e+00, 2.385579924031466703e+01, 2.934169166403737705e+01, 3.665866895919182689e+00, 3.942342273161688126e+01, 2.536721600285874345e+00, 2.218805767814704666e+01, 6.589703479840748557e+00
