year, IPSL-CM6A-LR, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, CanESM5, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, INM-CM4-8, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, INM-CM5-0, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM
2.077000000000000000e+03, 1.682775677297796690e+01, 1.613059105153762118e+01, 1.120930334417277763e+01, 8.131832019634638087e+00, 3.553063660849807803e+01, 1.516218662919591686e+01, 1.387582464184995423e+01, 8.832718140356515590e+00, 2.300074389697742916e+01, 8.149101884534646345e+00, 1.691424699513644114e+01, 1.087493267644370576e+01, 2.330323414809104676e+01, 5.156280326897197952e+00, 1.055541147066610996e+01, 1.080350436272397374e+01
2.078000000000000000e+03, 1.769879757210786764e+01, 1.540202245127013825e+01, 1.035532333643748615e+01, 8.878206489938621715e+00, 3.483527138306213544e+01, 1.546592517509049536e+01, 1.390672618736949318e+01, 8.473881026615783796e+00, 2.259151766421836882e+01, 8.887738000243579961e+00, 1.699596850780057622e+01, 1.098039687664807929e+01, 2.236640564097551831e+01, 6.707670798103053222e+00, 1.002452695000011396e+01, 1.144894259283377380e+01
2.079000000000000000e+03, 1.705027153727897371e+01, 1.556978181386867099e+01, 1.135245806386858192e+01, 8.749796636046461629e+00, 3.546261953251241295e+01, 1.599090796461182507e+01, 1.693774646168352049e+01, 8.817773610326179679e+00, 2.108438335432417787e+01, 8.037111846856801023e+00, 1.658022607447987440e+01, 1.145572153815234628e+01, 2.356566738674193573e+01, 5.296042900052976066e+00, 1.138606680422149608e+01, 1.144802842439097823e+01
2.080000000000000000e+03, 1.715730407497128596e+01, 1.545926128365347019e+01, 1.107179231008817766e+01, 8.198742693637024459e+00, 3.528325487588688247e+01, 1.518950931552175909e+01, 1.492962727155531688e+01, 9.175306978592320917e+00, 2.245753281564018522e+01, 8.077135704760456392e+00, 1.584480688378844349e+01, 1.058152872581785253e+01, 2.286687591052160329e+01, 5.945453758095619712e+00, 1.195885817200526269e+01, 1.121991621149678942e+01
2.081000000000000000e+03, 1.749904201349687582e+01, 1.537364637029774173e+01, 1.065644637300980335e+01, 8.906105709845492768e+00, 3.486998401687451121e+01, 1.506354386259690870e+01, 1.520954579591749223e+01, 8.688086068666994066e+00, 2.270365789190294947e+01, 8.431553552742514057e+00, 1.628081553543435334e+01, 1.102881167670413376e+01, 2.299924549002747298e+01, 5.664238810613857922e+00, 1.146295747387043029e+01, 1.141859297032782550e+01
2.082000000000000000e+03, 1.745853590921658594e+01, 1.531597903147371476e+01, 1.070718230327920573e+01, 8.709415989817637538e+00, 3.626173896452228718e+01, 1.553180465023898371e+01, 1.665006712469977757e+01, 9.099252856147806767e+00, 2.271615369101190041e+01, 8.292725826009272438e+00, 1.580561648523355167e+01, 1.092185167199480489e+01, 2.279252210856711613e+01, 5.082830184822532793e+00, 1.224860996249870659e+01, 1.128082574096763047e+01
2.083000000000000000e+03, 1.763779707704620847e+01, 1.492382458998891970e+01, 1.063087920208289638e+01, 8.412521937182894760e+00, 3.561357751047803077e+01, 1.564992588414571806e+01, 1.553671032312806055e+01, 9.191288141300377745e+00, 2.290171435807658540e+01, 8.426574505164440509e+00, 1.639590369052546848e+01, 1.161312710007208082e+01, 2.302970239699821775e+01, 5.108169822560489237e+00, 1.119637298903410816e+01, 1.183291239969591047e+01
2.084000000000000000e+03, 1.636614614596184580e+01, 1.640180895676551742e+01, 1.127106006969690988e+01, 8.788415280680927921e+00, 3.592886730691640906e+01, 1.615508455902870466e+01, 1.500119143367587959e+01, 9.066991936426695986e+00, 2.348963266024110297e+01, 8.382930997851829602e+00, 1.684602340540968157e+01, 1.034097913441441285e+01, 2.315295033166173866e+01, 5.387783114439490539e+00, 1.123804588313103281e+01, 1.242654787702644015e+01
2.085000000000000000e+03, 1.818866111268723884e+01, 1.517069446841507663e+01, 1.066109412628557607e+01, 8.874264405576772319e+00, 3.618515628827033481e+01, 1.560918311248743606e+01, 1.554233302939033479e+01, 9.457777945281561571e+00, 2.314128642470258868e+01, 8.577769621761287766e+00, 1.600621630102208925e+01, 1.074137769523750308e+01, 2.315661801733899949e+01, 5.924368763286105732e+00, 1.200816251161991666e+01, 1.172038004610161899e+01
2.086000000000000000e+03, 1.870670187532189388e+01, 1.507891959694591399e+01, 1.066963065652064024e+01, 9.068077734713261506e+00, 3.613664749658533282e+01, 1.497056693979235042e+01, 1.727387137968123909e+01, 9.219865844975853264e+00, 2.319779191200066393e+01, 8.349018266374113040e+00, 1.522991963780993530e+01, 1.172255685420184612e+01, 2.423341169285781049e+01, 5.440103033963466395e+00, 1.159715802834381648e+01, 1.105666666022485245e+01
2.087000000000000000e+03, 1.817050527986613062e+01, 1.575185313076585736e+01, 1.135150172561619186e+01, 8.196070246469950860e+00, 3.680387941309506772e+01, 1.625153710103504423e+01, 1.526819203490525467e+01, 8.980755219899714703e+00, 2.264252233713320805e+01, 8.523585339381574144e+00, 1.600973919162394310e+01, 1.103295845823053511e+01, 2.397362197525892569e+01, 5.791484898831162020e+00, 1.220035567607951776e+01, 1.186374285638389736e+01
2.088000000000000000e+03, 1.755912447788473330e+01, 1.579541454223366337e+01, 1.058010453393108818e+01, 8.788936166694435670e+00, 3.714166184760372857e+01, 1.632707218621042955e+01, 1.757909682366691229e+01, 9.093901394622186274e+00, 2.377543056406423005e+01, 8.605926516001666471e+00, 1.655167109754455623e+01, 1.070945638118400645e+01, 2.435809171620982028e+01, 4.443993339064883585e+00, 1.223271116603919140e+01, 1.175461737476071455e+01
2.089000000000000000e+03, 1.787753608313047593e+01, 1.561857010482328789e+01, 1.033991322699962012e+01, 8.751101807559882317e+00, 3.781905788977235972e+01, 1.525884864826580944e+01, 1.588349830928981277e+01, 9.103055987321296172e+00, 2.347233401001402697e+01, 8.644080052756789811e+00, 1.644097970485671922e+01, 1.115356632280923677e+01, 2.378129102510526494e+01, 4.592528956355515390e+00, 1.098393743914711784e+01, 1.085216562429172882e+01
2.090000000000000000e+03, 1.821252436084560244e+01, 1.503085678201956021e+01, 1.005978959187335775e+01, 8.791248719440375226e+00, 3.675032035231506455e+01, 1.603832359094237603e+01, 1.613923440915824514e+01, 8.988476282653204308e+00, 2.418363019473396136e+01, 8.531699486550502698e+00, 1.531789253183578658e+01, 1.061967158536202938e+01, 2.365750086897647719e+01, 5.209443213329914002e+00, 1.179639857530774272e+01, 1.092565173034286374e+01
2.091000000000000000e+03, 1.851615246126933556e+01, 1.574053341279940810e+01, 1.070303391904068313e+01, 9.422399160272261653e+00, 3.761810385474750262e+01, 1.625145740902551950e+01, 1.708162767584859409e+01, 9.597170777862594093e+00, 2.346835375013397140e+01, 8.937316370049174452e+00, 1.612508493616304506e+01, 1.218190908894229274e+01, 2.269875573705058969e+01, 5.465793730354697288e+00, 1.235244571980242512e+01, 1.147781993180623950e+01
2.092000000000000000e+03, 1.841902713655250423e+01, 1.496408919572864882e+01, 1.125624263565260819e+01, 8.635802941099187890e+00, 3.784032646492548935e+01, 1.634432279897691487e+01, 1.655385422283124086e+01, 9.830248576191857879e+00, 2.297440866192011200e+01, 7.992187607344535927e+00, 1.630799146033140445e+01, 1.086580629987267876e+01, 2.401392558345454376e+01, 5.214403303606275131e+00, 1.150912571742150980e+01, 1.101769939731532411e+01
2.093000000000000000e+03, 1.816181394206387267e+01, 1.672127931912727661e+01, 1.100017715199418866e+01, 8.745848276655062037e+00, 3.805106809267663692e+01, 1.540458919874959065e+01, 1.423940488292447704e+01, 9.186654465734672925e+00, 2.272521665854707607e+01, 8.682144050463127982e+00, 1.644877173136961446e+01, 9.922275328001076034e+00, 2.350341632256996860e+01, 3.991497019195217710e+00, 1.221270833342720863e+01, 1.196024337126147685e+01
2.094000000000000000e+03, 1.868305633100474594e+01, 1.542590453453267330e+01, 1.018544769658932658e+01, 9.193231240898500189e+00, 3.736739827020114291e+01, 1.602776542471553611e+01, 1.509553730800159776e+01, 9.338593833472328853e+00, 2.314073268756551727e+01, 8.540552835441715729e+00, 1.710992849138769145e+01, 1.148919301581832464e+01, 2.359576830509717738e+01, 5.418105864789882986e+00, 1.159894278009241475e+01, 1.151974343638680409e+01
2.095000000000000000e+03, 1.781510545702581183e+01, 1.583625063305360037e+01, 1.118481115229453238e+01, 9.008500883480689225e+00, 3.821639327041719270e+01, 1.666509648239891206e+01, 1.591421654196320112e+01, 9.708418187357542806e+00, 2.265883280722971449e+01, 8.916311435563414989e+00, 1.637065793801954783e+01, 1.115964166299297311e+01, 2.405091386661856490e+01, 4.507845018824570005e+00, 1.177389551016099389e+01, 1.137305912209016334e+01
2.096000000000000000e+03, 1.801446133507037928e+01, 1.515200932953075075e+01, 1.074357830804153124e+01, 9.646982590222725307e+00, 3.791758201927234495e+01, 1.687681875896671357e+01, 1.647928052020405332e+01, 9.052180047208286950e+00, 2.245308694284640083e+01, 8.445506727622145604e+00, 1.652547360410897781e+01, 1.096035746440098180e+01, 2.416228965074779111e+01, 5.040874839733710644e+00, 1.127914574800568026e+01, 1.225650819199030295e+01
2.097000000000000000e+03, 1.883372306781279093e+01, 1.632123751812148171e+01, 1.008209621871892381e+01, 8.355517285755642121e+00, 3.825713040426369105e+01, 1.605854796282457997e+01, 1.525577060524539519e+01, 9.033094612345617946e+00, 2.218285595385978937e+01, 8.200139904878753327e+00, 1.578781346488697146e+01, 1.131370835696094623e+01, 2.312796691754898504e+01, 4.959432868807629013e+00, 1.049311739881223460e+01, 1.152583398012683880e+01
2.098000000000000000e+03, 1.796490218809388040e+01, 1.584291162914938766e+01, 1.095045745580468299e+01, 8.920722399680162340e+00, 3.857179986993683940e+01, 1.564100679664595717e+01, 1.748643110126177902e+01, 8.811921236079701458e+00, 2.361835749362534287e+01, 8.684799110721817428e+00, 1.638897316418912808e+01, 1.073430687516698256e+01, 2.405049295861293146e+01, 5.720994447468515709e+00, 1.068838767182028526e+01, 1.197577850513376596e+01
2.099000000000000000e+03, 1.813808410564484319e+01, 1.602682775278373484e+01, 1.056312595830106282e+01, 9.314550582295094472e+00, 3.861393478020555392e+01, 1.640414330950237343e+01, 1.729479393010765875e+01, 9.399675582627271098e+00, 2.395494614205094663e+01, 8.583408884669298189e+00, 1.645676743709213952e+01, 1.232926501918579021e+01, 2.326833716456205892e+01, 3.929491504420695502e+00, 1.084289048312844095e+01, 1.226069253784218205e+01
2.100000000000000000e+03, 1.688051713139623544e+01, 1.537811596906469802e+01, 1.059742643950822760e+01, 9.454513881047050816e+00, 3.906577581255780274e+01, 1.650592168215795397e+01, 1.505454424852455197e+01, 8.692557986000915449e+00, 2.485946879062668557e+01, 8.504106194805274299e+00, 1.631051669939637705e+01, 1.067704718990882817e+01, 2.390919943136953307e+01, 4.347053931757987932e+00, 1.038823697305774374e+01, 1.172778464066829684e+01
