year, CMCC-ESM2, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1, MPI-ESM1-2-LR, CESM2-WACCM, ACCESS-ESM1-5, UKESM1-0-LL
1.969000000000000000e+03, 1.634179760202920564e-11, 3.018036599948631054e-10, 3.942148500421141655e-10, 9.910443815763383366e-11, 9.547222018961754218e-11, 9.334044106308545956e-11, 2.565010398652468359e-11, 4.211653671977075553e-12
1.970000000000000000e+03, 1.612096437745951503e-11, 2.044541113827582642e-10, 4.144180069268452276e-10, 8.299159589713588345e-11, 8.281326093944763736e-11, 1.208085841716354576e-10, 2.484594193504047272e-11, 3.036503868336089250e-12
1.971000000000000000e+03, 1.578875638420861542e-11, 1.882587933165083562e-10, 4.251995962838551329e-10, 8.222265231244549873e-11, 7.907032013690403490e-11, 9.677294112491667091e-11, 2.764346268237250950e-11, 1.686464236068423281e-12
1.972000000000000000e+03, 1.555132010668231726e-11, 1.833743550790210511e-10, 4.151719188144574454e-10, 7.736904395234514664e-11, 8.370674234250416943e-11, 1.071023196271121033e-10, 2.843930834560889614e-11, 1.167000420232552030e-12
1.973000000000000000e+03, 1.536870935141294796e-11, 1.781234625935913696e-10, 4.372640382738931643e-10, 7.244684118908008318e-11, 8.179519570847365780e-11, 8.594091021331199016e-11, 2.857918210231417287e-11, 9.144126090831039259e-13
1.974000000000000000e+03, 1.529197460706650274e-11, 1.704237239853425880e-10, 3.717580902828030090e-10, 6.763607080201386678e-11, 7.233231227293658028e-11, 8.091274547573872150e-11, 2.853570026130636042e-11, 7.631772352673509785e-13
1.975000000000000000e+03, 1.524253195665917551e-11, 1.701592409696604159e-10, 4.226863108523669880e-10, 6.294641946857670504e-11, 7.303794676721511443e-11, 1.127552151503265868e-10, 2.843708962063545918e-11, 6.665552469229969953e-13
1.976000000000000000e+03, 1.521308574320527120e-11, 1.715594709159496723e-10, 4.698619375554454678e-10, 5.812350063045879996e-11, 7.925970863134547873e-11, 1.265266193231744196e-10, 2.837032090812496131e-11, 5.947889531013759101e-13
1.977000000000000000e+03, 1.529574267285030333e-11, 1.692355841801391921e-10, 4.240911961369566284e-10, 5.361122182645757593e-11, 7.872250498075942262e-11, 1.178224649972400421e-10, 2.826694463230713517e-11, 5.422673319813383746e-13
1.978000000000000000e+03, 1.543343630848089703e-11, 1.737587080214413811e-10, 4.604418790244544776e-10, 4.933063423110989792e-11, 9.518937082518990662e-11, 1.154079875433378892e-10, 2.819420456857672906e-11, 4.905452160153821242e-13
1.979000000000000000e+03, 1.554270889503786174e-11, 1.779323350576429440e-10, 4.926191422115942320e-10, 4.514057314534083571e-11, 1.067026239771661379e-10, 1.064377718800696706e-10, 2.833405789199801362e-11, 4.441079056860519125e-13
1.980000000000000000e+03, 1.540640784276881046e-11, 1.673706735207413767e-10, 3.529317383150238761e-10, 4.098848003449032340e-11, 8.657081563914516932e-11, 1.357521547624526819e-10, 2.814871428868466559e-11, 4.674215683970943154e-13
1.981000000000000000e+03, 1.522860952107289522e-11, 1.643106301704854020e-10, 2.905780682705572228e-10, 4.064934106271652780e-11, 8.126118051189990307e-11, 7.781042047023980684e-11, 2.177110867193285363e-11, 4.768269209358368222e-13
1.982000000000000000e+03, 1.521454326176650747e-11, 1.617177888048413345e-10, 3.864274603692584768e-10, 3.985441723808797774e-11, 8.560882093455308230e-11, 9.475749183992618315e-11, 1.900370830055393055e-11, 4.208841333411285240e-13
1.983000000000000000e+03, 1.512565811508268982e-11, 1.588600815025894306e-10, 5.227547152409408511e-10, 3.886609570794878775e-11, 7.376584292359280211e-11, 1.404917688062800434e-10, 1.735135389494135738e-11, 3.798715264283072614e-13
1.984000000000000000e+03, 1.492302472058479329e-11, 1.632604004205519215e-10, 5.476995462217215909e-10, 3.784701934038046185e-11, 9.937398105380975885e-11, 1.430750616846033393e-10, 1.627814040429317095e-11, 3.182397215859940861e-13
1.985000000000000000e+03, 1.474672690952068885e-11, 1.567401565219079848e-10, 4.813250661756181103e-10, 3.682242924902709364e-11, 9.349660998099851890e-11, 1.076433061223446120e-10, 1.550979339721656656e-11, 3.002692727879545323e-13
1.986000000000000000e+03, 1.471267587619846628e-11, 1.580545068434562600e-10, 6.025305954517986578e-10, 3.564539833302686353e-11, 1.029304891104345359e-10, 9.074940997432510738e-11, 1.488280146497276515e-11, 2.991942220009938589e-13
1.987000000000000000e+03, 1.480282482326079913e-11, 1.653045308394151096e-10, 4.585114101223318715e-10, 3.462484076803170062e-11, 9.069516403409725821e-11, 1.170158431785713997e-10, 1.432136375448157168e-11, 3.092410255205486258e-13
1.988000000000000000e+03, 1.488181489267163737e-11, 1.694549019965969462e-10, 4.189679812975724799e-10, 3.364103740290320757e-11, 9.336910350665214697e-11, 1.247803418608906952e-10, 1.379830679107291837e-11, 2.922554347710895077e-13
1.989000000000000000e+03, 1.493932643088453084e-11, 1.704015337635283670e-10, 5.026010724716957117e-10, 3.249649113264577948e-11, 1.136111507190131125e-10, 1.107945445077143469e-10, 1.334022075399589538e-11, 2.468364159421564527e-13
1.990000000000000000e+03, 1.504617488451596198e-11, 1.580197868168380180e-10, 3.537639751427533329e-10, 3.127222805966661117e-11, 1.018570525348547793e-10, 1.547871762645397150e-10, 1.290401371344621403e-11, 2.092489184304414076e-13
1.991000000000000000e+03, 1.529881683749427499e-11, 1.522279201446052997e-10, 5.432512176335143500e-10, 2.960500421365522677e-11, 7.871156879297785025e-11, 1.526315732479191778e-10, 1.241615537182918127e-11, 1.848777004813005485e-13
1.992000000000000000e+03, 1.563610473508476943e-11, 1.479091578048882834e-10, 4.704048790980632223e-10, 2.729639688541710602e-11, 9.111315696687558081e-11, 1.128526602349815529e-10, 1.200229036928788687e-11, 2.422919417730477082e-13
1.993000000000000000e+03, 1.594199048096560222e-11, 1.435833632930077612e-10, 5.416459023988629868e-10, 2.491724667586384230e-11, 8.302873337065312680e-11, 1.233464882422028853e-10, 1.164030559805247917e-11, 3.311770831523865555e-13
1.994000000000000000e+03, 1.627545689514120775e-11, 1.406442205863327841e-10, 4.747072469542145469e-10, 2.244999088579760480e-11, 9.613503548395097442e-11, 1.166726600586119310e-10, 1.132452857528968648e-11, 3.353606951427609069e-13
1.995000000000000000e+03, 1.668751978027855598e-11, 1.327283290352784792e-10, 4.577046139331351342e-10, 2.014532194281071354e-11, 1.166127964368629393e-10, 1.482037005698047668e-10, 1.105944930088345686e-11, 3.387324214503471084e-13
1.996000000000000000e+03, 1.717371059254415936e-11, 1.234018453916488304e-10, 3.758348016558612796e-10, 1.738311742539697043e-11, 1.609592866961594111e-10, 1.498548193697325194e-10, 1.082467182419018938e-11, 3.287203959545428218e-13
1.997000000000000000e+03, 1.761845486314863147e-11, 1.221251970585179188e-10, 3.639001480298463953e-10, 1.460475170418024095e-11, 1.247597855992337688e-10, 1.250911754116780885e-10, 1.058097422520322462e-11, 3.238710857366480195e-13
1.998000000000000000e+03, 1.807769481343889426e-11, 1.185231764359099070e-10, 4.672098974259191426e-10, 1.209330799785084941e-11, 8.554563057942714819e-11, 1.458343733534752522e-10, 1.040310885722751062e-11, 2.846841856730175797e-13
1.999000000000000000e+03, 1.854206304744288261e-11, 1.201600618174318025e-10, 5.476612256592712475e-10, 9.726357855283710814e-12, 8.857793509364272249e-11, 1.594065888840328815e-10, 1.023660658900610161e-11, 2.928539643870887980e-13
2.000000000000000000e+03, 1.967246639583890713e-11, 3.195405041313464029e-10, 4.368372034422524069e-10, 7.505514619176779187e-12, 1.377447258660604678e-10, 1.091591973284129170e-10, 1.004977287514800630e-11, 4.090524972454019123e-13
2.001000000000000000e+03, 2.069286313223973284e-11, 1.607648330799274001e-10, 5.941348249807404253e-10, 7.019132966347721390e-12, 1.292789342657664457e-10, 1.281781197364346828e-10, 1.370192321324224605e-11, 8.943449720955962521e-13
2.002000000000000000e+03, 2.104863032831000637e-11, 1.393396951482151968e-10, 5.002074246393118008e-10, 1.288732667162448501e-11, 1.376664688588054637e-10, 1.146160912127027474e-10, 1.152233150824685449e-11, 8.464102199290213108e-13
2.003000000000000000e+03, 2.164007069154349460e-11, 1.908101895333271401e-10, 4.760257363526457363e-10, 1.472729027471038753e-11, 1.160149133293061023e-10, 1.425174297143655313e-10, 1.012702313763609624e-11, 4.348455336284950507e-13
2.004000000000000000e+03, 2.269843410674567788e-11, 2.777234968728746386e-10, 5.794256831741236437e-10, 1.498403450031644070e-11, 1.088548378357333739e-10, 1.294445077435046681e-10, 1.190974312734737569e-11, 2.403350432571307937e-13
2.005000000000000000e+03, 2.327866288833115348e-11, 1.524794710106195884e-10, 5.634161772781863342e-10, 1.671119871730371710e-11, 9.370621504420250082e-11, 1.319352662336039536e-10, 1.669151598748670781e-11, 1.674595192903676251e-13
2.006000000000000000e+03, 2.343269238177109789e-11, 1.476802568995296481e-10, 4.400809532680155865e-10, 2.534237242209389981e-11, 1.284140754400577909e-10, 1.700965905892997490e-10, 1.225803018540010885e-11, 3.181205797713006490e-13
2.007000000000000000e+03, 2.335434738482663612e-11, 1.405646654137892709e-10, 4.192943607505644981e-10, 2.588603408187344078e-11, 1.824954066142765633e-10, 1.610081825271780943e-10, 1.411495241424462805e-11, 6.041208820054904062e-13
2.008000000000000000e+03, 2.409996213801870753e-11, 2.910036296877011829e-10, 6.087048861718872704e-10, 2.683466821138507744e-11, 1.557669583008755585e-10, 1.164472979662520392e-10, 1.125397888152440024e-11, 3.411945560429904160e-13
2.009000000000000000e+03, 2.474325562775572437e-11, 1.611206490290337696e-10, 6.732053100603108642e-10, 2.717106041391648316e-11, 1.227395241102111319e-10, 1.400106628173697309e-10, 1.628561617930878668e-11, 1.004968347392489586e-12
2.010000000000000000e+03, 2.620633364424934098e-11, 5.125678292295917605e-10, 3.217473448486229617e-10, 3.396807437377332102e-11, 1.105564621551025594e-10, 2.048976092713832709e-10, 1.224209216378614148e-11, 1.412346806489760915e-12
2.011000000000000000e+03, 2.756834801338645229e-11, 2.153256527363883042e-10, 6.010211118771139754e-10, 2.873915914190497789e-11, 9.830598217660308811e-11, 1.791589034369679280e-10, 2.344807600157759307e-11, 8.561299111569530837e-13
2.012000000000000000e+03, 2.725279679843534115e-11, 1.987728294419509177e-10, 4.870432255774037069e-10, 5.144642234708847788e-11, 8.140406059634516338e-11, 1.137381605285811395e-10, 1.577800854383771295e-11, 4.014124515216769451e-13
2.013000000000000000e+03, 2.691701235815736598e-11, 2.013136293263032307e-10, 5.712721582037551097e-10, 5.108657301663848660e-11, 1.066215736091524365e-10, 1.623602285989647883e-10, 1.342918039691489679e-11, 2.000651843622092671e-13
2.014000000000000000e+03, 2.724338034861507265e-11, 2.921227463351630283e-10, 5.723335416204923965e-10, 5.009189728944631104e-11, 1.331195101131948230e-10, 2.149450541616708153e-10, 1.293664455151409060e-11, 2.853698538539503307e-13
