year, INM-CM5-0, CNRM-ESM2-1, IPSL-CM6A-LR, INM-CM4-8, TaiESM1, MIROC-ES2L, MPI-ESM1-2-LR, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-MM, EC-Earth3-Veg, UKESM1-0-LL, CanESM5, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5
1.912000000000000000e+03, 4.342324274638780679e+00, 4.437083837552036947e+00, 1.686411061149678314e+00, 4.282094830259594254e+00, 1.762630270921861086e+00, 5.420020516951785439e+00, 4.677512699662297990e+00, 4.526942160982430075e+00, 5.356036389723135116e+00, 3.394993395812416548e+00, 2.120489363207088029e+00, 4.799227469627046716e+00, 3.001288285045063731e+00, 2.938708592451479529e+00, 3.168475133652428610e+00, 2.595182635604914356e+00
1.913000000000000000e+03, 3.997448409323475893e+00, 4.292786119515765719e+00, 1.773296758538358553e+00, 4.034702326887845025e+00, 1.726389920976831638e+00, 5.447908234284412288e+00, 4.541437220167268585e+00, 4.296980968092960929e+00, 5.184683461808526239e+00, 3.395056772177179827e+00, 2.398872293627773544e+00, 4.777341877659854852e+00, 3.394397457447445809e+00, 3.031814775698071340e+00, 3.384736470525989915e+00, 2.664224361996295976e+00
1.914000000000000000e+03, 4.123931497507411947e+00, 4.519127249555553227e+00, 1.745832754890726646e+00, 3.786571255511096634e+00, 1.698881833785347961e+00, 5.501801732823833113e+00, 4.743730080157168238e+00, 4.054463072828844439e+00, 5.028968826564065076e+00, 3.577609356011921538e+00, 2.294898918947357647e+00, 4.842299077260908469e+00, 3.268941719183756867e+00, 3.163218670078916439e+00, 3.810243722137736100e+00, 2.783894382274791912e+00
1.915000000000000000e+03, 3.946297079432169230e+00, 4.737556225420726186e+00, 1.771309945814119935e+00, 3.875808490247946381e+00, 1.760081600942179136e+00, 5.634023702554595836e+00, 5.133905350242373267e+00, 4.189165822891911084e+00, 5.292589121756635429e+00, 3.613096589024166860e+00, 2.094065901151800801e+00, 5.035919768200180613e+00, 3.340404712575506085e+00, 3.063889111488630412e+00, 3.908937715244773514e+00, 2.869306787912476064e+00
1.916000000000000000e+03, 3.960718255227084317e+00, 4.630683681735415114e+00, 1.769934658539017658e+00, 4.092866696758806988e+00, 1.715963345213853408e+00, 5.361577479487732667e+00, 4.835695214090734773e+00, 4.576317270181950114e+00, 5.204539324225413210e+00, 3.635951764369646177e+00, 2.144778477208885814e+00, 4.993273666403621469e+00, 3.397771832168857919e+00, 3.104728365419999747e+00, 3.635541925668668295e+00, 2.812283556367070059e+00
1.917000000000000000e+03, 4.055276100314154419e+00, 4.361718439469254527e+00, 1.778735316862473104e+00, 3.985484708932529596e+00, 1.746240725858203557e+00, 5.395102435914120420e+00, 4.594460029670357493e+00, 4.035010144639218588e+00, 5.412175931206315127e+00, 3.585559347848339851e+00, 2.199184482407369856e+00, 4.778736508560267104e+00, 3.323284505963917113e+00, 2.705881337947032339e+00, 3.857829248502448127e+00, 2.857355937501438348e+00
1.918000000000000000e+03, 4.078658295373426057e+00, 4.562285649573995627e+00, 1.803268965233262300e+00, 3.907515400599388400e+00, 1.803934195470719093e+00, 5.290893388369608097e+00, 4.836733326781675224e+00, 4.229931442532093300e+00, 5.500643072875026185e+00, 3.423175017069217230e+00, 2.309952935863470280e+00, 4.610790963821335353e+00, 3.307584287821505598e+00, 2.884181009387801975e+00, 3.678830608726163742e+00, 2.757806866303378346e+00
1.919000000000000000e+03, 4.158352986613730984e+00, 4.513568720849554516e+00, 1.764622264863946022e+00, 3.853612794917031348e+00, 1.788109364124639056e+00, 5.163355786009819148e+00, 4.843687666322156637e+00, 4.322703665687546604e+00, 5.372706341785280948e+00, 3.418929775111847924e+00, 2.598261588918095111e+00, 5.013712918888933778e+00, 3.319032718907171109e+00, 3.244613266336477064e+00, 3.609770938653230399e+00, 2.823201850300125049e+00
1.920000000000000000e+03, 4.191783965501098663e+00, 4.760433042713685836e+00, 1.771739749001800313e+00, 4.066239941731036645e+00, 1.804211995385464951e+00, 5.318229609680765080e+00, 4.922528503306686787e+00, 4.049076535753642681e+00, 5.590438029666660924e+00, 3.665775101947151615e+00, 2.427321906310393462e+00, 4.996428163728259264e+00, 3.014414653933219945e+00, 3.185723311425736615e+00, 3.451408459405047591e+00, 2.727379418253568666e+00
1.921000000000000000e+03, 4.193223557049814865e+00, 4.781984087798266891e+00, 1.907085578310333984e+00, 4.072800542033337301e+00, 1.783735774461625789e+00, 5.691289322489930136e+00, 4.967289058885987707e+00, 4.723251796539038594e+00, 5.510710786427627461e+00, 3.586536914054795133e+00, 2.731510652571239817e+00, 5.129283805588230827e+00, 3.188233156345766428e+00, 3.215976909248524418e+00, 3.904976512117688259e+00, 2.837284094769001452e+00
1.922000000000000000e+03, 4.027028603382492022e+00, 4.503355453519987783e+00, 1.791011839799573790e+00, 4.388865247048967966e+00, 1.816347053582236137e+00, 5.381094012755927025e+00, 4.945765869779732427e+00, 4.232833327888948283e+00, 5.382676046405826753e+00, 3.508577329944677192e+00, 2.286124220214965419e+00, 4.980546279118072128e+00, 3.216893551826754294e+00, 3.304348018009680921e+00, 4.134255082684253679e+00, 2.784267753819650526e+00
1.923000000000000000e+03, 4.239517049229727164e+00, 4.640712299805024088e+00, 1.762593157364533036e+00, 4.126633070303200590e+00, 1.749227536247446979e+00, 5.727115858853800034e+00, 4.817998292250092796e+00, 4.407412479108896441e+00, 5.636430765791086372e+00, 3.509676256378737147e+00, 2.538300189656348405e+00, 4.871198947670928980e+00, 3.337335517181522881e+00, 3.628246338782138647e+00, 4.075889307743278955e+00, 2.746526398627453958e+00
1.924000000000000000e+03, 4.012068839487649363e+00, 4.621778403451713757e+00, 1.718445029215077913e+00, 4.107547315709682678e+00, 1.734532358630834770e+00, 5.425361044986356518e+00, 4.861911219427965669e+00, 4.061639137263188815e+00, 5.632333461103590899e+00, 3.267078651321031035e+00, 1.922546129024729655e+00, 5.157839019635669153e+00, 3.327795195713705301e+00, 3.253245922307128168e+00, 3.990049925035255907e+00, 2.685407291608335800e+00
1.925000000000000000e+03, 4.106767126137143009e+00, 4.632321202483012712e+00, 1.801655229794552060e+00, 4.081146795262832860e+00, 1.888126284185398518e+00, 5.216000328239834616e+00, 5.183906605334660078e+00, 4.473638195685918362e+00, 5.499697580551952569e+00, 3.419062166772267375e+00, 2.394235087106007409e+00, 5.067076115179921736e+00, 3.223213706836274728e+00, 3.363825978551043150e+00, 4.047701731224194077e+00, 2.804753497317984845e+00
1.926000000000000000e+03, 4.139882902082592686e+00, 4.816553159177954235e+00, 1.848164671576374429e+00, 3.897843710092942615e+00, 1.819103502166833586e+00, 5.597267460551419660e+00, 4.791615340648769816e+00, 4.541854565751036077e+00, 5.431099588684241475e+00, 3.599153137901060617e+00, 2.537649280860347467e+00, 5.127090611039657908e+00, 3.368069446009527734e+00, 3.075447581893824278e+00, 3.958815368924549549e+00, 2.833815343399805897e+00
1.927000000000000000e+03, 4.199371780213047245e+00, 4.688473863749372583e+00, 1.809251239489757745e+00, 3.896949087383820842e+00, 1.713401975430182800e+00, 6.125655246864353032e+00, 5.056092564941629952e+00, 4.524573297077876255e+00, 5.367025932172001745e+00, 3.654063639215339165e+00, 2.670950475372544375e+00, 5.124892259098830394e+00, 3.200101529015999091e+00, 3.509619585928069885e+00, 3.929934482466793444e+00, 2.921510308648886944e+00
1.928000000000000000e+03, 4.062314335551737265e+00, 4.565907511725153967e+00, 1.876733362338394162e+00, 4.290812222690268740e+00, 1.749144904548529889e+00, 5.202456320058184147e+00, 5.079943206999602445e+00, 4.537311686426027002e+00, 5.651981240826135178e+00, 3.833181251093197517e+00, 2.482752577605908506e+00, 4.757964279109442529e+00, 3.063962787264282728e+00, 3.582185135036647594e+00, 3.963897434173859313e+00, 2.894534058347629557e+00
1.929000000000000000e+03, 4.129974729269989098e+00, 4.812851097778986009e+00, 1.843061360012686833e+00, 4.069423060848360585e+00, 1.776393000328134741e+00, 5.729488611989428826e+00, 4.647621530985824201e+00, 4.464172927237556543e+00, 5.442686726935056285e+00, 3.596978415887019498e+00, 2.941456858151902942e+00, 4.974355624595062864e+00, 3.186005971234601386e+00, 3.468100792856694259e+00, 3.914459797593084822e+00, 2.926735648419103608e+00
1.930000000000000000e+03, 4.321381980568656189e+00, 4.683025634676940108e+00, 1.806533103733313883e+00, 4.094302728123352608e+00, 1.784245115439942353e+00, 5.329447425525073001e+00, 5.036897735347663385e+00, 4.593519376178931246e+00, 5.406576563491029219e+00, 3.462674457385491955e+00, 2.293229459398714809e+00, 4.989540737221275890e+00, 3.329916399917145053e+00, 3.453719782391141191e+00, 3.685885631392858297e+00, 2.877388963213034057e+00
1.931000000000000000e+03, 3.978138197379140983e+00, 4.790547366435779608e+00, 1.830620431963636552e+00, 4.207195346737507613e+00, 1.751817904055238850e+00, 5.380652089189630338e+00, 5.193246028323797781e+00, 4.436457184577164981e+00, 5.556342226165911669e+00, 3.563349622974816722e+00, 2.407740004439975046e+00, 5.055964305250875590e+00, 3.200025486262332741e+00, 3.452700731569421588e+00, 3.971340982265592068e+00, 2.866638700066190815e+00
1.932000000000000000e+03, 4.360154758406096676e+00, 4.903957734393676660e+00, 1.889141847363483118e+00, 4.277798186670008995e+00, 1.772104982513519555e+00, 5.934959729395916206e+00, 4.802637605353988093e+00, 4.327565523356436294e+00, 5.639553182442181622e+00, 3.354529069250066886e+00, 2.527021539801386218e+00, 5.058045794638283965e+00, 2.994598832566543578e+00, 3.295006475226629483e+00, 4.238585890362235098e+00, 2.966166903829918766e+00
1.933000000000000000e+03, 4.044538232227825603e+00, 4.918082156456973664e+00, 1.878212017349946805e+00, 4.066664832590408452e+00, 1.775398897754910443e+00, 5.654157132141834907e+00, 5.123522540677762471e+00, 4.421258936587917354e+00, 5.559155991642020567e+00, 3.638880284276604815e+00, 2.815334816699204268e+00, 4.924207198311869149e+00, 3.102321895176375577e+00, 3.314085955612428247e+00, 3.834011578916263208e+00, 2.878420520663826476e+00
1.934000000000000000e+03, 4.204035506948145873e+00, 4.600659629580033716e+00, 1.820740754585943311e+00, 4.184773363099291821e+00, 1.799741995745827383e+00, 5.508474919481751719e+00, 4.692514846329983946e+00, 4.346079265000058811e+00, 5.605050959767636343e+00, 3.639875522537872055e+00, 2.853718818374931132e+00, 4.842020749914937916e+00, 3.065319199772053249e+00, 2.851726502132511776e+00, 3.631996196476381833e+00, 2.930223316575496284e+00
1.935000000000000000e+03, 4.249665522094582926e+00, 4.871993821457691887e+00, 1.864193919832072943e+00, 4.124223539932426519e+00, 1.763116261106571825e+00, 5.726749455407711409e+00, 4.908688683311821066e+00, 4.431426693134506323e+00, 5.478431934311632112e+00, 3.693545648411291182e+00, 2.865044872141502719e+00, 4.791325589949319230e+00, 2.996002732968536364e+00, 3.229451104002877049e+00, 4.082625736947156803e+00, 2.968477740923945341e+00
1.936000000000000000e+03, 4.270795125255099300e+00, 4.569240401192178780e+00, 1.967190788908759869e+00, 3.927190319421508313e+00, 1.729245935524799993e+00, 5.637101548522104544e+00, 5.081139147540020495e+00, 4.703802310864021230e+00, 5.564121578922155642e+00, 3.661412931997555908e+00, 2.735342895856748502e+00, 4.784322844698903232e+00, 3.132845137507274114e+00, 2.889885314350428391e+00, 3.925876806640476335e+00, 2.925262615467875360e+00
1.937000000000000000e+03, 4.075951658592756210e+00, 4.683438826967224244e+00, 2.036997443268661279e+00, 4.211368393593318160e+00, 1.773837522599644556e+00, 5.505409337658059954e+00, 4.521400002042193833e+00, 4.265851958789998122e+00, 5.448887373109087662e+00, 3.391747741231773805e+00, 2.552004612809148032e+00, 4.644218537760453458e+00, 3.171264827506433459e+00, 2.794146923752068634e+00, 4.039468421205818949e+00, 2.996607657214641840e+00
1.938000000000000000e+03, 3.888159120199643493e+00, 4.821716477284935465e+00, 2.033834684539840065e+00, 4.115779438527815692e+00, 1.732777874315390099e+00, 5.347473726874860667e+00, 4.900057636783845538e+00, 4.137606345556417153e+00, 5.756868694913476858e+00, 3.692071645358098841e+00, 2.651859582789349190e+00, 4.760624581011794199e+00, 3.166743268800470634e+00, 3.111074549379821530e+00, 4.232489766530706632e+00, 2.956265084969031509e+00
1.939000000000000000e+03, 4.099912223746041917e+00, 4.922410900382651278e+00, 1.965539694141263949e+00, 4.017477177578461678e+00, 1.720513856659397822e+00, 5.675505489572347351e+00, 5.086043330871776291e+00, 4.619721023195847209e+00, 5.454955988066638284e+00, 3.721557916349249595e+00, 2.244964063433816381e+00, 4.843265450848739384e+00, 3.225027235829165839e+00, 3.072071658799852667e+00, 3.892609184456914839e+00, 2.952195268195230149e+00
1.940000000000000000e+03, 3.863804367422154495e+00, 4.713545599656540297e+00, 1.967832326725046821e+00, 4.047288207737295807e+00, 1.796547908249615855e+00, 5.531448874150656003e+00, 5.214430318649735163e+00, 4.222877112979992908e+00, 5.653770569808314050e+00, 3.766940288394004188e+00, 2.586099611848911017e+00, 4.783569883268198097e+00, 3.120600294510446293e+00, 3.411525772891462083e+00, 3.840528169022053184e+00, 2.874321514161516600e+00
1.941000000000000000e+03, 4.012007107536914141e+00, 4.872009647132063748e+00, 1.929246226400660902e+00, 4.150811914527786861e+00, 1.805789222889987222e+00, 5.638091684690558658e+00, 4.855326581511177686e+00, 4.745067131300198859e+00, 5.654733269061159362e+00, 3.892379460261814916e+00, 2.683736484942989442e+00, 4.886029299978168261e+00, 3.281286119693922920e+00, 3.241485776517178508e+00, 3.967011809386061127e+00, 2.952122344523668840e+00
1.942000000000000000e+03, 4.042077653684486016e+00, 4.639459583863563275e+00, 1.940488586802004534e+00, 4.037911528773046044e+00, 1.805478616003216796e+00, 5.523297821918128570e+00, 4.870209248457491036e+00, 4.358864723911575645e+00, 5.663867449996562442e+00, 3.532054825470821502e+00, 2.468627225471140996e+00, 4.945108915957733942e+00, 3.010925057285298578e+00, 3.359341505631366243e+00, 3.949779023247548260e+00, 2.930855934762382375e+00
1.943000000000000000e+03, 4.148563399779365390e+00, 4.582437064901596635e+00, 2.011323078889124538e+00, 4.113829625637373866e+00, 1.866306800361446250e+00, 5.531036990701328371e+00, 5.202453854595699312e+00, 4.605295120743322812e+00, 5.658334090075664236e+00, 3.504236559829674746e+00, 2.751879459762338609e+00, 4.653126256337624334e+00, 3.118420932647718136e+00, 2.904436920560439450e+00, 3.582168505682102655e+00, 2.907209784691866084e+00
1.944000000000000000e+03, 4.026090697497517468e+00, 4.899580515332407238e+00, 2.005353147241534018e+00, 4.159194882667343940e+00, 1.825966775126325103e+00, 5.850332052403208749e+00, 5.232315485965759017e+00, 4.363099844334167976e+00, 5.614163404972225990e+00, 3.617010340630056664e+00, 2.545140050261442521e+00, 4.957842111035734689e+00, 3.106268589079476783e+00, 2.874884281242644501e+00, 4.042933737318399778e+00, 2.966433790625792710e+00
1.945000000000000000e+03, 4.017247014286563278e+00, 4.833565444078259610e+00, 1.882413399462114834e+00, 3.991368593943863008e+00, 1.819716585732643610e+00, 5.341057365304778592e+00, 4.717578908339715049e+00, 4.455182938726362174e+00, 5.585747623244661675e+00, 3.556229861197693243e+00, 2.910598302555927219e+00, 4.617876219256963566e+00, 3.290971103846881185e+00, 3.703637417954848132e+00, 3.990683729907618993e+00, 2.988046318075276098e+00
1.946000000000000000e+03, 4.089929358169891671e+00, 4.773707461641595984e+00, 1.992869933643795610e+00, 3.901294349512485660e+00, 1.850236208373384983e+00, 5.713794651488847798e+00, 4.966422437255284983e+00, 4.282690625465761514e+00, 5.451736465834205347e+00, 3.464656955453279785e+00, 2.853955086464864621e+00, 4.990208936122630945e+00, 3.119607252677286890e+00, 3.649605472377484006e+00, 4.118226167474401400e+00, 2.895110664214543661e+00
1.947000000000000000e+03, 4.059230754631323101e+00, 4.772386551505118923e+00, 1.968120286561683807e+00, 4.064789748769496391e+00, 1.878935221695757773e+00, 5.747764902430376743e+00, 4.877069405407650216e+00, 4.427336729377116420e+00, 5.432334386495593748e+00, 3.655264063809745334e+00, 2.806055988433231008e+00, 5.283082992844706283e+00, 3.201176149391682380e+00, 3.157260242370149239e+00, 3.895104732143784609e+00, 2.934702835683164590e+00
1.948000000000000000e+03, 3.986410064740739667e+00, 4.518355125423924257e+00, 2.061224089578785001e+00, 4.029378279017638675e+00, 1.822488760670048835e+00, 5.547689118349407700e+00, 5.407189511042228780e+00, 4.945824340521165041e+00, 5.531070606937860568e+00, 3.729843023429790794e+00, 2.986467140064401171e+00, 4.904441739274900236e+00, 3.256705343547412035e+00, 3.470897738100289676e+00, 3.791033315471154186e+00, 2.970973089599909578e+00
1.949000000000000000e+03, 3.999160753787518008e+00, 4.696053562793016667e+00, 2.046921099676119127e+00, 3.943423269938478803e+00, 1.857869664245066721e+00, 5.794657628793194348e+00, 4.812393053684924205e+00, 4.727437071182307271e+00, 5.512627029919086041e+00, 3.977594791235076865e+00, 2.887073933569010542e+00, 5.024514616211241957e+00, 3.306420549653728447e+00, 3.210274783209338789e+00, 4.006374625712014748e+00, 3.044085936906082424e+00
1.950000000000000000e+03, 4.104946854829643499e+00, 4.711857391316061516e+00, 1.996049278530799054e+00, 4.121060903507703266e+00, 1.792957044566284130e+00, 5.780620466255077083e+00, 4.901853298674291537e+00, 4.079661485298148982e+00, 5.466470020486659642e+00, 3.551591662369406599e+00, 2.993357433175505733e+00, 4.688535538214996023e+00, 3.371618044850879237e+00, 3.088474364821178320e+00, 3.654085173248752483e+00, 2.879715045502587500e+00
1.951000000000000000e+03, 4.113800546002973846e+00, 4.590847092816966679e+00, 2.049281168831219802e+00, 4.042860945835550446e+00, 1.817645818487346521e+00, 5.658726852453458633e+00, 5.118223037875479164e+00, 4.727830375606629332e+00, 5.547557243983321840e+00, 3.782133220203021118e+00, 2.216445544010838375e+00, 4.854808552080080553e+00, 3.022929198470477363e+00, 3.222970945527808606e+00, 3.819805505885077057e+00, 2.831805461704691496e+00
1.952000000000000000e+03, 4.064153774229752436e+00, 4.756484775971490997e+00, 2.059389421967046996e+00, 4.219856273850954409e+00, 1.828559950616515550e+00, 5.393418600651598283e+00, 5.122200849154643798e+00, 4.705463186156335631e+00, 5.221217987469265687e+00, 3.654423018674755941e+00, 2.527699969636765687e+00, 4.724317755677279962e+00, 3.300165794269541042e+00, 3.255179913207036702e+00, 3.916350337098681411e+00, 2.988992011481913735e+00
1.953000000000000000e+03, 4.070423501282614431e+00, 4.813262050457005614e+00, 2.144717441213835230e+00, 4.008678692804422461e+00, 1.910845165138598478e+00, 5.824180577129484782e+00, 5.286939198685261410e+00, 4.733462238607291539e+00, 5.292596877881868167e+00, 3.703797532805137127e+00, 2.660253765810399074e+00, 4.745358125492731283e+00, 3.219290198190518204e+00, 3.358995004817348029e+00, 3.812044427520637768e+00, 2.920903957859434019e+00
1.954000000000000000e+03, 4.242843689724619338e+00, 4.727417826300183812e+00, 2.112285363994701015e+00, 4.266555353762529812e+00, 1.887804619522842176e+00, 5.649791850534414905e+00, 4.861246264313085597e+00, 4.366633569500820933e+00, 5.921772799032533285e+00, 3.790769199188129601e+00, 2.565573019994084270e+00, 5.029493201776301881e+00, 3.116888375262162114e+00, 3.161071469952990043e+00, 3.746570789275394109e+00, 2.928057185754938008e+00
1.955000000000000000e+03, 4.141533224214863473e+00, 4.665555685187437795e+00, 2.122706846291173566e+00, 3.984979319160452338e+00, 1.715167852910124191e+00, 5.527727983879252349e+00, 4.776461607847437563e+00, 4.597189033988623663e+00, 5.598414177478250764e+00, 3.686722629303467169e+00, 2.779543283432026168e+00, 4.838235751604482715e+00, 3.040278224072251234e+00, 3.021130986425036635e+00, 3.880028321736693098e+00, 2.920326868186874147e+00
1.956000000000000000e+03, 4.172150337809312326e+00, 5.054517916689172274e+00, 2.014427083371562510e+00, 4.103373539996391095e+00, 1.766878344921805288e+00, 5.969457577909985879e+00, 4.817797418426216893e+00, 4.825963308380304184e+00, 5.716527715721992919e+00, 3.755648606502196341e+00, 2.495716943177414660e+00, 4.973533854034393187e+00, 3.068942040855931364e+00, 3.443613040199167585e+00, 3.985359888966862663e+00, 2.911707028108502016e+00
1.957000000000000000e+03, 4.203781970309282023e+00, 4.753696454997363041e+00, 2.014965524712000189e+00, 4.088828004708860320e+00, 1.741378219461549692e+00, 5.512207638910276764e+00, 5.031061682015885772e+00, 4.702212434361922710e+00, 5.456954692392292472e+00, 3.442621190211961224e+00, 2.487286620189930630e+00, 4.722390128139509535e+00, 2.811298807574856617e+00, 3.474346004810839883e+00, 3.729239827215101499e+00, 2.803716082374161367e+00
1.958000000000000000e+03, 4.345536029061381811e+00, 5.129235117677288791e+00, 2.087435145168398343e+00, 3.992320046572983561e+00, 1.746736701504013389e+00, 5.758932581562405950e+00, 5.058353349553555312e+00, 4.612223903247875789e+00, 5.658492788629461145e+00, 3.253175791012377527e+00, 2.350612257662830551e+00, 4.817418477051796266e+00, 3.366776040227602351e+00, 2.946774569208255201e+00, 3.896378951733522999e+00, 2.928110976317797487e+00
1.959000000000000000e+03, 4.082951729074146385e+00, 4.692986225556942337e+00, 2.003712783568767808e+00, 4.124511724924434297e+00, 1.765076749357692654e+00, 5.359833687401730273e+00, 4.817549538265062381e+00, 4.889080920300854061e+00, 5.686862802444636600e+00, 3.239210645082144513e+00, 2.395701005537856254e+00, 4.895270127222105749e+00, 3.099979800992106682e+00, 3.326539217327713072e+00, 3.812791933796376043e+00, 2.925744132533119490e+00
1.960000000000000000e+03, 4.050539879694131429e+00, 4.871510860800089660e+00, 2.087879641636395167e+00, 4.155336664163950644e+00, 1.794862654990608153e+00, 5.535270386379194996e+00, 4.759351646879689035e+00, 4.305526709087300397e+00, 5.674184413385590986e+00, 3.556712334583423729e+00, 2.607841465354055366e+00, 4.607480057154087483e+00, 3.058435450661153521e+00, 3.073301595092732263e+00, 3.748030047653925223e+00, 2.925176660617762714e+00
1.961000000000000000e+03, 4.114717366598020121e+00, 5.092788205801876522e+00, 2.018983768083626895e+00, 4.185101778518247606e+00, 1.726119268690870179e+00, 5.897326316181588979e+00, 4.934452740469184029e+00, 4.302035398620083662e+00, 5.523992962648494931e+00, 3.440654757384418172e+00, 2.706470790678544347e+00, 4.438689026479441857e+00, 3.468126904254177134e+00, 3.302052017350196600e+00, 3.642069949460672529e+00, 2.916072789316476843e+00
1.962000000000000000e+03, 4.220154804799665982e+00, 4.760614556497700711e+00, 2.174915856762491995e+00, 3.929425945374164897e+00, 1.677779488703033506e+00, 5.488680520697523768e+00, 4.884157888632739919e+00, 4.730535850076985405e+00, 5.479636262130926916e+00, 3.585080860025462002e+00, 2.557759361664579956e+00, 4.973678436136751202e+00, 3.041825087001297945e+00, 3.032704184319698459e+00, 3.718685859518885639e+00, 2.808314775520269979e+00
1.963000000000000000e+03, 4.205027206243640236e+00, 5.005645788360689075e+00, 2.199477855434438744e+00, 3.910455551000596497e+00, 1.704964412014201125e+00, 5.319055281195962159e+00, 5.076597936654366983e+00, 4.735831406208999894e+00, 5.581695510881364619e+00, 3.597469404500924117e+00, 2.611615145878737110e+00, 4.794177747981508197e+00, 3.046399951938674189e+00, 3.054533786533423001e+00, 3.645553647120342688e+00, 2.997726156658532481e+00
1.964000000000000000e+03, 4.162335096111688948e+00, 4.956758490630766900e+00, 2.188728041378328992e+00, 4.096819408468254764e+00, 1.693881782850201745e+00, 5.374294041114463738e+00, 4.828583749428686289e+00, 4.687007479344457828e+00, 5.521917799588845988e+00, 3.581216203408670307e+00, 2.505478759779326658e+00, 4.568730125665798170e+00, 2.867854981702962380e+00, 3.021674437857091888e+00, 3.818090210841229126e+00, 2.974047403831524328e+00
1.965000000000000000e+03, 4.242090370670040578e+00, 4.976307588234297086e+00, 2.217001379400224792e+00, 3.996718648271045726e+00, 1.634688608290496781e+00, 5.660286306823588909e+00, 4.719256149880038720e+00, 4.846212239529446464e+00, 5.420620348311431691e+00, 3.460657863842541371e+00, 2.559515791678600660e+00, 4.629042453350018960e+00, 3.029511372124695345e+00, 3.123736988587486607e+00, 3.209115827836100276e+00, 2.910800338717336899e+00
1.966000000000000000e+03, 4.064763745757544733e+00, 4.880534612370520442e+00, 2.275535374534375599e+00, 4.069146258958347140e+00, 1.683157221207393306e+00, 5.523634848610479153e+00, 4.992383492736701456e+00, 4.486189687108286250e+00, 5.316220609013604381e+00, 3.358956815421999753e+00, 2.839249575023509387e+00, 4.640829069917891125e+00, 2.987504565593115391e+00, 3.174564477747412461e+00, 3.698637802606448144e+00, 2.845344750010956769e+00
1.967000000000000000e+03, 4.249539206340766206e+00, 4.864705498648463688e+00, 2.263802647144505187e+00, 4.038171419863808786e+00, 1.743107690233139495e+00, 5.850214430717476155e+00, 5.143898261159516316e+00, 4.531163371184617539e+00, 5.113524966234694880e+00, 3.023319438844890961e+00, 2.282744194483249167e+00, 4.617914498044075167e+00, 2.963452562281583269e+00, 2.340800276649792622e+00, 3.704157354340622987e+00, 2.801651687447587857e+00
1.968000000000000000e+03, 4.078344533572534125e+00, 5.048408401390878097e+00, 2.278479888473101678e+00, 3.864438372417845713e+00, 1.627868557781720016e+00, 5.484718479876659281e+00, 4.997465826365020014e+00, 4.768414492222281531e+00, 5.481059988769693803e+00, 3.466703533962539385e+00, 2.462126189090535267e+00, 4.292561532514696410e+00, 3.296694821072266190e+00, 2.786132181685322173e+00, 3.463374955509761044e+00, 2.868920482253845883e+00
1.969000000000000000e+03, 4.078001164112957433e+00, 5.008087115502044107e+00, 2.305466539561699335e+00, 4.171523786112182997e+00, 1.731222183116022828e+00, 5.510724002346892192e+00, 4.779580840369521688e+00, 4.653427171792253958e+00, 5.483111494167650868e+00, 3.263066425374514523e+00, 2.720404775726909197e+00, 4.394040958484813686e+00, 3.396504927222012693e+00, 3.119866974787318892e+00, 3.615187007594986568e+00, 2.847380479518772045e+00
1.970000000000000000e+03, 4.172978757588214016e+00, 4.910146023478924704e+00, 2.313564688592906649e+00, 3.902242179494322727e+00, 1.613476266925226943e+00, 5.611574929313727367e+00, 4.831722650942908537e+00, 3.980538525676310169e+00, 5.157633999112225531e+00, 3.001120527234058422e+00, 2.869668273033298078e+00, 4.198811273092079688e+00, 2.947270810552894194e+00, 3.282946065929890356e+00, 3.536024267540772481e+00, 2.846817659434139891e+00
1.971000000000000000e+03, 4.104173334036636867e+00, 5.235141313257822837e+00, 2.308608239982783861e+00, 4.194571997337340541e+00, 1.692421302460895172e+00, 5.547363930949051891e+00, 5.029112116415605627e+00, 4.756557292785789315e+00, 5.243649419808462220e+00, 3.074296202347916562e+00, 3.065775859432887884e+00, 4.175371175061393991e+00, 3.124384152430065509e+00, 3.009463922590784879e+00, 3.707120002682803062e+00, 2.777038690479332050e+00
1.972000000000000000e+03, 4.183969187273983259e+00, 4.989456530138212109e+00, 2.185968211646301285e+00, 3.887739925905091987e+00, 1.709571735918309798e+00, 5.676046310930475514e+00, 5.093099084775865926e+00, 4.649210417366886006e+00, 5.488724685753932242e+00, 3.470551630428341916e+00, 2.756160143609384328e+00, 4.270380483360154855e+00, 3.077236992686950945e+00, 2.727416122182339642e+00, 3.462690140243212866e+00, 2.815153191908803976e+00
1.973000000000000000e+03, 4.024064486011404540e+00, 5.135419231938034734e+00, 2.276568061025340928e+00, 3.972939864171355584e+00, 1.647530087728422465e+00, 5.203029553402783947e+00, 5.062091284757183729e+00, 4.871608462330389244e+00, 5.310745328576652824e+00, 3.283541114153644802e+00, 2.964040183981947685e+00, 4.307626832648137061e+00, 3.132200949626865238e+00, 2.784694431049159480e+00, 3.864385836483792858e+00, 2.876689149135740919e+00
