year, CanESM5, CESM2-WACCM, INM-CM5-0, NorESM2-LM, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, TaiESM1, MPI-ESM1-2-LR, ACCESS-ESM1-5, UKESM1-0-LL, MIROC-ES2L, INM-CM4-8, NorESM2-MM, IPSL-CM6A-LR, CMCC-CM2-SR5
2.077000000000000000e+03, 2.463528766213488552e+01, 2.022337769326643908e+01, 2.361772589559797098e+01, 1.798554459465802680e+01, 2.465223201704019473e+01, 2.811161543462734969e+01, 2.197812532274040009e+01, 1.963207373163820435e+01, 2.861965194676817603e+01, 1.752461434320409239e+01, 2.357793108858490072e+01, 2.336507599190496975e+01, 2.087371769031696189e+01, 1.859297087725609998e+01, 2.360896569176748017e+01, 1.955263769588649225e+01
2.078000000000000000e+03, 2.459433806226498476e+01, 1.929125932305172242e+01, 2.433276899872615218e+01, 1.725653792720899560e+01, 2.380730298368371933e+01, 2.874580386608032256e+01, 2.274418168113742666e+01, 1.868774526642390654e+01, 2.851491031466808579e+01, 1.815525979925935118e+01, 2.481186155095177881e+01, 2.288477078217252725e+01, 2.237387683523276749e+01, 1.842745274217134366e+01, 2.445454966762297744e+01, 2.153989917512529217e+01
2.079000000000000000e+03, 2.441619665738151213e+01, 1.898711619278247653e+01, 2.356734488880746881e+01, 1.792293608541016425e+01, 2.550988648393553504e+01, 2.867331121313512199e+01, 2.165448802800102612e+01, 1.864388392451202847e+01, 2.885798597155769230e+01, 1.794220171251822293e+01, 2.455728634405394928e+01, 2.393033536980726694e+01, 2.265429087678331754e+01, 1.912755907055208127e+01, 2.427847177334932383e+01, 2.149220403327514006e+01
2.080000000000000000e+03, 2.475833355040813544e+01, 1.903306186334898342e+01, 2.389870934973579963e+01, 1.877956661551582229e+01, 2.549323055361402268e+01, 2.869548335516973125e+01, 2.353875493020019860e+01, 1.845042203627427213e+01, 3.101587017570271954e+01, 1.792858560591451322e+01, 2.430980926323987035e+01, 2.419972170378138543e+01, 2.271187529848669584e+01, 1.880758399539668346e+01, 2.281782512687199471e+01, 2.157409701601618224e+01
2.081000000000000000e+03, 2.485142894952064196e+01, 1.998074967671719193e+01, 2.311388952795693186e+01, 1.832447424797060265e+01, 2.521740185489371200e+01, 2.892221605709883647e+01, 2.424875986373528036e+01, 1.886930122781450692e+01, 2.966085506453553222e+01, 1.804990950932329241e+01, 2.468381598338308081e+01, 2.342656342602790787e+01, 2.272242367751103131e+01, 1.919910682205952668e+01, 2.389242325256074650e+01, 2.261232796925503408e+01
2.082000000000000000e+03, 2.463609382087917155e+01, 1.959895931758380883e+01, 2.467873614678046224e+01, 1.892108632373189891e+01, 2.507054597046740696e+01, 2.873964782386194727e+01, 2.397687546845520501e+01, 1.914487858562532097e+01, 2.946923855057586650e+01, 1.801223523758631728e+01, 2.516500362852042727e+01, 2.423029910836594425e+01, 2.255546832373878630e+01, 1.831016198291433028e+01, 2.454360959709241996e+01, 2.115896678091896987e+01
2.083000000000000000e+03, 2.457178147419249825e+01, 2.062098677492041432e+01, 2.355022217195261192e+01, 1.917848349181910095e+01, 2.465943396662744291e+01, 2.954776592931976964e+01, 2.406787409398331690e+01, 1.872977123041637526e+01, 3.012911307125063232e+01, 1.821822616317728816e+01, 2.488909312759306403e+01, 2.336052190058302713e+01, 2.170514364487557657e+01, 2.008126356904906729e+01, 2.602950833713357781e+01, 2.020043373295322908e+01
2.084000000000000000e+03, 2.537490881474306192e+01, 2.011412646629314338e+01, 2.381663369656633478e+01, 1.913982223756400813e+01, 2.467321303727287685e+01, 3.047248762651773646e+01, 2.193163327155725284e+01, 1.859700656325246371e+01, 2.782531581765273287e+01, 1.825184925147282300e+01, 2.726946350945219422e+01, 2.374287847089058801e+01, 2.134118623385308666e+01, 1.961572720755955856e+01, 2.552083326421272602e+01, 2.030906819601590030e+01
2.085000000000000000e+03, 2.671771694527353702e+01, 2.039627780493417220e+01, 2.482053390627518397e+01, 1.888083666990112164e+01, 2.540335555864945505e+01, 2.999282286763286010e+01, 2.271977340384287203e+01, 1.870561355494754352e+01, 2.856605936198261020e+01, 1.761400167646069903e+01, 2.656099936856094956e+01, 2.397859454756709141e+01, 2.275489449953271759e+01, 1.961083860606674989e+01, 2.573381018586005453e+01, 2.300293865271447658e+01
2.086000000000000000e+03, 2.603272298895178949e+01, 2.047532428172514685e+01, 2.494099609579372157e+01, 1.820162587056974601e+01, 2.578326775173901098e+01, 3.000511561994413157e+01, 2.339787690970737088e+01, 1.997085952337293691e+01, 3.066930273661614592e+01, 1.806089541310844027e+01, 2.434478042569114464e+01, 2.432459549420417488e+01, 2.295901065791020201e+01, 1.996209873362360199e+01, 2.423995210115386456e+01, 2.100741324602466875e+01
2.087000000000000000e+03, 2.712261759639257974e+01, 2.029483563841190019e+01, 2.446530216370305055e+01, 1.850132181402573295e+01, 2.772415229215876309e+01, 3.063441707662089541e+01, 2.292836550000426854e+01, 2.000729896634772942e+01, 3.155160851904444641e+01, 1.844580854170981610e+01, 2.435719271338910374e+01, 2.279277224429542059e+01, 2.250611346482472541e+01, 2.018086831435954664e+01, 2.404444875135987303e+01, 2.097663268243513102e+01
2.088000000000000000e+03, 2.617355860306069104e+01, 2.069026314590607996e+01, 2.376653242405266653e+01, 2.013394597394534813e+01, 2.583242724881739605e+01, 3.178227270390852510e+01, 2.350261490802916953e+01, 1.890808550661159160e+01, 2.966532859777488795e+01, 1.836567311522547996e+01, 2.519006533803370118e+01, 2.291318314005878776e+01, 2.180739798476911062e+01, 2.109096330517102658e+01, 2.401308145652426518e+01, 2.033088799168857719e+01
2.089000000000000000e+03, 2.751740968423240119e+01, 1.898117642765748059e+01, 2.447812241207275008e+01, 1.983334094255715740e+01, 2.563520505844032016e+01, 3.082159165265621681e+01, 2.432118410454877022e+01, 1.817113118703687391e+01, 2.928449480021011198e+01, 1.824137760997409075e+01, 2.682635116915603035e+01, 2.431810244210559091e+01, 2.258639471999588366e+01, 2.049510161265154906e+01, 2.560077069235651592e+01, 2.228627417925305565e+01
2.090000000000000000e+03, 2.608153459380392647e+01, 2.066218456674691950e+01, 2.338625459579386501e+01, 1.903134230499011537e+01, 2.561847090752626244e+01, 2.979551640898625919e+01, 2.474060468238910460e+01, 1.904885254666448446e+01, 3.086005715616920853e+01, 1.858359804670697457e+01, 2.710918244470641980e+01, 2.431528176265458896e+01, 2.383179262648106089e+01, 2.101138458183961077e+01, 2.564055959662966799e+01, 2.261462337281428248e+01
2.091000000000000000e+03, 2.687135085107663812e+01, 2.129609624122343092e+01, 2.432169406724531768e+01, 1.929289526779139763e+01, 2.483563133918319465e+01, 2.937821814157780764e+01, 2.361490218439905320e+01, 2.045454145821970471e+01, 3.232154443032418101e+01, 1.737048642775201657e+01, 2.740130310370091138e+01, 2.565601073043521296e+01, 2.346050337407394437e+01, 2.031678036712291657e+01, 2.413228611799158685e+01, 2.300921808733538398e+01
2.092000000000000000e+03, 2.712110817749629987e+01, 2.083795109505853205e+01, 2.424624756813753379e+01, 1.976825589150198326e+01, 2.689517502931174775e+01, 3.079425684069924074e+01, 2.218957481246642516e+01, 1.903451482797154171e+01, 3.050788708249129400e+01, 1.723313535274532882e+01, 2.670939684325999508e+01, 2.452226333225332766e+01, 2.449234087213802269e+01, 2.061526187130795407e+01, 2.503386822678348622e+01, 2.004776996202425110e+01
2.093000000000000000e+03, 2.681075986186503712e+01, 2.140913370354547141e+01, 2.456313115195185759e+01, 1.805014728348810138e+01, 2.625031535959015372e+01, 3.096991176260177525e+01, 2.555410383672514030e+01, 1.984423615082554448e+01, 2.936249599424251144e+01, 1.747446344242306893e+01, 2.496233444647891986e+01, 2.372668460129836276e+01, 2.375230560265604751e+01, 2.099871199698989699e+01, 2.621235575719719790e+01, 1.977433944775748387e+01
2.094000000000000000e+03, 2.695564607109857391e+01, 2.248412783030431328e+01, 2.330698763964932141e+01, 1.937812912192108783e+01, 2.822257875148060080e+01, 2.909514266527338577e+01, 2.481327461174494076e+01, 2.069587867794931313e+01, 3.044900599506677707e+01, 1.770651863601406006e+01, 2.804564762796557886e+01, 2.384858065411012973e+01, 2.289599882422377419e+01, 2.097621675945416442e+01, 2.607918772886505465e+01, 2.092174283279708646e+01
2.095000000000000000e+03, 2.707589423856427402e+01, 2.197608513842936162e+01, 2.376767706108104150e+01, 1.923226857769714471e+01, 2.661878239529745116e+01, 3.021950316977500961e+01, 2.444046302010288585e+01, 2.168863610619274240e+01, 3.053903117052052352e+01, 1.837855861047720296e+01, 2.619316490226301042e+01, 2.405999174572960442e+01, 2.329942973795995798e+01, 2.035128589279644729e+01, 2.479627400816277216e+01, 2.275689969431891413e+01
2.096000000000000000e+03, 2.661540620071192720e+01, 2.179868506140631013e+01, 2.369997785305514171e+01, 1.967334541310148666e+01, 2.762633077003338045e+01, 3.014462369054890090e+01, 2.397828921606811647e+01, 2.154925907535785967e+01, 3.216577021628003052e+01, 1.755990459644840485e+01, 2.660916929231414940e+01, 2.448517090570567944e+01, 2.301285882374547143e+01, 2.039992892155529702e+01, 2.470394891453911868e+01, 2.227344713195078540e+01
2.097000000000000000e+03, 2.704865452782470570e+01, 2.209172173271510786e+01, 2.336173759677893358e+01, 1.974477057044164141e+01, 2.721255504390337876e+01, 3.241069436805431536e+01, 2.479297040985920120e+01, 2.015096276333764536e+01, 2.961864511057013871e+01, 1.816043163800162574e+01, 2.626401040125430342e+01, 2.504399742517330907e+01, 2.370508588844341702e+01, 2.053391156573072607e+01, 2.600709965171743931e+01, 2.197057696958796313e+01
2.098000000000000000e+03, 2.771716672482872568e+01, 2.207274881550141998e+01, 2.515106466948759234e+01, 1.890333091578100877e+01, 2.646384487231199500e+01, 3.023041742923606634e+01, 2.541329997879775959e+01, 2.049541731478273121e+01, 3.069717126474595403e+01, 1.907647597018220154e+01, 2.801480611354418571e+01, 2.412930582091376053e+01, 2.354502099672081528e+01, 1.989131530402653780e+01, 2.631198157793802039e+01, 2.196186603192949605e+01
2.099000000000000000e+03, 2.752600343077578771e+01, 2.082601637180693999e+01, 2.421639876858408158e+01, 1.944854763151350951e+01, 2.655887650710170078e+01, 3.095968081706499575e+01, 2.482174313515494291e+01, 2.109712076233522637e+01, 3.036303608057747994e+01, 1.869974762440986993e+01, 2.757831292444461013e+01, 2.391598408834176581e+01, 2.361540705835273002e+01, 2.101816327408148766e+01, 2.631883648993387226e+01, 2.224243566507580283e+01
2.100000000000000000e+03, 2.783482412798002414e+01, 2.188865402978309405e+01, 2.456381230894879408e+01, 1.987117898954785744e+01, 2.772137007516343843e+01, 3.060400276863153124e+01, 2.486991990591307200e+01, 2.064349230894593390e+01, 2.956131793441975830e+01, 1.896100581976312327e+01, 2.891858789314036216e+01, 2.560008662337762075e+01, 2.498532619069632688e+01, 2.097032548550244968e+01, 2.605004975469365291e+01, 2.303227907667582741e+01
