year, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, CMCC-CM2-SR5, EC-Earth3-Veg, CESM2-WACCM, GFDL-ESM4, NorESM2-LM, MPI-ESM1-2-LR, MIROC-ES2L, CanESM5, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5
2.085000000000000000e+03, 1.059413098211131299e+01, 5.765881336662081580e+00, 1.203289591022947214e+01, 8.352320518556952678e+00, 8.065730531566766004e+00, 7.975318698406699269e+00, 8.851631411067007349e+00, 7.181474488110573873e+00, 1.180065246259350964e+01, 1.266381744642542628e+01, 1.426351769161484917e+01, 8.874054238683381612e+00, 7.653515930663481015e+00, 8.433363653821054129e+00
2.086000000000000000e+03, 1.037551524912741563e+01, 5.570332161940414473e+00, 1.191013122414564052e+01, 8.151582516252817712e+00, 8.452284700636091941e+00, 7.390388841277959031e+00, 9.188714878694016264e+00, 7.236413711230266443e+00, 1.258053281280641933e+01, 1.231752908490496701e+01, 1.423705705747219419e+01, 8.611164012842875692e+00, 7.606035034508029646e+00, 8.243206145063048496e+00
2.087000000000000000e+03, 1.166552926822080138e+01, 5.775472864011885754e+00, 1.136570753391368882e+01, 8.363637490086645698e+00, 8.154097312842749190e+00, 7.524526527111844665e+00, 9.095556280579394581e+00, 7.253878654409521509e+00, 1.195113900681751673e+01, 1.203851259213774227e+01, 1.425696012950966640e+01, 8.515739401437368628e+00, 7.594495041617300934e+00, 8.368746660622624844e+00
2.088000000000000000e+03, 1.047904231730866798e+01, 6.006987518347956190e+00, 1.210544644777079526e+01, 8.213919789488077328e+00, 8.129685266835130264e+00, 7.776104495494933211e+00, 9.328816603313294209e+00, 7.929263868388988890e+00, 1.163074465733516938e+01, 1.182005177298246501e+01, 1.405572158747589384e+01, 8.495851049824535650e+00, 7.776448241627601732e+00, 8.283529532669584583e+00
2.089000000000000000e+03, 1.049022170308531443e+01, 5.942788012686943233e+00, 1.209894176691302015e+01, 8.646399594059596794e+00, 8.324400814315946917e+00, 7.380647256535667999e+00, 9.309046294419228929e+00, 7.680972818570294791e+00, 1.172108500797646258e+01, 1.263050740315545895e+01, 1.445150452478360315e+01, 8.871325729222093059e+00, 7.870612461860869935e+00, 8.347068410044371944e+00
2.090000000000000000e+03, 1.015347057843514378e+01, 5.652517422296477356e+00, 1.197957285859913412e+01, 8.365388661454426611e+00, 8.038029624252695626e+00, 7.934262315482320638e+00, 9.585154079219417866e+00, 7.604791967987361012e+00, 1.252122498511107196e+01, 1.240466785459138954e+01, 1.440272661450622138e+01, 8.860851340923694863e+00, 7.978031031535793183e+00, 8.404781603317266203e+00
2.091000000000000000e+03, 1.005067493632470743e+01, 5.434502971448454289e+00, 1.265543123278149373e+01, 8.513138900768094430e+00, 8.201580809742202050e+00, 7.868929808891583555e+00, 9.391897075135050343e+00, 7.370835127124593100e+00, 1.300267702695562022e+01, 1.230218860413059367e+01, 1.472611994355827747e+01, 8.625009066035323357e+00, 7.647155697458482670e+00, 8.183717161087418646e+00
2.092000000000000000e+03, 1.110814114532911923e+01, 6.171435144527473327e+00, 1.194172899370835950e+01, 8.102012757563139544e+00, 7.711037389453904822e+00, 7.816601234718631552e+00, 9.258075611316334275e+00, 7.671889827523321159e+00, 1.204868490142053972e+01, 1.217775080646489627e+01, 1.456833224170472185e+01, 8.731617860810324316e+00, 7.856070433517556850e+00, 8.154773831120525784e+00
2.093000000000000000e+03, 1.081748953511887912e+01, 5.946830142083131321e+00, 1.181503651866657378e+01, 8.380525741619234026e+00, 8.119536164247989518e+00, 7.919920471110985183e+00, 9.605424731183756393e+00, 7.360312113793932909e+00, 1.163805363961861872e+01, 1.275354103891977964e+01, 1.433103138031832913e+01, 8.926453419166922032e+00, 7.992674736487707321e+00, 8.120719580069518884e+00
2.094000000000000000e+03, 1.132089644319973409e+01, 5.741349988172069096e+00, 1.275497377198066573e+01, 8.335258790379452165e+00, 7.876259737373811909e+00, 8.237857545731959164e+00, 9.673531462064262954e+00, 7.689659383221115085e+00, 1.210794815431251337e+01, 1.233950720253522171e+01, 1.474923636621798018e+01, 9.002568679691226095e+00, 7.736577210161223128e+00, 8.144255867694115025e+00
2.095000000000000000e+03, 1.075772802319376176e+01, 5.958325577435383380e+00, 1.235811742689964099e+01, 8.350434976392371311e+00, 8.014238504073741609e+00, 7.852784734429850033e+00, 9.450136847366231052e+00, 7.188918324963970541e+00, 1.173601322783396661e+01, 1.241546754700568833e+01, 1.456685944426228474e+01, 8.920538492821012966e+00, 8.063817610438736239e+00, 8.297404347426114768e+00
2.096000000000000000e+03, 1.126436185153376179e+01, 6.280466996386360634e+00, 1.277868222299090206e+01, 8.502885305550449857e+00, 8.406664022268236280e+00, 8.265212200025697342e+00, 9.597483410625303080e+00, 7.697691625923338776e+00, 1.241591337559678010e+01, 1.248969999497612626e+01, 1.435591359373667331e+01, 8.689455988875426584e+00, 7.751464094506821390e+00, 8.327210280965033462e+00
2.097000000000000000e+03, 1.120241279425570724e+01, 6.324875321478661050e+00, 1.257828163201314631e+01, 8.280640348429431086e+00, 8.217480894790414325e+00, 8.428349583570343029e+00, 9.693521938352969158e+00, 7.621696197803801809e+00, 1.230275351207455081e+01, 1.288119328013403830e+01, 1.473638573102690508e+01, 9.023257802346511980e+00, 7.670398363128297703e+00, 8.066220960011271757e+00
2.098000000000000000e+03, 1.061402532896261164e+01, 6.284841825639786883e+00, 1.279056195499089199e+01, 8.653412426395075130e+00, 8.045427771318379939e+00, 8.525790622684198183e+00, 9.605369363147326922e+00, 7.644938098041519581e+00, 1.213109114117400722e+01, 1.279054390850033940e+01, 1.505377259590423122e+01, 9.055590230634065207e+00, 7.515240963942611430e+00, 8.302576166961140203e+00
2.099000000000000000e+03, 1.034274827810030750e+01, 6.043711290304145223e+00, 1.249662261424307452e+01, 8.866442263106025123e+00, 7.953717142450925870e+00, 7.658983560208374897e+00, 9.664430090066510104e+00, 7.719363513213665762e+00, 1.177779888778147743e+01, 1.259124983089566463e+01, 1.476126783493631223e+01, 9.084587205398028331e+00, 8.104558477637299418e+00, 8.377247254946871280e+00
2.100000000000000000e+03, 1.132309372834920680e+01, 6.229543588359505613e+00, 1.280957451441857486e+01, 8.739616872365804312e+00, 7.633398417380745649e+00, 8.339034351845100446e+00, 9.869008919367361798e+00, 7.669574329275866909e+00, 1.173081827738302252e+01, 1.280312905275737378e+01, 1.519325953241939153e+01, 9.132607811120353247e+00, 7.721084245616739672e+00, 8.419721992816608491e+00
