year, NorESM2-LM, CMCC-CM2-SR5, MIROC-ES2L, TaiESM1, ACCESS-ESM1-5, EC-Earth3-Veg, CESM2-WACCM, NorESM2-MM, MPI-ESM1-2-LR, CanESM5, UKESM1-0-LL, IPSL-CM6A-LR, CNRM-ESM2-1
2.090000000000000000e+03, 6.719273060940885216e+02, 7.643504798716411415e+02, 2.802038691804632435e+02, 8.169221170780986085e+01, 1.787512502893013391e+02, 2.602594329050033366e+02, 5.343174400863294977e+02, 3.295500578161291969e+02, 1.680261274913328577e+02, 2.124521959125791000e+02, 3.818710120145062206e+02, 1.022459219068667124e+02, 3.879668853627359795e+02
2.091000000000000000e+03, 6.718346112981012084e+02, 7.641273932398294164e+02, 2.801805539775129432e+02, 8.130241952892440338e+01, 1.786346876255489917e+02, 2.601199218817145606e+02, 5.342410035690699033e+02, 3.295137226338094933e+02, 1.678100794052903666e+02, 2.126927703925074127e+02, 3.817027301905598051e+02, 1.023075539578344291e+02, 3.883253438533292297e+02
2.092000000000000000e+03, 6.717413267976057796e+02, 7.640122707422998474e+02, 2.803031463852838101e+02, 8.133205595587898529e+01, 1.784980862571178193e+02, 2.599545849153327026e+02, 5.341374784573145007e+02, 3.295644613296894363e+02, 1.677807487325586919e+02, 2.129555024502040794e+02, 3.816966537399244430e+02, 1.023481189207620048e+02, 3.886983724152312902e+02
2.093000000000000000e+03, 6.716654566118112371e+02, 7.642207238908519003e+02, 2.803964828612350288e+02, 8.149622397544166574e+01, 1.783647941332133087e+02, 2.598711220971267721e+02, 5.340958569070745625e+02, 3.296074538391232522e+02, 1.679319828954054401e+02, 2.131908022039272339e+02, 3.818230831495393431e+02, 1.024289280096763264e+02, 3.889678241716221692e+02
2.094000000000000000e+03, 6.715967773219380206e+02, 7.642510196557184372e+02, 2.803533827520610089e+02, 8.136081591849483630e+01, 1.782531540110761625e+02, 2.597886335870405219e+02, 5.340213457576820701e+02, 3.296040837810793960e+02, 1.679848860642790953e+02, 2.134303779134673391e+02, 3.816238420200955375e+02, 1.025137857509487418e+02, 3.891693806022016133e+02
2.095000000000000000e+03, 6.714912459903920308e+02, 7.640017452304323342e+02, 2.802077970543437004e+02, 8.107437807232642513e+01, 1.781330640758861250e+02, 2.597345887419338624e+02, 5.339503467304961077e+02, 3.296406771842416674e+02, 1.682309229348606436e+02, 2.136602398476370013e+02, 3.813366804607325662e+02, 1.025637171593064494e+02, 3.893371203643361582e+02
2.096000000000000000e+03, 6.714287716153603469e+02, 7.636820240769764041e+02, 2.802596632112011434e+02, 8.107475621959450507e+01, 1.779959903646719965e+02, 2.595924163298785743e+02, 5.339416461329756203e+02, 3.296282761042422180e+02, 1.683092112179574542e+02, 2.138693865136474130e+02, 3.808622276136347296e+02, 1.025758994784624463e+02, 3.896518756550007652e+02
2.097000000000000000e+03, 6.713309181529958778e+02, 7.634946340691502655e+02, 2.804410789651128653e+02, 8.120810259275306464e+01, 1.778301431907315191e+02, 2.593843429419247286e+02, 5.339365556095966667e+02, 3.296260369662238077e+02, 1.683615321317166433e+02, 2.141349581518794025e+02, 3.803594438427249997e+02, 1.026043161794774221e+02, 3.898526554216639965e+02
2.098000000000000000e+03, 6.712068873390917361e+02, 7.633942500708212719e+02, 2.804136832646064477e+02, 8.133508499582271156e+01, 1.777373186278836386e+02, 2.592842206710537880e+02, 5.339025926826341220e+02, 3.296786489521381327e+02, 1.682257516526986763e+02, 2.144662258111430049e+02, 3.799066694711077048e+02, 1.026267487534712046e+02, 3.900847503069985578e+02
2.099000000000000000e+03, 6.710914043048870781e+02, 7.634131221076876272e+02, 2.802652749649500379e+02, 8.116583538421782862e+01, 1.776638741056775928e+02, 2.592038447953819400e+02, 5.338296360599929358e+02, 3.296938139054884687e+02, 1.683940571682020391e+02, 2.147444779726848481e+02, 3.799181440517062356e+02, 1.026586883313424607e+02, 3.903602400889560045e+02
2.100000000000000000e+03, 6.709483256968069327e+02, 7.632915955476404406e+02, 2.802549697872809134e+02, 8.117764303135284365e+01, 1.775653471968550718e+02, 2.591481973404867176e+02, 5.338672999428723642e+02, 3.296182182695649203e+02, 1.685506935964208708e+02, 2.150327251895342897e+02, 3.798702866773674032e+02, 1.027191963362853357e+02, 3.906595472790554027e+02
