year, EC-Earth3-Veg, CanESM5, CNRM-ESM2-1, GFDL-ESM4, IPSL-CM6A-LR, INM-CM5-0, UKESM1-0-LL, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-LM, INM-CM4-8, TaiESM1, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-MM, ACCESS-ESM1-5
2.077000000000000000e+03, 2.803704082414020036e+02, 2.825154476233673222e+02, 2.800337232704595181e+02, 2.792119001968185898e+02, 2.800033207671220907e+02, 2.796898286334929367e+02, 2.816281054284223160e+02, 2.790754622221021464e+02, 2.818816827102380103e+02, 2.798061181877018271e+02, 2.794517199466815214e+02, 2.813563907584854178e+02, 2.817113874586783595e+02, 2.826656136070346292e+02, 2.792923031696893759e+02, 2.816551122308846971e+02
2.078000000000000000e+03, 2.799194182903087835e+02, 2.831153728146604180e+02, 2.797393713204896244e+02, 2.792185068108944392e+02, 2.806269420510275268e+02, 2.796209563103562914e+02, 2.813255193045482656e+02, 2.796471185359112610e+02, 2.813407107627627397e+02, 2.798749154567366304e+02, 2.796359577239248324e+02, 2.808704033715345076e+02, 2.815244584135822379e+02, 2.824810274075069856e+02, 2.792580497232198127e+02, 2.819841347782012804e+02
2.079000000000000000e+03, 2.801174514718420028e+02, 2.832303309821282369e+02, 2.807738027943686916e+02, 2.790766852861382858e+02, 2.812682386271274595e+02, 2.795513080729228363e+02, 2.812571716434256928e+02, 2.797800014568997540e+02, 2.816276221496976291e+02, 2.808180333588709345e+02, 2.797817595580017951e+02, 2.811001892792923513e+02, 2.817927054976873933e+02, 2.828085978867579797e+02, 2.789227604908305125e+02, 2.816181098542269297e+02
2.080000000000000000e+03, 2.806967816660828134e+02, 2.836285266683159989e+02, 2.801211877172366940e+02, 2.794124491675295872e+02, 2.804880021943882298e+02, 2.793069402899748752e+02, 2.812613796883917985e+02, 2.805081067253941001e+02, 2.814867266825422689e+02, 2.810825830788080566e+02, 2.801743587740841690e+02, 2.806468734193115324e+02, 2.814255346479096715e+02, 2.831838093841115551e+02, 2.791812276330980467e+02, 2.816722519915327325e+02
2.081000000000000000e+03, 2.806658626026938350e+02, 2.831788177479548949e+02, 2.808327181968963373e+02, 2.794031205190435685e+02, 2.807068947820575886e+02, 2.800474189185847536e+02, 2.815267814646988995e+02, 2.801874129745689856e+02, 2.814432628816275042e+02, 2.808263666287769524e+02, 2.793049103490900507e+02, 2.808729936366121933e+02, 2.821686357358962027e+02, 2.833169903510811309e+02, 2.800990060625598517e+02, 2.816917653289947339e+02
2.082000000000000000e+03, 2.806410073320474794e+02, 2.835882134237755281e+02, 2.795427327005519373e+02, 2.796053193683255245e+02, 2.808810600330585316e+02, 2.796386892062284915e+02, 2.817871402614095473e+02, 2.804778181681947444e+02, 2.820998626806590437e+02, 2.809411321827412280e+02, 2.794715559148519333e+02, 2.813163445285956641e+02, 2.819304164362021652e+02, 2.828126780592680802e+02, 2.802927615765859741e+02, 2.818078105474636459e+02
2.083000000000000000e+03, 2.809477310067014173e+02, 2.831165117393695709e+02, 2.803395589855330172e+02, 2.801549661162234770e+02, 2.811575485558815330e+02, 2.797249125779252950e+02, 2.816034229638586339e+02, 2.804254020057074968e+02, 2.817319143181709364e+02, 2.810250223148685222e+02, 2.804058058788320977e+02, 2.813510359901533207e+02, 2.816956932729870573e+02, 2.831564436137307439e+02, 2.806415952499320952e+02, 2.817949863770580237e+02
2.084000000000000000e+03, 2.809465126223602169e+02, 2.834417809014195768e+02, 2.814227393121249747e+02, 2.795008234048816007e+02, 2.810313226034521108e+02, 2.795905766141224831e+02, 2.816323063370850832e+02, 2.803315561075952473e+02, 2.820485582954497659e+02, 2.812435565425952859e+02, 2.797997517422980991e+02, 2.807543073853371993e+02, 2.819691428248792704e+02, 2.830798055060262755e+02, 2.801019906965013888e+02, 2.823242590262860858e+02
2.085000000000000000e+03, 2.810993582450404915e+02, 2.841614912499138086e+02, 2.805670878895061264e+02, 2.792153234900881102e+02, 2.813535136499677378e+02, 2.797373082945201190e+02, 2.827758520863017679e+02, 2.802477421150630335e+02, 2.820356249887541367e+02, 2.814368970908194569e+02, 2.795569338641173545e+02, 2.811182004098404263e+02, 2.823313159182397953e+02, 2.837987717621525690e+02, 2.804204904281722293e+02, 2.824304985125229450e+02
2.086000000000000000e+03, 2.813229332061352466e+02, 2.834986080054474655e+02, 2.807285947370915551e+02, 2.797223442274583931e+02, 2.810519904555089852e+02, 2.804432702725612785e+02, 2.825963344135011539e+02, 2.802298366627908308e+02, 2.822981186156052331e+02, 2.813434044353978152e+02, 2.798696592519719388e+02, 2.813167842222626973e+02, 2.820335934303194563e+02, 2.837087003880347424e+02, 2.804811676997112500e+02, 2.823259259166197808e+02
2.087000000000000000e+03, 2.813460982400955004e+02, 2.842136847133072592e+02, 2.810783520478342439e+02, 2.794323347681615246e+02, 2.809361380801570363e+02, 2.798948559693144489e+02, 2.825255086714258823e+02, 2.803938327586383252e+02, 2.822841218209928229e+02, 2.810972590662482276e+02, 2.799614975609827070e+02, 2.816663846055874387e+02, 2.823692114939056523e+02, 2.830226074606030124e+02, 2.799275787044742856e+02, 2.826472437660474384e+02
2.088000000000000000e+03, 2.819234372650104774e+02, 2.838144530661932095e+02, 2.807095300492827050e+02, 2.798547128249905995e+02, 2.812047266481059751e+02, 2.802401458362089102e+02, 2.824782300045380907e+02, 2.802093773016882210e+02, 2.823405412408670259e+02, 2.820102358388614334e+02, 2.803447161526929676e+02, 2.816568935853732114e+02, 2.818025233316188292e+02, 2.827994309094719370e+02, 2.812328115163301732e+02, 2.821682494580255707e+02
2.089000000000000000e+03, 2.817051122312950611e+02, 2.843487715228508250e+02, 2.812582866408726545e+02, 2.798243218505099321e+02, 2.818324544656410353e+02, 2.801727002643721676e+02, 2.826263855200445505e+02, 2.804636824664959818e+02, 2.819039880632464019e+02, 2.820372698740656006e+02, 2.803040812390287897e+02, 2.819293855586621476e+02, 2.820999770253444581e+02, 2.837132291730869156e+02, 2.807292442761086022e+02, 2.827284965037814572e+02
2.090000000000000000e+03, 2.816007305562550869e+02, 2.843701025481516353e+02, 2.811549462456225115e+02, 2.800296842032956306e+02, 2.818236695595156220e+02, 2.797444207203150768e+02, 2.830385682446000715e+02, 2.811812080602835522e+02, 2.821341855181353253e+02, 2.815371724351169860e+02, 2.803464066607825771e+02, 2.813406749724214819e+02, 2.823507167328880882e+02, 2.837583961294233177e+02, 2.812047813218841839e+02, 2.825528158614402514e+02
2.091000000000000000e+03, 2.815092743941790445e+02, 2.847801109779741751e+02, 2.804892260787814280e+02, 2.801456683924244544e+02, 2.816466483610854539e+02, 2.796329881551895369e+02, 2.830724944322560646e+02, 2.810787852206965454e+02, 2.825441630925262757e+02, 2.813777884926363413e+02, 2.799525865038842198e+02, 2.821446312970431904e+02, 2.826431888407996098e+02, 2.830191289558470658e+02, 2.809421230746344236e+02, 2.821504611698930489e+02
2.092000000000000000e+03, 2.812101553757332226e+02, 2.841962366957873769e+02, 2.808159294235481980e+02, 2.803583405414461254e+02, 2.815407012259200883e+02, 2.803706944990152579e+02, 2.835041785779080783e+02, 2.802051809112916203e+02, 2.822660735409177164e+02, 2.818404102970770282e+02, 2.799859869071214007e+02, 2.819597434450692504e+02, 2.830797949943208209e+02, 2.834342895425455708e+02, 2.806038482162678633e+02, 2.821507184909823991e+02
2.093000000000000000e+03, 2.820702806770020743e+02, 2.843215023826832066e+02, 2.824566004009661810e+02, 2.800574578694694878e+02, 2.820282018769750607e+02, 2.805992457057882916e+02, 2.831926683925004227e+02, 2.805186793846955311e+02, 2.824260642711514606e+02, 2.813049162911661369e+02, 2.803010658630984722e+02, 2.821126946038259007e+02, 2.830030086142575101e+02, 2.838914107640918587e+02, 2.804095792832589495e+02, 2.824183529615500561e+02
2.094000000000000000e+03, 2.818358546777325842e+02, 2.845338837871397573e+02, 2.819697741889801819e+02, 2.802864858078301040e+02, 2.822412119979863974e+02, 2.805030657185639598e+02, 2.837457563475169877e+02, 2.803094017215258305e+02, 2.829531687037321603e+02, 2.813386372187151210e+02, 2.803638713792036015e+02, 2.821880572491436965e+02, 2.827756327084314307e+02, 2.835711398492675812e+02, 2.807932732286714668e+02, 2.828505506137826728e+02
2.095000000000000000e+03, 2.813703029703779634e+02, 2.846908423582073624e+02, 2.817543034538590518e+02, 2.799425919576184469e+02, 2.823224690823853962e+02, 2.801689222554623484e+02, 2.833447618234700371e+02, 2.809203548303470939e+02, 2.830653269956208646e+02, 2.810340858597895703e+02, 2.802996833580196494e+02, 2.823082773654888911e+02, 2.830239237419065148e+02, 2.838030761569808647e+02, 2.815095739493252154e+02, 2.830078272410802924e+02
2.096000000000000000e+03, 2.823692117370883921e+02, 2.843718575967445190e+02, 2.817944155815017666e+02, 2.801540791640153429e+02, 2.821246314013019401e+02, 2.800377675662172692e+02, 2.839819476468328503e+02, 2.807005015174329969e+02, 2.829909816276646666e+02, 2.816720888632784749e+02, 2.803266828257353609e+02, 2.823115052013091599e+02, 2.831224030830282459e+02, 2.834515166811647759e+02, 2.805139949259211107e+02, 2.828133963670130129e+02
2.097000000000000000e+03, 2.818768311260707833e+02, 2.842031407884169880e+02, 2.816310919047016910e+02, 2.804168087389986113e+02, 2.829196449018959925e+02, 2.800998614561441400e+02, 2.836050089122388727e+02, 2.804325224652012594e+02, 2.830629739286964082e+02, 2.819862354634882990e+02, 2.802980515175356686e+02, 2.822822207231753850e+02, 2.830460007538319473e+02, 2.838758828269222931e+02, 2.808859575509840170e+02, 2.826170855811319598e+02
2.098000000000000000e+03, 2.819129866723275200e+02, 2.845224133993191913e+02, 2.814414342775794466e+02, 2.796189939607802444e+02, 2.828006735299055663e+02, 2.800089674038701446e+02, 2.842930292691899581e+02, 2.806177579723324698e+02, 2.832999295081100968e+02, 2.819183542795398694e+02, 2.810270715054214747e+02, 2.825644956691971288e+02, 2.832324114150896435e+02, 2.842553538615968591e+02, 2.812523865145803370e+02, 2.833021739296501096e+02
2.099000000000000000e+03, 2.818054517245726061e+02, 2.850630154747386200e+02, 2.810916954802267469e+02, 2.800689218141661172e+02, 2.822904367664364713e+02, 2.802731415573462641e+02, 2.832740478501546590e+02, 2.810537937391243304e+02, 2.826771513608535997e+02, 2.818009880209975790e+02, 2.805012880057918778e+02, 2.827572222254549388e+02, 2.833918214038694146e+02, 2.835125101623676187e+02, 2.816678587704551546e+02, 2.832251764094405075e+02
2.100000000000000000e+03, 2.815982124663128729e+02, 2.849517538016158937e+02, 2.817904578501297124e+02, 2.803369127959433627e+02, 2.827083084269583537e+02, 2.803436493868640582e+02, 2.840703727635616360e+02, 2.808627009101193153e+02, 2.824543869498571098e+02, 2.822034344421513765e+02, 2.802512595367783206e+02, 2.830627952613923526e+02, 2.830979860248555156e+02, 2.840017880814225464e+02, 2.815662674180027807e+02, 2.835522376310166237e+02
